ind,I_I,I_IF,I_p-Value,I_Significance,D_D,D_DF,D_p-Value,D_Significance,F_F,F_FF,F_p-Value,F_Significance,label
28,0.00776844932514889,1.54443332594919,0.0205629093227786,1.78117457763475,0.0635928109134659,14.2150485063835,0.0673945810069215,1.04143201930813,0.00516916214339267,26.693364359357,0.000999000999001,3,L superiorfrontal
29,0.0115409038410686,1.40493110871163,0.049737556821741,0.991395793499044,0.145879211202258,18.8990287264698,0.0275906911116333,1.79158699808795,0.00843334362883819,41.9031460055295,0.000999000999001006,3,L superiorparietal
30,0.00554685809136132,1.620878372941,0.00963602475423294,2.24665257223397,0.289082141885433,90.652897496322,0.00100846833782745,3,0.00368038999856607,22.4895137012545,0.000999000999001002,3,L superiortemporal
31,0.0116306318770404,1.39755064018457,0.0580438080722579,0.794528521536671,0.269261794624116,36.3325703497706,0.00799164706672278,2.4580908032596,0.00860562616576785,44.3618381951259,0.000999000999001006,3,L supramarginal
32,0.00548933004907147,1.41692736895161,0.013564127695091,1.29787234042553,0.0883115970353558,22.8528906492791,0.0249688939729178,1.46808510638298,0.00390857246469957,10.3519293807911,0.000999000999000999,3,L frontalpole
33,0.00480669476837453,1.4560278167265,0.00986644666421864,1.88513513513514,0.209606626229703,60.7825488074996,0.000999000999001,3,0.00332653025193375,7.58401903721577,0.000999000999001,3,L temporalpole
34,0.00226370485822023,2.05606483107404,0.00132674478763331,3,0.107486386526068,85.6714569275238,0.00106770045750021,3,0.00116053831343206,14.623737603156,0.000999000999001,3,L transversetemporal
35,0.00191637495835501,1.7620461644641,0.00352960095856066,2.7818671454219,0.0415845582981007,39.0007935475219,0.00484269838394798,2.74057450628366,0.00112399401482068,9.18046421970178,0.000999000999000997,3,L insula
1,0.0103746525901122,1.33630021255439,0.0720625528340817,0.469072164948454,0.345247182347275,44.5628944754756,0.000999182679685766,3,0.00792042912385428,37.7834510955633,0.000999000999000997,3,R bankssts
2,0.00592265033053339,2.16611976174352,0.0030648365529897,2.76050420168067,0.187374202053088,73.3827091871943,0.00113913082485211,3,0.00298066355124635,22.398809482743,0.000999000999001,3,R caudalanteriorcingulate
3,0.010888833602265,1.32770468139032,0.0676319195607553,0.471567267683773,0.0418769016099374,5.11884101773807,0.160486834025223,0.128987517337032,0.00821295820609145,46.9381776669453,0.000999000999000995,3,R caudalmiddlefrontal
5,0.0116234086510987,1.67771739064679,0.0487416960664131,1.22255192878338,0.0847131359894027,12.1903659267533,0.0623657851078689,1.0593471810089,0.00769622092250503,26.8777194616795,0.000999000999000998,3,R cuneus
6,0.00496856953692459,2.0024131376447,0.00367613688616963,2.66417910447761,0.108022344173668,40.6246905551922,0.00157987798714665,3,0.00258918703250637,7.04241397230686,0.000999000999001,3,R entorhinal
7,0.00926108915358112,1.93957515040362,0.0111149008257601,2.28743169398907,0.104877937992143,19.8836702420662,0.069865442546742,1.22622950819672,0.00530405506209213,19.5822123407016,0.000999000999000995,3,R fusiform
8,0.0150257644646583,1.3702420341193,0.0490102652436083,0.768528464017186,0.370217035664465,33.953803582438,0.00211244688694224,2.88990332975295,0.0111056212603989,46.8951898354294,0.000999000999001007,3,R inferiorparietal
9,0.00982241736508891,1.51058949758131,0.0292784830553363,1.57674418604651,0.302710313278207,44.061560658371,0.00314923873090607,2.81279069767442,0.00684291193587916,27.527474860885,0.000999000999000995,3,R inferiortemporal
10,0.00337690203215401,2.08813652754472,0.00115510672609659,2.98014888337469,0.0594583702832013,38.0868212661896,0.00353933511643406,2.84615384615385,0.00170671594639621,12.1277842861941,0.000999000999000997,3,R isthmuscingulate
11,0.0128955312490081,1.40958011221694,0.0189533472198307,1.51679104477612,0.227206308398289,24.9920500806898,0.00972092823523174,2.46175373134328,0.00920876080561074,32.9910642544938,0.000999000999000996,3,R lateraloccipital
12,0.00382566385025978,1.63546104627017,0.00828150374634685,2.31453634085213,0.0558525401166214,26.2687218574746,0.0101917796680215,2.24561403508772,0.0023900638005999,11.2179752681234,0.000999000999000995,3,R lateralorbitofrontal
13,0.00838079874854022,1.82412672066422,0.0121738877132848,2.54076738609113,0.0374982249574273,10.6864562584387,0.0847442716606298,1.02877697841727,0.00505080524068091,17.4450390313056,0.000999001167100042,3,R lingual
14,0.00453484378760609,1.6058326806468,0.0156385190169975,2.17214700193424,0.122167739452923,41.2212043554854,0.00436644617030222,2.76208897485493,0.0029080855095797,8.18262837679896,0.000999000999000996,3,R medialorbitofrontal
15,0.0100111400908427,1.4156029964464,0.0361033782773608,1.158953722334,0.404867651901394,58.8063319599246,0.000999566333115203,3,0.0072577040325085,30.4872232797082,0.000999000999000995,3,R middletemporal
16,0.00358690455606786,2.21179871865761,0.00135526281058951,2.96941896024465,0.025031240861519,15.7598815657118,0.0472891421737831,1.68807339449541,0.00160942563070265,6.58149360231193,0.000999160671515681,3,R parahippocampal
17,0.00519880831177256,1.63855596965117,0.00638106700138403,2.57851239669421,0.0424930246664988,14.5018570184791,0.0647970010578521,0.535812672176309,0.00322098021349548,29.4437136899895,0.000999000999000995,3,R paracentral
18,0.00673715524768626,1.40968537678864,0.0413236027541397,1.03696498054475,0.035647601584356,8.49668497748087,0.173314449275175,0.680933852140078,0.00493668427817017,30.6725821368295,0.000999000999000996,3,R parsopercularis
19,0.00664306689624333,1.44281888292534,0.0271304933663057,1.58095238095238,0.0512008591853995,12.3573785964306,0.0382597897449776,1.55714285714286,0.00470238964883305,23.2746680786993,0.000999000999001,3,R parsorbitalis
20,0.00643433844009085,1.36729546868548,0.0972188189669214,0.848936170212766,0.054993860698338,15.0829101553714,0.038032476845981,1.43829787234043,0.00509147029379272,30.885372225654,0.000999000999000997,3,R parstriangularis
21,0.00948417354900012,1.91819336092532,0.0165608738059804,1.9591280653951,0.0710405757020918,14.1707762256336,0.037770259423671,1.66485013623978,0.00541053928846797,21.7309926452276,0.000999000999000997,3,R pericalcarine
22,0.00638604862666507,1.41444437835769,0.0525564596895128,1.15430107526882,0.120286584215336,26.4009002103784,0.0318968991827621,2.10645161290323,0.00465528316033436,39.4112611781644,0.000999000999001007,3,R postcentral
23,0.00552316293516013,2.33514568635007,0.00221539845062534,2.87453874538745,0.100598730266724,45.689960771779,0.00737972519213436,2.51660516605166,0.00267034881273828,23.8127015814453,0.000999000999000996,3,R posteriorcingulate
24,0.00538125508086081,1.47574504667715,0.0329849408123021,1.46890184645287,0.0591447290570447,19.8233876824825,0.0657216859989621,1.50291545189504,0.00379110077002347,37.2725933561737,0.000999000999001007,3,R precentral
25,0.00804278887248444,1.72877407333046,0.00975082814371174,2.19295958279009,0.0874739864191651,18.7900129477672,0.0256311258512356,2.01043024771838,0.00498040468002614,29.3428265603785,0.000999000999001004,3,R precuneus
26,0.00574291588963966,1.61253406958557,0.0315150208128968,1.38690476190476,0.196244953901087,62.147138985093,0.00351031006551256,2.77380952380952,0.00369112055116786,14.7586101779994,0.000999000999001,3,R rostralanteriorcingulate
27,0.0101497487299521,1.3511945878448,0.0569823746211491,0.727917472598324,0.0594139947811847,8.48484840721949,0.0994741008370076,0.536428110896196,0.00758180390888991,25.746809236423,0.000999000999001004,3,R rostralmiddlefrontal
28,0.00791243859382045,1.54133350807706,0.0208523739827015,1.74710672953279,0.0630679221818886,13.788438875948,0.0687523936304764,1.03557651093013,0.0052753193957938,26.8246316583338,0.000999000999001002,3,R superiorfrontal
29,0.0115635837150568,1.41477796861835,0.0475299941086429,1.05176584421867,0.145021193514295,18.9151820058096,0.0273545672121686,1.8180938558297,0.00840046104046168,41.4144869849277,0.000999000999001006,3,R superiorparietal
30,0.00532643039318478,1.62717873194171,0.0084043223968466,2.31757754800591,0.277735013451723,91.5364529596251,0.00100405884951617,3,0.00349404275195625,22.4412767243399,0.000999000999001001,3,R superiortemporal
31,0.0108255905061716,1.42031144136874,0.0573466944613192,0.873511060692002,0.270998485973316,39.0292316255002,0.00814425724731537,2.4344866704481,0.00799890823921238,42.763697954746,0.000999000999001006,3,R supramarginal
32,0.00552344582959498,1.45170012102317,0.0120267896061718,1.46774193548387,0.081758962806364,21.3217281421358,0.0258080389150055,1.46774193548387,0.00385754106244664,10.2031498992347,0.000999000999000999,3,R frontalpole
33,0.00462946294048339,1.45203409248011,0.00998859110524255,1.83098591549296,0.201651736998604,60.1601675439583,0.00100322212998269,3,0.00321129530608914,7.06145207326095,0.000999000999001,3,R temporalpole
34,0.00227181857512474,2.04775935452393,0.00128739484381156,3,0.105847728539269,83.5218681472167,0.00105989594799359,3,0.00116652794921162,14.5736740161416,0.000999000999001,3,R transversetemporal
35,0.00193196640138561,1.76339351776827,0.00396587456997041,2.76507092198582,0.0439525986367347,41.2254271095743,0.00413527236463711,2.75886524822695,0.00113667677675792,8.6255844841941,0.000999000999000998,3,R insula
