ADHD,ASD,AlzheimersDisease,BipolarDisorderAll,EducationalAttainment,Handedness,Intelligence,LanguageFunctionalConnectivity,MajorDepressiveDisorder,NeuroticismMeasurement,OCD,RedHair,Schizophrenia
NaN,NaN,NaN,NaN,0.023371429105128,0.0253907692181491,0.023596925902779,0.0254744094448158,NaN,0.0238567674348991,0.0229882143206582,0.024604279020986,NaN
NaN,NaN,NaN,NaN,0.0254553287247107,0.0257616457984036,0.0282294741323043,0.0273037829259761,NaN,0.0238176469946221,0.0243035095633502,0.0242277086065211,NaN
NaN,NaN,NaN,NaN,0.0266072928080568,0.0245715205155194,0.0245433816004163,0.0268510915664685,NaN,0.0290350282658722,0.0213493398722101,0.030110210832329,NaN
NaN,NaN,NaN,NaN,0.0243613770854377,0.0250095589830743,0.0274256745627245,0.0267090494281118,NaN,0.0283293008996739,0.0250455680090116,0.0222797674173021,NaN
NaN,NaN,NaN,NaN,0.0270993238897244,0.0234362750753017,0.0266799991464122,0.0267183587777344,NaN,0.0232354523353677,0.0243656696425497,0.0261025881984579,NaN
NaN,NaN,NaN,NaN,0.0225462290258002,0.0249227175119341,0.0268597995374795,0.0262740687778945,NaN,0.0274981203509774,0.0263907458466192,0.0267605903791731,NaN
NaN,NaN,NaN,NaN,0.0247805431929229,0.0250041401169999,0.0275033668924031,0.0257239723709117,NaN,0.0247083648229836,0.0237923494957895,0.0255784096910855,NaN
NaN,NaN,NaN,NaN,0.0231118024592423,0.0231840174948077,0.0253655247976577,0.0255048800275661,NaN,0.0246874855413418,0.0260837577900494,0.0284209028909806,NaN
NaN,NaN,NaN,NaN,0.0252922248911954,0.0253454271124848,0.0243487484646988,0.0253602149654524,NaN,0.0255839240966222,0.0269929121151717,0.0266011110106163,NaN
NaN,NaN,NaN,NaN,0.0264228090356429,0.027719838710873,0.0238992089284054,0.0230649076451256,NaN,0.0278362184389447,0.0252675398544828,0.0244082635679834,NaN
NaN,NaN,NaN,NaN,0.0290092763066166,0.0236703513127482,0.026692049439461,0.0265606417835322,NaN,0.0257084692207925,0.0282373732818078,0.0267482598912281,NaN
NaN,NaN,NaN,NaN,0.0257686114033473,0.0263150620203086,0.0293407290597421,0.0252478543316459,NaN,0.0258755176327492,0.0308805385646653,0.0256617522587483,NaN
NaN,NaN,NaN,NaN,0.0235871667184028,0.0246311551445965,0.0279198796428045,0.0249837822278757,NaN,0.0267056425214916,0.0242733573804315,0.0248304732949462,NaN
NaN,NaN,NaN,NaN,0.0254213592425813,0.030193743355969,0.0265948931870122,0.0251163899053878,NaN,0.02458972365317,0.0234240859615518,0.0266907088587702,NaN
NaN,NaN,NaN,NaN,0.0265570444296256,0.0236975838482339,0.0242568346358431,0.0269092974311383,NaN,0.0250703251598214,0.028057790924467,0.0278097280930777,NaN
NaN,NaN,NaN,NaN,0.0276607431932037,0.0283374068187544,0.0248431649774848,0.023047298807113,NaN,0.0247169766220783,0.028388152085141,0.0253109671776089,NaN
NaN,NaN,NaN,NaN,0.026787964278404,0.0227318607621213,0.0272962521250885,0.0224602610573234,NaN,0.0249046919790174,0.0299448758855502,0.0225047856264908,NaN
NaN,NaN,NaN,NaN,0.0224748412564532,0.0258329932019129,0.0275532933217901,0.0264852228418902,NaN,0.0231494079238477,0.0269930919311323,0.0263404845174825,NaN
NaN,NaN,NaN,NaN,0.0266947591142756,0.0246591645296386,0.0283520883158611,0.0259981517467714,NaN,0.0275718740730432,0.0285400091065523,0.0247905243361885,NaN
NaN,NaN,NaN,NaN,0.0278322735346653,0.0241370456592972,0.0254230500397523,0.0272014244342928,NaN,0.0232377160210321,0.0237678830308508,0.0243041176098657,NaN
NaN,NaN,NaN,NaN,0.0279015319546438,0.0263294519869587,0.0216955195225431,0.0261038633061088,NaN,0.0259869706411968,0.0242502142324786,0.0249418566014307,NaN
NaN,NaN,NaN,NaN,0.024470471209769,0.028242508005402,0.0240997122320041,0.0225618610052998,NaN,0.0243256841849739,0.0258275303824891,0.0261260474275173,NaN
NaN,NaN,NaN,NaN,0.0225319524724711,0.0242746900084887,0.0269687722191725,0.0287242369863706,NaN,0.0268900653155244,0.0229927425782394,0.0231109868367778,NaN
NaN,NaN,NaN,NaN,0.023358060562953,0.020847954249363,0.0249554559321385,0.0242163453700446,NaN,0.021555459758952,0.0253083027793715,0.025019847125656,NaN
NaN,NaN,NaN,NaN,0.0263054488735432,0.0262345112324816,0.0248143088217764,0.0283799929064154,NaN,0.0289474723051385,0.03151004955266,0.0249120872704424,NaN
NaN,NaN,NaN,NaN,0.0247326525130436,0.0288971881172372,0.0231990329762811,0.0280124246484868,NaN,0.026990506269528,0.027224451799419,0.0281658191887144,NaN
NaN,NaN,NaN,NaN,0.0289708327983751,0.028748191010157,0.0236912503226642,0.0258950358741565,NaN,0.0251251853864888,0.0286885605807612,0.0274038424141211,NaN
NaN,NaN,NaN,NaN,0.0236140606974385,0.0222074315085122,0.0276721188627427,0.0256753251001337,NaN,0.0243760323771133,0.0256115078467076,0.0277423305416863,NaN
NaN,NaN,NaN,NaN,0.0285242301473142,0.023904577936741,0.0231339527888394,0.0257610448038343,NaN,0.0262291932954155,0.0243395084761292,0.0260049252106957,NaN
NaN,NaN,NaN,NaN,0.0235481670275086,0.0257161658942583,0.0273112074855782,0.0264756383898502,NaN,0.0247667017769586,0.0272830207182997,0.0258525499291502,NaN
NaN,NaN,NaN,NaN,0.0239610267355084,0.0252789225816811,0.0275355007634024,0.0244604442285624,NaN,0.0262110356181122,0.0264304298377088,0.0275574469633185,NaN
