ADHD,ASD,AlzheimersDisease,BipolarDisorderAll,EducationalAttainment,Handedness,Intelligence,LanguageFunctionalConnectivity,MajorDepressiveDisorder,NeuroticismMeasurement,OCD,RedHair,Schizophrenia
NaN,NaN,NaN,NaN,1.13467820112255e-05,0.0216829943245205,0.0136599619079558,3.94163667057503e-09,NaN,0.32897929815095,0.0138280808902046,0.220209807290212,NaN
NaN,NaN,NaN,NaN,7.47152035244234e-06,0.0389835516492489,0.0457365496311729,9.80713924129385e-07,NaN,0.0296231566436942,0.0409749763640148,0.386361119776048,NaN
NaN,NaN,NaN,NaN,0.0233810235340068,0.114396036010633,0.0634649171583522,0.00156377867814824,NaN,0.791090402801913,0.00172647723887991,0.468467591865239,NaN
NaN,NaN,NaN,NaN,1.28082176017997e-05,0.464254798857316,0.223277312440441,0.00011874834286636,NaN,0.411538441878336,0.0398947577656683,0.448730132580882,NaN
NaN,NaN,NaN,NaN,0.0337375147099757,0.00772628345329479,0.132915989869745,0.000331711612592974,NaN,0.0669447146127761,0.0130747891220006,0.0632991991664569,NaN
NaN,NaN,NaN,NaN,0.326780016027711,0.245660403391295,0.638901002574487,0.190982947983628,NaN,0.877457986734174,0.0380776197248599,0.423748019677596,NaN
NaN,NaN,NaN,NaN,0.00142274816013841,0.260749674306908,0.0604305766885583,4.79936394970749e-05,NaN,0.146333149787937,0.0318102377721082,0.16760406499855,NaN
NaN,NaN,NaN,NaN,0.0018734759649935,0.147750414208119,0.798428930994541,0.00073828338576745,NaN,0.816601377772538,0.143371072952844,0.238032148534082,NaN
NaN,NaN,NaN,NaN,0.0243559298305842,0.464194391921096,0.00634625902743224,2.9539077692788e-05,NaN,0.271951469765619,0.142658965932803,0.64132565678635,NaN
NaN,NaN,NaN,NaN,0.427756364535889,0.317516436922018,0.794386220312879,0.00500529700820298,NaN,0.162277744999798,0.0131658962873673,0.118106825602056,NaN
NaN,NaN,NaN,NaN,0.00373898213390473,0.000984899505609978,0.00943869373326259,0.042709851916765,NaN,0.0450455443360725,0.0950210970337927,0.453676173324169,NaN
NaN,NaN,NaN,NaN,0.361929416730781,0.251053091997036,0.688257558783137,0.359788356231559,NaN,0.604855643130537,0.218720367017641,0.517319002752826,NaN
NaN,NaN,NaN,NaN,0.134852037148905,0.156636754666667,0.52245470856804,0.259100917071904,NaN,0.919246560161168,0.00698219832734906,0.212448655901838,NaN
NaN,NaN,NaN,NaN,0.00642684437674498,0.383868508054024,0.0759132781929268,0.000694157294002998,NaN,0.0471155426782268,0.000640613468855519,0.0963826147620614,NaN
NaN,NaN,NaN,NaN,0.356676998394223,0.491298919945627,0.392321679081178,0.0286897035154191,NaN,0.88361506007181,0.67414663838204,0.582831268604707,NaN
NaN,NaN,NaN,NaN,0.0347535973001516,0.560599391589465,0.872650075654303,0.0657511073648232,NaN,0.968048967281117,0.14096477392744,0.430902195249378,NaN
NaN,NaN,NaN,NaN,0.00426441002415031,0.271600259733584,0.00955643759580526,4.58729848490187e-09,NaN,0.190877373320808,0.707332252511456,0.187149027591207,NaN
NaN,NaN,NaN,NaN,0.0564231375283193,0.0382575707047448,0.0161096748920631,0.00897030078888236,NaN,0.162527076454365,0.0853147778592593,0.370135315697769,NaN
NaN,NaN,NaN,NaN,0.00219633137955484,0.659382443550709,0.052346713868265,0.000878868880236108,NaN,0.515323712786326,0.108045025441103,0.498282961460623,NaN
NaN,NaN,NaN,NaN,0.0912635877240743,0.00758517286416568,0.539469193760114,0.00390259308337804,NaN,0.533065784330772,0.040078286306557,0.242161776302749,NaN
NaN,NaN,NaN,NaN,0.59084295758297,0.302480997851416,0.901191951065582,0.0103658591226337,NaN,0.289257671656502,0.0526477484104729,0.274921885562532,NaN
NaN,NaN,NaN,NaN,0.00171077816187075,0.00610796410269523,0.0159948953833675,0.000276703453617437,NaN,0.0525217885913676,0.103798069038061,0.062905942672362,NaN
NaN,NaN,NaN,NaN,0.00402309121133562,0.0175622726796039,0.0529640069399717,0.057175703219303,NaN,0.620109684389664,0.0427870680084205,0.576754124414883,NaN
NaN,NaN,NaN,NaN,0.758933293733985,0.502411307263209,0.804977117544971,0.285939135403421,NaN,0.643948444718097,0.113962929300535,0.0546359132255917,NaN
NaN,NaN,NaN,NaN,0.223589746200341,0.848676219683387,0.64851618458366,0.771444122467294,NaN,0.940784942001555,0.439152174826895,0.836426332774752,NaN
NaN,NaN,NaN,NaN,0.0504797532062848,0.48100892543566,0.351256757147818,0.6961799287306,NaN,0.699577989212386,0.00756163112692009,0.232922019785851,NaN
NaN,NaN,NaN,NaN,0.675137634085939,0.127915539316254,0.864305158639491,0.0537366266664985,NaN,0.965810946655938,0.179069686583431,0.19149288302162,NaN
NaN,NaN,NaN,NaN,0.00213118364229387,0.478074179067756,0.163878644506031,0.00311462946630499,NaN,0.233921997174162,0.0156693125919449,0.119665191178687,NaN
NaN,NaN,NaN,NaN,0.0178531266410064,0.59561384243641,0.0155123670376182,0.00988112039219383,NaN,0.18799682942433,0.0559965398008087,0.201583669436024,NaN
NaN,NaN,NaN,NaN,0.228914369881294,0.826681602841588,0.54633084369939,0.39781242554612,NaN,0.973486472006379,0.94703949005021,0.698111184991287,NaN
NaN,NaN,NaN,NaN,0.29684229174755,0.793956521242469,0.710148898406811,0.402698835173168,NaN,0.80750446162381,0.0784866858778101,0.427339819769924,NaN
