                                                                               p1                                                                                p2      rg      se        z            p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.8287  0.0662  12.5255   5.4158e-36  0.1463     0.0264  1.0044     0.0060    0.2236       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.5797  0.0792   7.3173   2.5306e-13  0.1170     0.0254  0.9928     0.0062    0.1687       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.8610  0.2381   3.6157   2.9959e-04  0.0356     0.0229  1.0002     0.0056    0.1891       0.0030
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.6882  0.0719   9.5754   1.0147e-21  0.1238     0.0242  0.9943     0.0065    0.1975       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.6033  0.1155   5.2249   1.7429e-07  0.0572     0.0217  1.0021     0.0061    0.2152       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.9236  0.0467  19.7757   4.8166e-87  0.1501     0.0233  0.9942     0.0063    0.5427       0.0050
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.8074  0.0559  14.4525   2.4173e-47  0.1870     0.0284  1.0076     0.0067    0.3196       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.9144  0.0725  12.6077   1.9161e-36  0.0783     0.0215  0.9992     0.0059    0.4878       0.0052
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  1.0611  0.1873   5.6641   1.4782e-08  0.0459     0.0243  1.0030     0.0060    0.4007       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.6923  0.0581  11.9192   9.4053e-33  0.1787     0.0280  1.0006     0.0062    0.1863       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.8152  0.0967   8.4263   3.5663e-17  0.0828     0.0246  0.9944     0.0061    0.2275       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7703  0.0562  13.7086   9.0187e-43  0.1845     0.0249  1.0110     0.0062    0.2117       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.9264  0.1897   4.8828   1.0458e-06  0.0484     0.0250  1.0023     0.0062    0.2116       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.5762  0.0642   8.9808   2.6889e-19  0.1396     0.0273  0.9930     0.0064    0.1830       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.7417  0.1475   5.0278   4.9614e-07  0.0502     0.0231  0.9947     0.0061    0.1795       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.5237  1.6487   0.9242   3.5537e-01  0.0097     0.0202  1.0003     0.0054    0.1800       0.0030
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.2882  0.9778   1.3174   1.8769e-01  0.0141     0.0240  1.0064     0.0061    0.1927       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.7329  0.0807   9.0792   1.0942e-19  0.0992     0.0248  0.9946     0.0064    0.1799       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.7761  0.1177   6.5959   4.2275e-11  0.0650     0.0232  1.0020     0.0065    0.2057       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.7228  0.3923   1.8427   6.5376e-02  0.0181     0.0224  0.9977     0.0060    0.1966       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  1.0980  0.3836   2.8621   4.2090e-03  0.0248     0.0204  1.0130     0.0061    0.2079       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  0.6368  0.0763   8.3438   7.1954e-17  0.1026     0.0229  0.9931     0.0057    0.1493       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.7588  0.0649  11.6963   1.3318e-31  0.1397     0.0248  0.9943     0.0063    0.1946       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.6814  0.0505  13.5037   1.4865e-41  0.1825     0.0248  0.9941     0.0059    0.2078       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.7379  0.1021   7.2302   4.8244e-13  0.0813     0.0242  0.9995     0.0062    0.2183       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.9371  0.0326  28.7256  1.8283e-181  0.1719     0.0295  0.9954     0.0065    0.6653       0.0063
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.9407  0.0469  20.0735   1.2573e-89  0.1463     0.0264  1.0044     0.0060    0.5349       0.0057
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.6624  0.0724   9.1468   5.8660e-20  0.1170     0.0254  0.9928     0.0062    0.1546       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.7146  0.1942   3.6808   2.3252e-04  0.0356     0.0229  1.0002     0.0056    0.1706       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.6762  0.0668  10.1261   4.2298e-24  0.1238     0.0242  0.9943     0.0065    0.2072       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.7761  0.1364   5.6916   1.2582e-08  0.0572     0.0217  1.0021     0.0061    0.1689       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.6585  0.0538  12.2443   1.8026e-34  0.1501     0.0233  0.9942     0.0063    0.2128       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7126  0.0545  13.0655   5.1866e-39  0.1870     0.0284  1.0076     0.0067    0.1830       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.8287  0.1033   8.0187   1.0687e-15  0.0783     0.0215  0.9992     0.0059    0.2040       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.7817  0.1680   4.6539   3.2567e-06  0.0459     0.0243  1.0030     0.0060    0.2018       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.8236  0.0460  17.8870   1.4899e-71  0.1787     0.0280  1.0006     0.0062    0.4573       0.0054
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.9253  0.0686  13.4853   1.9078e-41  0.0828     0.0246  0.9944     0.0061    0.4985       0.0055
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.8798  0.0498  17.6618   8.2609e-70  0.1845     0.0249  1.0110     0.0062    0.3362       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  1.1130  0.1747   6.3699   1.8919e-10  0.0484     0.0250  1.0023     0.0062    0.4377       0.0054
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.6036  0.0666   9.0637   1.2615e-19  0.1396     0.0273  0.9930     0.0064    0.1699       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.7635  0.1539   4.9597   7.0608e-07  0.0502     0.0231  0.9947     0.0061    0.1688       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  0.9682  1.0453   0.9263   3.5432e-01  0.0097     0.0202  1.0003     0.0054    0.1720       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.1779  0.9067   1.2991   1.9390e-01  0.0141     0.0240  1.0064     0.0061    0.1678       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.5697  0.0765   7.4502   9.3197e-14  0.0992     0.0248  0.9946     0.0064    0.1877       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.8237  0.1214   6.7870   1.1448e-11  0.0650     0.0232  1.0020     0.0065    0.2115       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.8859  0.4855   1.8247   6.8041e-02  0.0181     0.0224  0.9977     0.0060    0.1669       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  1.1134  0.4066   2.7384   6.1738e-03  0.0248     0.0204  1.0130     0.0061    0.1666       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.6823  0.0935   7.3011  2.8536e-13  0.1397     0.0248  0.9943     0.0063    0.2111       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.6305  0.0767   8.2170  2.0870e-16  0.1825     0.0248  0.9941     0.0059    0.1721       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.5889  0.1144   5.1480  2.6331e-07  0.0813     0.0242  0.9995     0.0062    0.1726       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.6412  0.0771   8.3185  8.9115e-17  0.1719     0.0295  0.9954     0.0065    0.1562       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.7013  0.0836   8.3885  4.9258e-17  0.1463     0.0264  1.0044     0.0060    0.1661       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  1.0207  0.0688  14.8344  8.7828e-50  0.1170     0.0254  0.9928     0.0062    0.6003       0.0056
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  1.0301  0.2167   4.7540  1.9940e-06  0.0356     0.0229  1.0002     0.0056    0.4872       0.0046
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.7643  0.1016   7.5248  5.2784e-14  0.1238     0.0242  0.9943     0.0065    0.1865       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.7064  0.1465   4.8220  1.4212e-06  0.0572     0.0217  1.0021     0.0061    0.2199       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.6131  0.0757   8.0972  5.6254e-16  0.1501     0.0233  0.9942     0.0063    0.1671       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7569  0.0777   9.7393  2.0495e-22  0.1870     0.0284  1.0076     0.0067    0.1819       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.5304  0.1137   4.6653  3.0813e-06  0.0783     0.0215  0.9992     0.0059    0.1703       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.6827  0.1610   4.2398  2.2373e-05  0.0459     0.0243  1.0030     0.0060    0.1636       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.5388  0.0734   7.3444  2.0663e-13  0.1787     0.0280  1.0006     0.0062    0.1703       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.6763  0.1119   6.0427  1.5159e-09  0.0828     0.0246  0.9944     0.0061    0.1583       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7957  0.0884   8.9968  2.3239e-19  0.1845     0.0249  1.0110     0.0062    0.1687       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.5561  0.1486   3.7422  1.8240e-04  0.0484     0.0250  1.0023     0.0062    0.1664       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.9569  0.0746  12.8252  1.1847e-37  0.1396     0.0273  0.9930     0.0064    0.4229       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  1.0015  0.1255   7.9807  1.4551e-15  0.0502     0.0231  0.9947     0.0061    0.5151       0.0051
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.4176  1.3302   1.0657  2.8655e-01  0.0097     0.0202  1.0003     0.0054    0.4217       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.3422  0.8946   1.5004  1.3352e-01  0.0141     0.0240  1.0064     0.0061    0.3489       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.6646  0.0944   7.0434  1.8764e-12  0.0992     0.0248  0.9946     0.0064    0.2002       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.7789  0.1493   5.2161  1.8274e-07  0.0650     0.0232  1.0020     0.0065    0.1656       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.8060  0.4263   1.8907  5.8670e-02  0.0181     0.0224  0.9977     0.0060    0.2053       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  0.8953  0.3107   2.8811  3.9631e-03  0.0248     0.0204  1.0130     0.0061    0.2025       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.5557  0.0654   8.4926   2.0201e-17  0.1825     0.0248  0.9941     0.0059    0.1851       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.8073  0.1057   7.6355   2.2495e-14  0.0813     0.0242  0.9995     0.0062    0.2272       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.7139  0.0747   9.5524   1.2673e-21  0.1719     0.0295  0.9954     0.0065    0.1820       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.7035  0.0665  10.5860   3.4598e-26  0.1463     0.0264  1.0044     0.0060    0.2346       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.6607  0.0870   7.5914   3.1636e-14  0.1170     0.0254  0.9928     0.0062    0.1842       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.8648  0.2190   3.9492   7.8418e-05  0.0356     0.0229  1.0002     0.0056    0.2461       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.9884  0.0400  24.7321  4.8276e-135  0.1238     0.0242  0.9943     0.0065    0.7243       0.0062
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  1.1686  0.1312   8.9081   5.1923e-19  0.0572     0.0217  1.0021     0.0061    0.5032       0.0053
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.5377  0.0717   7.5005   6.3599e-14  0.1501     0.0233  0.9942     0.0063    0.1875       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7406  0.0734  10.0947   5.8284e-24  0.1870     0.0284  1.0076     0.0067    0.1909       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.8529  0.1109   7.6939   1.4276e-14  0.0783     0.0215  0.9992     0.0059    0.2005       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.7956  0.1574   5.0559   4.2833e-07  0.0459     0.0243  1.0030     0.0060    0.2354       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.7018  0.0725   9.6785   3.7215e-22  0.1787     0.0280  1.0006     0.0062    0.1885       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.6369  0.0947   6.7278   1.7219e-11  0.0828     0.0246  0.9944     0.0061    0.1854       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7653  0.0624  12.2622   1.4445e-34  0.1845     0.0249  1.0110     0.0062    0.1922       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.8716  0.1714   5.0866   3.6445e-07  0.0484     0.0250  1.0023     0.0062    0.2407       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.5741  0.0760   7.5555   4.1728e-14  0.1396     0.0273  0.9930     0.0064    0.2115       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.6799  0.1323   5.1380   2.7768e-07  0.0502     0.0231  0.9947     0.0061    0.1860       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.3926  1.4181   0.9820   3.2609e-01  0.0097     0.0202  1.0003     0.0054    0.2376       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.1192  0.8286   1.3507   1.7681e-01  0.0141     0.0240  1.0064     0.0061    0.2167       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.9117  0.0656  13.8941   6.8796e-44  0.0992     0.0248  0.9946     0.0064    0.5123       0.0056
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  1.0313  0.1081   9.5381   1.4541e-21  0.0650     0.0232  1.0020     0.0065    0.5555       0.0057
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  1.4478  0.6868   2.1081   3.5025e-02  0.0181     0.0224  0.9977     0.0060    0.4272       0.0050
