ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000003249	DBNDD1	4.01726449945443	4.26224921121714	4.51075459531511	4.36561346597769	4.83145394104378	4.9027100424132	5.10756144187225	4.77272502055319	5.15623513654012	3.83534560313886	4.51863631065093	4.51275238551528	4.93910156705072	4.8549095911591	3.75079457554407	4.54608513335681	4.69483092516525	4.95985550210005	4.6585122533087	5.33062578400266	4.52096501390804	4.61916867322178	5.20744340620952	4.55784885678	4.60154649202226	5.50336813230974	4.92604507916054	4.76938156199368	4.86688205926786
ENSG00000004864	SLC25A13	2.7699475047421	2.10740290934037	1.64180081350276	1.53887128163806	1.89752890578393	1.92619284413462	1.38975727791672	1.96588953605187	2.13056021152544	1.98869152051444	1.60227299711477	1.81557985746882	1.23141414156208	1.65043302740424	1.24075571265546	1.78376513904032	1.70995769903807	1.5859835289247	1.84711106349182	1.81417182759272	1.78843988754816	1.97412781874868	2.05009690380984	1.98450122594673	2.3263590509115	1.88807724079984	1.7969786809334	2.31810724809581	1.4552757960699
ENSG00000006377	DLX6	1.6053410800942	1.29821362717191	0.948101289301372	0.873764334327631	1.0455614165511	1.2361717311986	1.42917700853763	0.958191218856377	1.07747583575045	0.43496353632795	1.02059651268313	1.12549170563449	0.652134779334218	0.852779936747845	0.0669016275660333	0.30429073738125	0.895449193882449	0.903632049805563	0.839055436791495	0.765020012936889	0.691608218707922	0.508328279790162	0.764746058660989	0.747436809480253	0.648339938573235	0.691805851404127	0.687740418233721	0.776804475899035	0.850863761346034
ENSG00000044524	EPHA3	3.81768043127211	3.73055298605344	2.97934161300447	3.21620609161602	4.16767168875144	3.73400071526378	2.79289787976739	3.33592695487823	3.70205196464208	2.02919739171698	1.39103944106069	1.61813776853827	1.52030685320651	2.15455813617863	0.586566203129999	0.935795979177211	0.931955053522289	1.31096618020194	1.55036048220058	1.14371196176949	1.48772879625476	0.703823562773859	1.31702541401027	1.44138403847107	1.05511211454213	1.05327789648897	1.16011959309413	1.37917374031059	1.0532765761827
ENSG00000073969	NSF	3.9960958928289	3.99840074335963	4.84037982557556	4.32600470186562	4.12707470746653	3.94411625270437	3.57545198649487	4.32927220010638	4.82023331990902	3.79469102384429	4.75186603539202	5.27452506006709	5.60896183173862	5.6724253419715	2.42155023504456	4.30492690164653	5.61986193720494	5.6724253419715	5.6724253419715	5.6011224568346	5.6724253419715	4.37456731802246	5.6724253419715	5.6724253419715	5.52910923312885	5.6724253419715	5.6724253419715	5.6724253419715	5.64502884068555
ENSG00000084693	AGBL5	3.80508227478547	3.72853765842619	3.36503704017446	3.30277447079598	3.49209089396708	3.56299997047051	3.47444803528749	3.28424030740399	3.51004515598459	2.8568102921428	3.39183924641265	2.96880229225512	2.64625653402837	2.4866700413528	2.28046997292873	2.69705343685923	3.29802850467604	2.99407543333043	2.62464304788129	2.5716973187199	2.46297920844366	2.69356298904824	2.66868652678168	2.39341613559649	2.52632686844177	2.72652361237482	2.64936151346587	2.71315488087269	2.91671416702979
ENSG00000084764	MAPRE3	4.32936367185584	4.08134601728475	5.12186636907556	5.18227109876133	5.19574926275541	5.35668872684957	5.57451903535128	5.49020083050666	5.42262246482204	4.65578651197734	5.11110846384845	5.49408068885173	5.65383407360663	5.66635061208763	4.07479915048272	5.18009860134865	5.6125734417825	5.66922656765806	5.63452219781845	5.64874753580026	5.6724253419715	4.97032593209415	5.65069466479635	5.63344813694993	5.50052327708134	5.6724253419715	5.63705903059495	5.58069800312037	5.64058385721508
ENSG00000092964	DPYSL2	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6634160926912	5.6724253419715	5.6724253419715	5.40185111956867	5.6724253419715	5.6724253419715	5.65645868831618	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715
ENSG00000100575	TIMM9	3.87311624901545	3.65273610626343	3.7211298327047	3.62329787463869	3.32699132732916	3.47121514996313	3.69636794002526	3.31458566642178	3.50017508288961	3.20556365610384	3.59591081565581	3.18338951317914	2.95476242866447	2.81939606952517	2.54302031854472	2.83535333125865	4.15789532808783	3.15375017180621	3.3010615636615	2.78136130596887	3.37221018464276	2.98341660917623	2.87817806279089	3.01145275112521	2.97233495534759	2.68910000376906	2.86088015190688	3.09424113661425	3.74870317623485
ENSG00000100592	DAAM1	3.39622268283532	3.42603290874295	4.02207106932677	3.78936455134112	3.96134632952274	3.99974277653781	3.81970320717802	4.2824699052959	3.87762609803315	2.25260887832029	2.55426692350919	2.45300232747717	2.47721599199508	2.60706274840013	1.26246936385665	1.52246481337576	1.48345774827889	1.71342031407579	1.98790734236915	1.75248207328283	2.55699681528473	1.62007615524983	1.7513170997782	2.25405338717313	1.97484159761348	1.46777005526977	1.99621833062222	2.07206816838779	1.91828971710848
