Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.down	3_yrs	2598	13	0.511051419205566	1	ENSG00000177946:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000138081:ENSG00000120071:ENSG00000139636:ENSG00000240694:ENSG00000167523:ENSG00000123352:ENSG00000149256:ENSG00000137801:ENSG00000167553
DEG.down	4_yrs	74	0	1	1	
DEG.down	8_yrs	1535	13	0.0351023433008624	1	ENSG00000182871:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000187741:ENSG00000120071:ENSG00000139636:ENSG00000155926:ENSG00000204991:ENSG00000149256:ENSG00000137801:ENSG00000158805
DEG.down	11_yrs	910	5	0.461075617504145	1	ENSG00000100592:ENSG00000157851:ENSG00000139636:ENSG00000155926:ENSG00000137801
DEG.down	13_yrs	1375	6	0.673357766107719	1	ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000139636:ENSG00000137801:ENSG00000167553
DEG.down	15_yrs	69	0	1	1	
DEG.down	18_yrs	2450	8	0.926264438295717	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000120071:ENSG00000139636:ENSG00000123352:ENSG00000149256:ENSG00000167553
DEG.down	19_yrs	1211	4	0.852227183465103	1	ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000155926
DEG.down	21_yrs	1392	8	0.371343204116523	1	ENSG00000084693:ENSG00000185324:ENSG00000157851:ENSG00000044524:ENSG00000139636:ENSG00000127922:ENSG00000137801:ENSG00000167553
DEG.down	23_yrs	1081	6	0.436008131180306	1	ENSG00000084693:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000139636:ENSG00000167553
DEG.down	30_yrs	1901	7	0.835375204334553	1	ENSG00000162368:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000170802:ENSG00000155926:ENSG00000100575
DEG.down	36_yrs	1450	6	0.723017904545044	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000155926:ENSG00000167553
DEG.down	37_yrs	816	7	0.104126550348436	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000155926:ENSG00000137801:ENSG00000167553
DEG.down	40_yrs	1105	7	0.295603176258022	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071:ENSG00000167553
DEG.twoside	8_pcw	4335	14	0.977866202075469	1	ENSG00000084693:ENSG00000138028:ENSG00000120088:ENSG00000140995:ENSG00000157851:ENSG00000123243:ENSG00000138030:ENSG00000073969:ENSG00000225190:ENSG00000127922:ENSG00000004864:ENSG00000167523:ENSG00000135451:ENSG00000167553
DEG.twoside	9_pcw	3857	14	0.924307157599721	1	ENSG00000084693:ENSG00000177946:ENSG00000138028:ENSG00000120088:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000103264:ENSG00000120071:ENSG00000138030:ENSG00000084764:ENSG00000123352:ENSG00000135451:ENSG00000167553
DEG.twoside	12_pcw	4114	18	0.745160008302533	1	ENSG00000185324:ENSG00000138028:ENSG00000182871:ENSG00000120088:ENSG00000100592:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000138081:ENSG00000123243:ENSG00000120071:ENSG00000139636:ENSG00000187123:ENSG00000172575:ENSG00000155926:ENSG00000123352:ENSG00000119777:ENSG00000167553
DEG.twoside	13_pcw	3551	17	0.582861447469569	1	ENSG00000138028:ENSG00000182871:ENSG00000178773:ENSG00000120088:ENSG00000100592:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000120071:ENSG00000139636:ENSG00000187123:ENSG00000073969:ENSG00000172575:ENSG00000155926:ENSG00000123352:ENSG00000119777:ENSG00000167553
DEG.twoside	16_pcw	2412	12	0.522297178656419	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071:ENSG00000139636:ENSG00000073969:ENSG00000172575:ENSG00000155926:ENSG00000149256:ENSG00000137801:ENSG00000167553
DEG.twoside	17_pcw	1283	10	0.0953308362038289	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000123243:ENSG00000139636:ENSG00000258839:ENSG00000172575:ENSG00000167523:ENSG00000204991:ENSG00000167553
DEG.twoside	19_pcw	1495	11	0.111685091897892	1	ENSG00000185324:ENSG00000100592:ENSG00000157851:ENSG00000170802:ENSG00000139636:ENSG00000258839:ENSG00000172575:ENSG00000167523:ENSG00000204991:ENSG00000115808:ENSG00000167553
DEG.twoside	21_pcw	1337	7	0.48327835633589	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000073969:ENSG00000155926:ENSG00000204991:ENSG00000167553
DEG.twoside	24_pcw	1192	6	0.531933952774699	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000139636:ENSG00000167553
DEG.twoside	26_pcw	38	0	1	1	
DEG.twoside	37_pcw	2992	9	0.968194387612578	1	ENSG00000182871:ENSG00000138080:ENSG00000044524:ENSG00000161791:ENSG00000123243:ENSG00000167548:ENSG00000186866:ENSG00000115828:ENSG00000137801
DEG.twoside	4_mos	983	5	0.529872031685742	1	ENSG00000204291:ENSG00000178773:ENSG00000044524:ENSG00000120071:ENSG00000187123
DEG.twoside	10_mos	776	2	0.898232008700206	1	ENSG00000157851:ENSG00000149256
DEG.twoside	1_yrs	1936	5	0.967113760172194	1	ENSG00000084693:ENSG00000139636:ENSG00000073969:ENSG00000172575:ENSG00000115808
DEG.twoside	2_yrs	5070	22	0.783609839570099	1	ENSG00000084693:ENSG00000177946:ENSG00000138028:ENSG00000162368:ENSG00000182871:ENSG00000100592:ENSG00000003249:ENSG00000138080:ENSG00000138081:ENSG00000120071:ENSG00000139636:ENSG00000084764:ENSG00000186868:ENSG00000073969:ENSG00000240694:ENSG00000115828:ENSG00000139970:ENSG00000167523:ENSG00000123352:ENSG00000198369:ENSG00000141002:ENSG00000167553
DEG.twoside	3_yrs	4009	16	0.856864220191089	1	ENSG00000177946:ENSG00000182871:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000138080:ENSG00000138081:ENSG00000123243:ENSG00000120071:ENSG00000139636:ENSG00000240694:ENSG00000167523:ENSG00000123352:ENSG00000149256:ENSG00000137801:ENSG00000167553
DEG.twoside	4_yrs	336	0	1	1	
DEG.twoside	8_yrs	2380	16	0.113562117187223	1	ENSG00000182871:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000187741:ENSG00000120071:ENSG00000139636:ENSG00000073969:ENSG00000181929:ENSG00000172575:ENSG00000155926:ENSG00000204991:ENSG00000149256:ENSG00000137801:ENSG00000158805
DEG.twoside	11_yrs	1558	9	0.351788675872398	1	ENSG00000138028:ENSG00000100592:ENSG00000157851:ENSG00000139636:ENSG00000073969:ENSG00000172575:ENSG00000155926:ENSG00000115808:ENSG00000137801
DEG.twoside	13_yrs	2126	6	0.957208917287765	1	ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000139636:ENSG00000137801:ENSG00000167553
DEG.twoside	15_yrs	219	1	0.660632837097781	1	ENSG00000073969
DEG.twoside	18_yrs	3275	10	0.971221836630304	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000138080:ENSG00000123243:ENSG00000120071:ENSG00000139636:ENSG00000123352:ENSG00000149256:ENSG00000167553
DEG.twoside	19_yrs	2206	8	0.861093504016959	1	ENSG00000138028:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000073969:ENSG00000172575:ENSG00000155926:ENSG00000119777
DEG.twoside	21_yrs	2520	12	0.587278619547355	1	ENSG00000084693:ENSG00000185324:ENSG00000157851:ENSG00000044524:ENSG00000170802:ENSG00000139636:ENSG00000073969:ENSG00000172575:ENSG00000127922:ENSG00000115808:ENSG00000137801:ENSG00000167553
DEG.twoside	23_yrs	2017	7	0.877408574986607	1	ENSG00000084693:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000139636:ENSG00000115808:ENSG00000167553
DEG.twoside	30_yrs	3290	15	0.662322393437703	1	ENSG00000138028:ENSG00000162368:ENSG00000100592:ENSG00000165617:ENSG00000003249:ENSG00000140995:ENSG00000044524:ENSG00000170802:ENSG00000138030:ENSG00000073969:ENSG00000225190:ENSG00000167550:ENSG00000155926:ENSG00000100575:ENSG00000119777
DEG.twoside	36_yrs	2196	8	0.857668285338872	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000238083:ENSG00000073969:ENSG00000155926:ENSG00000167553
DEG.twoside	37_yrs	1754	12	0.146010881804087	1	ENSG00000221819:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000141013:ENSG00000073969:ENSG00000172575:ENSG00000155926:ENSG00000137801:ENSG00000119777:ENSG00000167553
DEG.twoside	40_yrs	1746	7	0.76301523197662	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071:ENSG00000167553
