ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000157851	DPYSL5	0.0785608791928954	0.0544967701171268	0.299744583922374	0.0411102079515245	0.0533630671730144	0.0484232751526614	0.0949405978487744	3.67258151285814	4.01477262315639	4.87988125498475	5.27291948569819	5.32673456498719	4.27761789704788	4.24505123644696	4.37692740824163	4.92772057611582	5.08059034798686	4.71478307038625	5.61644750203008	5.07226666517339	0.0692481696028754	0.0335046463032176	0.0497377108692882	0.0737101266453847	0.0429627470953459	1.08396445258212	0.685623536531714	0.376696868857787	0.0310151896590775	0.432057367674358	0.0629647950194034	0.0486180683691855	0.0390123034156038	0.0311560719646043	0.105548166340449	0.02633437328003	0.0521474350244291	0.0461794683751022	0.126612176408642	0.0727343276897316	0.372034664140144	0.0321094650028572	3.92305873787622	0.284043112694528	0.0505473841535307	0.0656821383000047	0.435687743622148	0.0349024786926688	0.283291994716376	3.22893502994167	0.0592637753807508	0.0637193519115295	0.175803332475588	0.0343218231704993
ENSG00000084764	MAPRE3	5.16869505507478	4.95761602011614	4.41666718044657	4.92260799014073	4.8730121993867	4.73711101792964	5.13308782372237	5.49777800951808	5.59619034431853	5.51409774848149	5.6724253419715	5.6724253419715	5.64788133405142	5.63653722573089	5.46544134540801	5.57900918662636	5.5322210525293	5.4233717609198	5.43969497607487	5.35604938634121	5.15546663019153	3.60145668797373	1.74216934600391	5.24682741208619	5.56749582185545	5.14594753974118	4.76045003402041	5.18393948082588	3.92702389984488	5.25479970573585	5.37802260341242	4.8423030777529	4.33497070011556	4.66172360583597	4.55128695455507	4.41390475645482	4.88280723531824	4.56673734114952	5.62788725944324	5.29292910929791	5.64292727321118	3.18417341306911	5.6724253419715	5.36835200052873	5.51812384845782	5.60372612298284	3.78043746345354	4.52149309952511	4.66167503141194	5.63247285882893	5.47632165095142	5.55129820960619	4.97053335382426	2.79389218961612
ENSG00000119777	TMEM214	5.6713209221266	5.65962868257827	5.64348201888897	5.6724253419715	5.66700870352207	5.6724253419715	5.6724253419715	3.94170211386074	4.25673714187816	4.12766339795983	5.31699292070777	5.45786299487811	4.74444868349853	4.58748407185024	3.98241355389568	4.66851144094958	4.1943000172324	3.96934618281321	4.49560821197485	4.29916002470072	5.67125999915731	5.6724253419715	5.6724253419715	5.67201621387332	5.6724253419715	5.66770688941389	5.65601093691273	5.65716616867639	5.61409388216574	5.66363364568479	5.6724253419715	5.26497459333567	4.47328143947807	5.19719652021682	5.59152478546539	5.37470753019976	5.67140084318039	5.66146670058638	4.82719381459031	5.6724253419715	5.6724253419715	5.63677610122847	5.66773669521566	5.6724253419715	5.66700422681017	5.67172509325301	5.66201260322068	5.6724253419715	5.63030676576545	5.66904875964546	5.67131115070631	5.6724253419715	5.6689927861579	4.52377872539378
ENSG00000084693	AGBL5	3.80903175189384	3.31832013169832	4.07179992737492	3.7924073617818	3.91463345345991	4.18756917479651	4.5683364735538	2.7485216684586	3.01594451661346	2.83618749024329	3.66683637300471	3.7866138976644	3.29568101226387	3.23458422784427	2.61535097372133	3.01206149960439	2.94760310177889	2.63940108109431	3.04045478392712	2.76742047801108	3.84913280946344	4.22037670181123	4.01426407192321	4.21346611238101	4.51614938678252	4.55698062133756	3.703942672101	4.43149728002979	3.40049039528528	4.61564359176141	4.43778030898543	2.47480447851471	1.97066728529501	3.82484036299518	3.99448424351583	2.06705204431772	3.66376355915655	4.03345205431491	2.27682624044455	4.05613704019868	4.51394609573194	2.74984407513532	4.20730424918287	4.33779604916899	3.81165493756431	3.98571867642929	3.4471074021838	3.45294514544415	3.66594156138568	5.67048755805757	4.65092010684749	4.53464022963987	3.84023275886619	2.01099637318753
ENSG00000228474	OST4	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.64472696008991	5.65240981213184	5.62981471058119	5.60383815404085	5.62933243409994	5.65641689192125	5.65494398783958	5.56479873686007	5.63345031739186	5.64088316174478	5.61575009657674	5.65413284309876	5.65974541165781	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.66860780892356	5.48830472831918	5.6724253419715	5.6724253419715	5.61373206634267	5.6724253419715	5.6724253419715	5.67101741817487	5.6724253419715	5.6724253419715	5.66195594409476	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715	5.6724253419715
ENSG00000138080	EMILIN1	5.52555767736498	5.47367776715209	5.39416481017512	5.6724253419715	5.6676378480042	5.67240174773657	5.6724253419715	2.62471415720523	2.35142160283093	2.78842359956822	2.34486727749563	2.48603783923082	2.54368221422488	2.34989957487095	2.21205610570209	2.39279115707063	2.65531797586491	2.53276221159514	2.42314865353767	2.65993525610726	5.50518525354248	5.6724253419715	2.12214211387931	5.40981156898402	5.6724253419715	5.65685235829097	5.38860828609705	5.665283890756	4.47910930156522	5.6724253419715	5.6724253419715	5.23872288600714	4.1342241254179	4.67249257657578	5.10131653859787	4.18924412722804	5.66971132394624	4.3047029910495	2.87977420195169	5.51399175939745	5.6724253419715	3.28075065382346	4.9782834093203	5.63080940974908	4.10954552443908	4.45605978860232	5.35949268706199	5.65454227663663	5.23337797114715	4.78951488614008	5.33779249678278	5.6724253419715	5.41095210444791	0.912027764331846
ENSG00000138030	KHK	2.19341023720623	2.04550534892434	2.78102059548477	2.63396858346541	2.48267515138098	2.52948236821028	2.11832714735642	2.4269316013345	2.88610053960127	2.66385547091126	4.35167813886134	4.30850367589947	3.27811024752351	3.38965632653919	2.4925913901767	2.6788526965356	2.77319713800444	2.4964646474381	2.70075322233756	2.41100533586595	2.19825593673717	0.840936655753806	2.35126003984568	2.7160627745207	2.70553605483269	3.02805998785195	2.81213922289232	2.509964028831	2.07744854619223	2.37129125289897	3.33741207994733	1.21040871672197	0.899211842659929	5.07368047193772	3.83973201025354	5.66133437669405	2.12396771157507	2.14484835959879	1.22302937680683	3.27663644362241	2.94526474031672	2.29720848675055	1.86170148567682	1.91393807291043	2.33054866689955	2.22432194951285	4.58705234102443	2.22030490620659	2.22767015883498	3.05573745488249	1.82567051781841	3.52607020243233	2.48314857382227	1.0740011901948
ENSG00000138028	CGREF1	2.10646668291883	1.97914608815282	0.854736581400443	2.22824589747669	2.73453309138962	1.54926786542978	0.782860282353146	3.75362537061509	4.25442190438505	4.06737624981046	4.81488277477302	4.81201598105523	4.46893454410154	4.57151977953562	3.76975350798074	3.83318559287829	4.37774116477709	3.77080403811841	2.05988176408124	2.82083941517069	2.08104921877155	2.59083558873685	0.639931102338213	1.88363163681457	2.13598075610331	0.923135924323765	0.99780629302042	0.643462529249563	1.75980520963901	0.626133016958295	3.76303249477804	1.63666825686239	0.370228322296894	1.39616884720547	0.754028061965854	2.26247847551414	0.949689217687538	3.57106822059554	1.64836477689728	2.19850359882816	3.91258113563346	0.725531506752227	2.03286414087683	1.42736436975964	1.4543422746493	1.37681529344362	1.39284566842849	0.54347056070883	1.78127808378031	2.52993891578962	1.45799053733084	3.47608637576647	1.25808910313486	0.129498370872081
ENSG00000143994	ABHD1	1.40200275335494	1.35803095763478	1.36830696007371	0.913259658515384	1.01603679109581	0.558232718173438	0.60061118669361	1.60017766978909	1.61383418676566	1.89422129016604	1.34524012934888	1.41528686264612	1.58642718000934	1.49538317755518	1.4066938305832	1.54120776022377	1.94198627211479	1.7845344384959	1.81828452520674	1.74151419580847	1.60534733044658	0.335448145923299	0.264046899112738	1.04198027497694	1.09378285911288	0.972735236320377	0.659367884431399	0.878420248322082	0.443246710986951	0.845410641520943	1.25942805860459	1.70675120326804	1.27480984689207	1.05635161514526	1.22988543406116	1.84312835574521	0.640380575876223	1.74204725846596	1.8635744925547	2.02235175416614	1.73660541717306	0.411780224044909	1.82742490980465	1.78330523628135	0.55121226128534	0.599865167618092	0.794101369521471	1.03962003549883	0.664776561165749	5.57900028687823	1.4462881552102	1.36147454725506	0.837383727644745	0.401554650925054
ENSG00000138073	PREB	5.65285703035115	5.59665226176341	5.60596143200212	5.65700337140368	5.66037412483609	5.55239708529693	5.62761328729655	4.44659226793733	4.69903925237085	4.63256711874775	5.55761117559549	5.61571862486473	5.1170201258251	4.98930464021921	4.57193949260642	4.94654263177195	4.65398108544459	4.50340370737494	5.08387596327691	4.71498496771545	5.64176264877423	5.64935762657841	5.66419497227751	5.62812482060761	5.6724253419715	5.62057555927315	5.55548919488235	5.58441789166772	5.60798968341835	5.60169868386084	5.67170078785854	5.36779746424092	4.91615005270423	5.32054247278458	5.61305944652544	5.57305045039693	5.63375970607332	5.65094481591176	5.65278500551375	5.66465034139298	5.6664848524638	5.42486716729624	5.66827809547623	5.66964186031692	5.49987113410909	5.57793726519449	5.62701685981851	5.6724253419715	5.56382525074418	5.67087023385631	5.66263561457536	5.6724253419715	5.64148609366514	4.97166951942906
