ADHD,ASD,AlzheimersDisease,BipolarDisorderAll,EducationalAttainment,Handedness,Intelligence,LanguageFunctionalConnectivity,MajorDepressiveDisorder,NeuroticismMeasurement,OCD,RedHair,Schizophrenia
NaN,NaN,NaN,NaN,0.0989993967634794,0.0512930859349168,0.0520845586288927,0.1470402177831,NaN,0.0105559662009246,0.0506397244224571,0.0190083582972133,NaN
NaN,NaN,NaN,NaN,0.110199902165649,0.0454023833063406,0.047642661712299,0.12991818784061,NaN,0.0449076841732268,0.0422923500706279,0.00702803337017234,NaN
NaN,NaN,NaN,NaN,0.0528982947134339,0.0295505316987388,0.0374728963370494,0.0793548428461699,NaN,-0.0235323647476125,0.0624647722756183,0.0024113975370193,NaN
NaN,NaN,NaN,NaN,0.102540291943516,0.00223744266306789,0.0208713216937201,0.0981764329126676,NaN,0.00631581981210944,0.0439063347528535,0.00288647850743201,NaN
NaN,NaN,NaN,NaN,0.0495386648108549,0.0567550540369615,0.0296733796956535,0.0909956553414643,NaN,0.0348061085223661,0.0542194138353355,0.0399196832614414,NaN
NaN,NaN,NaN,NaN,0.010130585227355,0.0171708188867071,-0.00951896604564264,0.022991092018086,NaN,-0.0319723049771867,0.0468453734250223,0.00520073047857558,NaN
NaN,NaN,NaN,NaN,0.0739300691392464,0.016003100998427,0.0426634611292253,0.100336106365028,NaN,0.0259855510228856,0.0441396374999763,0.0246676511164272,NaN
NaN,NaN,NaN,NaN,0.0669741310515007,0.0242525945917791,-0.021210218615382,0.0811005344740298,NaN,-0.0222706814288944,0.0278358793651526,0.0202506970132678,NaN
NaN,NaN,NaN,NaN,0.0498591550499824,0.00227711863853077,0.0606719306212664,0.10183916489448,NaN,0.0155251549751198,0.028836227360388,-0.00961398175122511,NaN
NaN,NaN,NaN,NaN,0.00479126972219795,0.0131902394511311,-0.0196612459646078,0.0594281972375199,NaN,0.0274198653803727,0.0561612993027089,0.0289292841807008,NaN
NaN,NaN,NaN,NaN,0.0776248980179781,0.0732419581745021,0.0626803571253017,0.0457089928160569,NaN,0.0435741327246134,0.0370203083522337,0.00316947636639728,NaN
NaN,NaN,NaN,NaN,0.00909899765281824,0.0176761477812846,-0.0144063970060808,0.00907164164905166,NaN,-0.0068849394879701,0.0239949132487996,-0.00106798571454828,NaN
NaN,NaN,NaN,NaN,0.0260565422951602,0.0248450987658595,-0.00152540008002852,0.0161557597119462,NaN,-0.037377917268972,0.0596861716805398,0.019819141398848,NaN
NaN,NaN,NaN,NaN,0.0632301028884948,0.00888788990625134,0.0381221691039461,0.0802930731728525,NaN,0.0411116136555553,0.0754348276489328,0.0347714811950983,NaN
NaN,NaN,NaN,NaN,0.00975872920615503,0.0005142928708117,0.0066234966944727,0.051169270707869,NaN,-0.0298903274605245,-0.0126546675173895,-0.00581576916075872,NaN
NaN,NaN,NaN,NaN,0.0501929373759401,-0.00431090318105748,-0.02830736253257,0.0347902078451767,NaN,-0.0457951984229264,0.030569318129013,0.00441269926757353,NaN
NaN,NaN,NaN,NaN,0.0704529207754865,0.0138033314605462,0.0639620323092723,0.129035399829062,NaN,0.0218082306277208,-0.0163235765825525,0.0200179120762163,NaN
NaN,NaN,NaN,NaN,0.035631651653533,0.0457798766183168,0.0589955644804518,0.0626827532181316,NaN,0.0227788533938634,0.0369911522257193,0.00874999854976542,NaN
NaN,NaN,NaN,NaN,0.0760448885154306,-0.0101362909081406,0.0460444824497497,0.0813088675402147,NaN,-0.00105737060808672,0.0352985532276695,0.000100809316380183,NaN
NaN,NaN,NaN,NaN,0.0370830195483682,0.0586412724791702,-0.0025485341609013,0.0723824789436626,NaN,-0.00191757526152614,0.0416102574267123,0.0170355507755824,NaN
NaN,NaN,NaN,NaN,-0.00641869059877346,0.0136388901254047,-0.0279214572494356,0.0603983974511043,NaN,0.0144081409513209,0.0393094025699134,0.0149056660573239,NaN
NaN,NaN,NaN,NaN,0.071625811879479,0.0707439373630559,0.0516941469326378,0.0779620583219009,NaN,0.0394274339561648,0.0325552565324519,0.039998067982234,NaN
NaN,NaN,NaN,NaN,0.0597451507361604,0.0511358573032683,0.043613559565042,0.0453679684766022,NaN,-0.00824389538258134,0.0395543731411427,-0.00442433778167601,NaN
NaN,NaN,NaN,NaN,-0.0164138758199855,-0.000112965640553957,-0.0214477908530927,0.0137018968640799,NaN,-0.00795078801472412,0.0305453523157132,0.0401238078995468,NaN
NaN,NaN,NaN,NaN,0.0199837610365141,-0.0270357944149909,-0.00947539916714402,-0.0210891976087189,NaN,-0.0451990353833422,0.00482088259627527,-0.0243925742860526,NaN
NaN,NaN,NaN,NaN,0.0405919399565027,0.00140099621039967,0.00889755243758175,-0.0143825801853015,NaN,-0.0141263179350174,0.0661483998478078,0.0205515348946895,NaN
NaN,NaN,NaN,NaN,-0.013167389860485,0.0326752590164747,-0.0260006725424676,0.0417138511934759,NaN,-0.045782289808649,0.0263743067039123,0.0238873455339889,NaN
NaN,NaN,NaN,NaN,0.0674868387395941,0.00119226501665999,0.0270761591755487,0.0702328343976834,NaN,0.0176723130557566,0.0551706333788066,0.0326725356285997,NaN
NaN,NaN,NaN,NaN,0.0599078701085649,-0.00581554933572845,0.0499003258356511,0.060042691242128,NaN,0.0232183080543708,0.0386789956756142,0.02173298207736,NaN
NaN,NaN,NaN,NaN,0.017491922193419,-0.0241911974608255,-0.00317189932673089,0.00685668220157943,NaN,-0.0479067130961556,-0.0441004255995773,-0.0134300368066482,NaN
NaN,NaN,NaN,NaN,0.0128003724324513,-0.0207267500988144,-0.0152638807141456,0.0060456548499111,NaN,-0.0227247056039079,0.0374134996138712,0.00506991748806426,NaN
