ADHD,ASD,AlzheimersDisease,BipolarDisorderAll,EducationalAttainment,Handedness,Intelligence,LanguageFunctionalConnectivity,MajorDepressiveDisorder,NeuroticismMeasurement,OCD,ParkinsonsDisease,RedHair,Schizophrenia
NaN,NaN,NaN,NaN,4.60633703033109e-05,0.0183772843717592,0.0133738433957926,6.85980157800522e-09,NaN,0.323579699274563,0.0158071803794068,0.185867061977502,0.237820125229426,NaN
NaN,NaN,NaN,NaN,9.79367480688518e-06,0.0328311916777932,0.0346631419057431,1.64675908796006e-07,NaN,0.0273323107362079,0.0281029184523042,0.0685080551688493,0.391119820920885,NaN
NaN,NaN,NaN,NaN,0.0239344306130319,0.108727284424688,0.058604766471592,0.00147077475585682,NaN,0.802639943723555,0.00262744977428441,0.17554843747025,0.46031006927433,NaN
NaN,NaN,NaN,NaN,2.63115743384555e-05,0.462762634739743,0.222909540867107,3.5539498030256e-05,NaN,0.410240815927428,0.0477888859810912,0.626324067198998,0.451928122370063,NaN
NaN,NaN,NaN,NaN,0.0382532269544034,0.00974541133659819,0.113478194815784,0.00115452946380134,NaN,0.115485259688472,0.00835460544905704,0.0258178566904462,0.0579612106172653,NaN
NaN,NaN,NaN,NaN,0.333406648770558,0.240259551225348,0.66223444075052,0.172499668057541,NaN,0.909301239012759,0.0338208655333535,0.661276439711259,0.425684788069746,NaN
NaN,NaN,NaN,NaN,0.00148365464337571,0.272477737675584,0.036382388558992,0.000115685815721847,NaN,0.166584347747553,0.0448753777667992,0.504022515785742,0.177567165059968,NaN
NaN,NaN,NaN,NaN,0.00261452678533546,0.15185830124766,0.805019323171389,0.00124042011099436,NaN,0.807414933011996,0.174391583808791,0.665305754962895,0.212777581792276,NaN
NaN,NaN,NaN,NaN,0.0176268702048583,0.466520162859318,0.00916972853105045,8.53518775646852e-05,NaN,0.256250750645152,0.150255140263312,0.690604630958959,0.645222098758434,NaN
NaN,NaN,NaN,NaN,0.431433912973179,0.314956074828531,0.745295179955654,0.00852344799229373,NaN,0.128064335614509,0.0150558594817782,0.0401897275615358,0.11694669027427,NaN
NaN,NaN,NaN,NaN,0.0045616532475741,0.00196788753861665,0.00463681762690531,0.0391712074566593,NaN,0.0679379404129455,0.0896473081163192,0.620119131055265,0.449621409980915,NaN
NaN,NaN,NaN,NaN,0.351996190954668,0.222213522461831,0.694830227260459,0.344234354467213,NaN,0.609883003790834,0.173293342499245,0.193926804963299,0.516439451415045,NaN
NaN,NaN,NaN,NaN,0.183669157466679,0.175514309057028,0.524664458426766,0.283755272619495,NaN,0.91937437054501,0.0062362271384175,0.760422251736106,0.210900885243436,NaN
NaN,NaN,NaN,NaN,0.00247919614312525,0.365923107022662,0.0768483793578413,0.000158443353022364,NaN,0.0588130731765193,0.0070760364916018,0.818459345103222,0.0816492847028834,NaN
NaN,NaN,NaN,NaN,0.358427955595118,0.492545306515939,0.407139144329818,0.00941543862301768,NaN,0.888927469908751,0.684879092147904,0.17768843778763,0.606542251403281,NaN
NaN,NaN,NaN,NaN,0.0193122215113646,0.569607830334393,0.850834801609888,0.0783395062559398,NaN,0.972613762200954,0.093130304969877,0.771684955498423,0.431133011310866,NaN
NaN,NaN,NaN,NaN,0.00147986014325432,0.30571807242643,0.00834050535764633,8.66560228384677e-08,NaN,0.190688378823126,0.740198689492008,0.155988865532321,0.223578747988272,NaN
NaN,NaN,NaN,NaN,0.0961278150832424,0.0266121436255259,0.00274044712947107,0.00867386095611814,NaN,0.177500962346033,0.10246717753234,0.522548020369216,0.36361387150686,NaN
NaN,NaN,NaN,NaN,0.000489400026018915,0.648447701680824,0.0553405625854506,0.000652535740889748,NaN,0.51600246587669,0.0796187611467133,0.920619691297928,0.498492384810924,NaN
NaN,NaN,NaN,NaN,0.0732879026127359,0.00821358364401227,0.539020478502943,0.00141205548585187,NaN,0.529252191892396,0.0419138875626618,0.0472569340954811,0.255472979063666,NaN
NaN,NaN,NaN,NaN,0.594443798827705,0.307753481802043,0.867437905514231,0.0109691734236235,NaN,0.293904767167144,0.0751347229423949,0.421531666684483,0.271886265662927,NaN
NaN,NaN,NaN,NaN,0.0020630098294334,0.0026722197376567,0.0198562129224381,0.000877761350237674,NaN,0.0589898078601744,0.112646489308359,0.203836737571997,0.0450125603477138,NaN
NaN,NaN,NaN,NaN,0.00686377309407734,0.0301231681225671,0.0408610259413277,0.0264640872790997,NaN,0.627115780146811,0.0610702954420835,0.669889180652923,0.568612738700836,NaN
NaN,NaN,NaN,NaN,0.748058654814628,0.501780879965676,0.810373809728606,0.304662100102523,NaN,0.623306440964597,0.11261457992907,0.329527072236274,0.0481701544545564,NaN
NaN,NaN,NaN,NaN,0.212217445385106,0.84948990383079,0.650279785335981,0.794077804049328,NaN,0.952464734636164,0.42118120684332,0.743049060545201,0.840767603925814,NaN
NaN,NaN,NaN,NaN,0.0421335222266158,0.478873902210097,0.362747579792191,0.68627260349428,NaN,0.702614281909717,0.00713606881393731,0.378734855626737,0.227705097425242,NaN
NaN,NaN,NaN,NaN,0.680944579397159,0.0956191244888503,0.823364443120722,0.0405066772560552,NaN,0.979279660284761,0.138118077328122,0.956483406454968,0.207823620268893,NaN
NaN,NaN,NaN,NaN,0.00560295411531711,0.481896374437017,0.145256028906379,0.00236011552184568,NaN,0.250177561918515,0.0193670336345308,0.554687512160912,0.111455800516818,NaN
NaN,NaN,NaN,NaN,0.00420398170308326,0.579683508067979,0.0292981845890118,0.00874018784241221,NaN,0.130757261345898,0.0711708120513462,0.923417191146116,0.212690325975791,NaN
NaN,NaN,NaN,NaN,0.250561678575808,0.8404765242899,0.546311105292466,0.384525977921434,NaN,0.978332019532704,0.976678705895521,0.243288777896841,0.669619299074554,NaN
NaN,NaN,NaN,NaN,0.303258795389069,0.794075847951331,0.73482738981143,0.409824538170251,NaN,0.828594885828707,0.0854595403673201,0.721003937749033,0.427161725998633,NaN
