GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,GC25,GC26,GC27,GC28,GC29,GC30,GC31
0.407385848511066,0.516107692376463,0.193014876947903,0.186140551782824,0.641006779538416,0.0893733183733497,0.149559429564607,0.0772165368233821,0.157223684943069,0.216159159650957,0.999630321519091,0.0809646873134489,0.110573670130735,0.179406669492321,0.0118757535698945,0.0678983593460141,0.144107840296621,0.106918498025225,0.190343922493089,0.173897700207291,0.163051271808572,0.504718063773907,0.689622405352434,0.00024498260109469,0.079622697941756,0.0926022650477266,0.0833037763934871,0.0571789837966472,0.23062737652629,0.0192687745830907,0.0529063059907257
0.303003327797164,0.0785112039359766,0.535148064420041,0.0788975437532789,0.0963617736927252,0.705564622212325,0.0747303200155073,0.0932052225568487,0.0846319490471951,0.0612682243526157,0.0821428469835057,0.999631032673694,0.176580906839966,0.0626921996905868,0.105703683415103,0.0989792086840511,0.0527202273093933,0.0864906633528217,0.0390927577234438,0.0359182854915927,0.0372015944492555,0.0837301034181341,0.039362935516158,0.585489601497407,0.669136316958762,0.176195359452078,0.0816967904983243,0.100726312354544,0.0453066844062489,0.0285825429019253,0.0586591809855953
0.355922414252026,0.1009981765996,0.487860936358978,0.136918229818347,0.0780377172018545,0.564879142323167,0.19328854955752,0.0410866523595907,0.0796510222136252,0.0554163566371246,0.11074585081927,0.178238344074477,0.999650863727742,0.121341038456396,0.226190137545428,0.0404878195471611,0.100724117934628,0.0598254745331473,0.0976211472183492,0.075906468133975,0.0548428815659381,0.0969555268294249,0.0841491157097303,0.153290999993092,0.0943095034230919,0.791694201895572,0.52341175810828,0.12323063719046,0.062720239500615,0.157579120013232,0.159738286978922
0.297618485468267,0.119068452491012,0.520889252096992,0.073177138045674,0.133065702151385,0.0958453738580381,0.832828989262378,-0.0384613337115321,0.107697334226814,0.0625112006849841,0.181996288179351,0.062531052057736,0.121071084169414,0.999677989196139,0.185337312819029,-0.051592376747764,0.0563593679582995,0.0511797445288845,0.136029002103799,0.0680658057767698,0.0241734656433084,0.0959813059805664,0.203381113440538,0.093365496485474,-0.0114104349543459,0.10739137519826,0.0402967018275048,0.618630462530889,0.694650187114935,0.144923900361957,0.110769542426874
0.230612909609812,0.0648886921135393,0.388489251609343,0.0670645204156231,0.0407423722573307,0.176522957899241,0.547929564809957,0.00702795487785005,0.0973212838006703,0.0661387799919294,0.0115172910129971,0.105768235934276,0.228084937867438,0.184298742638026,0.999668784823717,0.00354727979300931,0.0542760710293089,0.0675575943793591,0.104503803051625,0.0290241699098703,0.0375325251636976,0.0571573850154442,0.0101808486472011,0.0668377636910468,0.117687816946367,0.196620288549964,0.138867585857695,0.171663150853772,0.115734478441247,0.707187477014467,0.593765124734486
0.32779781427649,0.433972139807306,-0.0255898214676849,0.610727767173672,0.136470019550656,0.0450948009722093,-0.069138958390141,0.78567519252987,0.137068059933672,0.129504402453361,0.0657026999898813,0.099216104441384,0.0407785192298236,-0.050536474713171,0.00237235079671666,0.999637392427707,0.216307831600216,0.134029905879704,0.0548371923291207,0.0608826769647271,0.143820452562534,0.126222566195286,0.0128094182877267,0.0795106809325635,0.0937868860653116,0.0559072971370541,-0.0252311760424612,0.0152524781706015,-0.0228911319833858,0.0246035109905896,-0.0109083801239197
0.235558664768629,0.265542507336068,0.0949178657071904,0.321610484775806,0.125309829741461,0.0705183544939079,0.0907907714076838,0.428102290039731,0.114045039249638,0.0796344218333403,0.145234837472727,0.0542999658239417,0.100329630317455,0.0570929137710822,0.0537319361651374,0.21527446300716,0.999690464879732,0.124577360819933,0.0625181293626795,0.104980378228591,0.0915921207321072,0.147434072920574,0.0876338951725607,0.0740894884441441,0.0345682702322468,0.104832132972094,0.0345651411519973,0.0750409929831391,0.0562293688970236,0.0643278552755683,0.0820132746149911
0.378857536227231,0.399303942194103,0.103627213570293,0.503147692181404,0.175879241072064,0.0941259239422185,0.0820664689792331,0.184235348284919,0.780917446329162,0.134526210517204,0.105349040774354,0.0866741006027746,0.060905291681076,0.0533412075080046,0.0695531145117395,0.134964139521218,0.124157149724864,0.999681666881368,0.201108121101095,0.0895580966576953,0.164086245579158,0.0988070483142182,0.122863579822228,0.0932918615060954,0.0712277210502169,0.0373068046929702,0.0241823042790782,0.106410753957982,0.0450586539997164,-0.0287662239763133,0.110878918004687
0.259599388325767,0.246360818713688,0.121556721487882,0.367717035241165,0.107040796298095,0.0882024531176408,0.14939740822753,0.0723085134958857,0.572261760160469,0.00318324991151205,0.191260905555824,0.0370559499867319,0.0972522002107456,0.137297112671678,0.10609075470571,0.0531643738365003,0.0614847810883266,0.201661622887312,0.999722527792938,-0.0179150206824077,0.0724147193560434,0.136588233764239,0.172578406826759,0.0371340144433468,0.0486908050148184,0.025965433009846,0.0866128600321767,0.058153367195129,0.174287819303337,0.0658938583469435,0.129088539560718
0.27934853768327,0.352495522773812,0.0898190700779872,0.0949713851706791,0.498562329856261,0.0777499230937095,0.0591424003784155,0.0702604288790537,0.0520237428107349,0.545549797686675,0.175906021122511,0.0357135745596835,0.0767211465275134,0.0667100809619037,0.0292544214513487,0.0619500793851723,0.105487614328262,0.0898866500838959,-0.0167154857368801,0.999543906075577,0.135263799751868,0.101657660740243,0.152962527841703,0.0308606758732064,0.047285218102989,0.054431387194422,0.0502379320111818,0.120322035186304,0.0811955484160149,0.0354121669205827,0.0836798146284095
0.356999224231923,0.444877715950222,0.0457384568432782,0.244750195770703,0.518079947594001,0.0615290555419872,0.013931985986597,0.155478531868057,0.18563134476897,0.693569435306672,0.163903621077322,0.0357052032540809,0.0570504883193873,0.0238397309478634,0.0372704951708539,0.143271095791712,0.0914952817939952,0.164163456650251,0.0746332169342572,0.135115879594618,0.999660901166985,0.103182213657663,0.090390492960179,0.0234691584440262,0.00794857498840818,0.0700432016261464,0.00948414064281061,0.0178873262903291,0.0313923960098944,0.0240551498362109,0.0473341861770239
0.312759210772814,0.346381056141795,0.157563312062361,0.188767109871761,0.365107788687115,0.112745434692235,0.104489864421423,0.128646668728338,0.112622669089198,0.144395857910498,0.504629494547883,0.0822954810798334,0.0991578710388181,0.0952765720885229,0.0599218664597952,0.125929590817897,0.148657502660734,0.100134144076671,0.138088688699997,0.101797494053732,0.103320726255462,0.999696865271151,0.123495918175771,0.0217201448154594,0.0810413294608595,0.0914428595404641,0.0584579242331823,0.0773787207100818,0.110678474000391,0.0513089714794495,0.0797728125189218
0.327510934509976,0.389320408470949,0.146097772785698,0.120690961875205,0.489571385089404,0.0495095877863464,0.16861835258395,0.0177835789932245,0.14224227858811,0.151328802533498,0.690798594108308,0.0408438032223025,0.0843424481680048,0.203045997073294,0.00909487493228792,0.0143783472523221,0.0880871038411695,0.123630204483362,0.1718526837146,0.151105865725071,0.0909005330408524,0.125325190680868,0.999708609481438,0.0192016822260521,0.0342968936360603,0.0310581533468764,0.0862932468352604,0.0848566942201824,0.259788799274378,0.00801513905917091,0.0337172619978893
0.197382057041101,0.0740048000903776,0.335318131963473,0.0735214384666369,0.0429738534867097,0.454869641297682,0.0907987972953368,0.0783354877931329,0.0812570531297508,0.0374156723032103,-0.000871265981167813,0.585631893373949,0.151546497116573,0.0924299014908645,0.0652955741394928,0.0790712889819395,0.0722948390088212,0.0929782220078373,0.0379131351067768,0.0309809219570812,0.0238639914791487,0.0215809007443554,0.0186266629334437,0.999687132612453,0.146149951214794,0.126923216028043,0.112675396123273,0.150619761076436,0.0253178962665196,0.00951185535359216,0.0829967201549748
0.26340953117844,0.0502142607222811,0.420214122555101,0.0813613287131312,0.0708867528965327,0.539235090237392,0.0328527215073877,0.0940035647132401,0.0800245002919798,0.0388529360728905,0.0806886170968881,0.669348159755395,0.0936853128694194,-0.0117133461774627,0.118515865046426,0.0933947350989744,0.0347163529391207,0.07156694179545,0.0488083080737992,0.0451684969076966,0.00870197217394273,0.0809545076432865,0.0350783509503261,0.147095319505508,0.999651209145692,0.132613611011437,0.000932770694903704,0.00292402389967112,0.0316944335287857,0.0808357651434277,0.0811539763498426
0.312481189960773,0.101148839781745,0.411670494033007,0.127126443694639,0.0745733783541607,0.480582594105057,0.168004626162281,0.0614199847447179,0.0575904984868662,0.0738395480795372,0.0923324529916649,0.178522704321829,0.79263054868219,0.106661811851249,0.19646552098983,0.0575868614390437,0.107049066010183,0.0380740998713013,0.0278061449446864,0.0526318612703985,0.0669617484162587,0.090132303202187,0.0314298636980771,0.129392060344922,0.133046541614532,0.999568938717573,0.178143658918874,0.0921964802317308,0.0576695382412212,0.188125242046549,0.100232242774364
0.156446372644199,0.00849675327446057,0.279887349047276,0.0236849024316205,0.0319578858308338,0.328002200109152,0.0900605578621799,-0.0355442791269622,0.0343149163255495,0.017454497280748,0.0840016628826469,0.0809382729996542,0.522734190322039,0.0397738812826953,0.138852224918288,-0.0256036585043728,0.0340063565030212,0.0231420476457329,0.0873887500218426,0.0502641837753532,0.0108475662460831,0.0565559310903382,0.0851990237269622,0.112752688469177,0.00330951033145087,0.178699294168898,0.999653748983557,0.0608472411468364,0.0382954111834954,0.0428207723789178,0.172002656060846
0.221195312719061,0.100964914882922,0.375518584095251,0.100618440360746,0.0824187749691461,0.139876064039675,0.542572802928494,0.00993747122363699,0.0892184898571067,0.0881970077052585,0.0585018126314874,0.101530729803108,0.122812336053466,0.619216779022321,0.170562588310163,0.0133860224391628,0.0765288096856819,0.104655400894104,0.0548423532796622,0.119099316600746,0.019927628843943,0.0779541870141544,0.0882148272077185,0.152238674050212,0.00202262528207439,0.0907791287909112,0.0613343210932112,0.999621117146669,0.213616781948214,0.134184551527621,0.0911095921751862
0.271429871825558,0.134779808248337,0.368677419053335,0.0595590150630672,0.166978226884326,0.0316948399028441,0.608279302515821,-0.0318432273902617,0.11703150252338,0.0656737255195188,0.232139067704763,0.0457032038937137,0.0643833659719431,0.693243157575199,0.116077661333549,-0.0229370928893886,0.0542303133103353,0.0422947008416413,0.17376975333501,0.0834115671124726,0.0306272952514785,0.110467362677062,0.258864582753404,0.0272444953585987,0.0329810137976184,0.0602083195335476,0.0391070417715958,0.214394703808172,0.999638570912477,0.0640364241196008,0.103843262338431
0.146660641493961,0.0334812805821877,0.258298381777862,0.00392376503939593,0.0264570237082689,0.0795017203845762,0.403237846266256,0.0275562248987824,0.00861045673599544,0.033840027600926,0.0201866313500518,0.03107105572323,0.159571612658877,0.144312713778153,0.705790992881546,0.0262564374730523,0.063773642334749,-0.0299496055530202,0.064820502546543,0.036023617647525,0.0216009959415423,0.0503446052015067,0.00915160475083784,0.0118015496668342,0.0811735229420507,0.188663078112815,0.0446118660412299,0.13744560175261,0.0641390742067477,0.999628594429343,0.179749710153703
0.194285161616995,0.115676956193283,0.249430507394586,0.0922311642576135,0.0658381444635395,0.130063613795099,0.36412279892571,0.0107139707743905,0.125565926673052,0.0716192014993577,0.0538180061907024,0.0585443599953999,0.161070035724344,0.110494549101568,0.593623808155683,-0.0109949174796518,0.0805667658354827,0.11079721650025,0.127600580627255,0.0832485095215474,0.0485278693361108,0.078092557381033,0.0345345208666983,0.0841961941443937,0.0808799583222766,0.101107592814819,0.170755880131031,0.092054635366653,0.103058797856133,0.179993209489484,0.999678517482415
