seGC1,seGC2,seGC3,seGC4,seGC5,seGC6,seGC7,seGC8,seGC9,seGC10,seGC11,seGC12,seGC13,seGC14,seGC15,seGC16,seGC17,seGC18,seGC19,seGC20,seGC21,seGC22,seGC23,seGC24,seGC25,seGC26,seGC27,seGC28,seGC29,seGC30,seGC31
5.50936392255646e-05,0.0198869582769159,0.0273066382479697,0.0220161932600532,0.0307898154874413,0.0279800000078599,0.0312589146469347,0.0326469187194356,0.0323485263835017,0.0342696235084162,0.0270308526050542,0.0333409242236695,0.0303693846576153,0.0356079145673956,0.0334503101437148,0.032779257776358,0.0359346194055106,0.0323692476928889,0.0359655254305036,0.0294509832487649,0.03145309259383,0.0310240709390529,0.0331303387650555,0.0330028485894045,0.0317189043800196,0.030913517627388,0.0334811563585603,0.0324952810175789,0.0358757901927697,0.036459400638764,0.0398088383170679
0.0206382879989971,3.50122981044871e-05,0.0359900748907591,0.0219170487145102,0.0209693623616377,0.0400037788286792,0.0408549843983448,0.0301716758690006,0.0327432978944477,0.0262230723618824,0.0278098765023394,0.0327246076361887,0.0367467576810927,0.0365596204928073,0.0358765151080399,0.0298883651190036,0.0274384553408089,0.0319615835484312,0.0389645205179262,0.029535705333898,0.0340463630763317,0.0311861634295567,0.0290540714990144,0.0355262927410893,0.0392178735513511,0.0397274263260882,0.0347412993342885,0.0336802200587065,0.0340702683537692,0.0401133769569007,0.0397882417932504
0.0291848316935343,0.0372791785079427,0.000759173994636028,0.0296979473268273,0.0281701108748076,0.0171784155598301,0.0241387520519483,0.0371890783612719,0.0351405583200957,0.0314759161766962,0.0319472121783099,0.028289459349558,0.0303949709392295,0.0301877994937011,0.0312927953905621,0.0361172815320606,0.0357736396093193,0.0341487882280846,0.0326025965941636,0.0363810187935404,0.0348110879007348,0.0367466044155823,0.0363608581487532,0.0316662577825564,0.0300768455003957,0.0331055872667085,0.0390449629296034,0.0283281667219542,0.0319198613540591,0.036694894927395,0.034794151612326
0.0247137696901374,0.02347686430105,0.0350934884374338,5.84280638470541e-05,0.0369327093437598,0.0374016737615081,0.0401949920084632,0.0246568084250767,0.0222916351723868,0.0349473051463139,0.0344902839927982,0.0326752395660378,0.0361334607536233,0.0350240615117561,0.0344016623047771,0.0228344372120632,0.0356386051801227,0.0306729040856212,0.0326541788144757,0.038879435673929,0.032226403011444,0.0379250594366238,0.0353035456659858,0.0349857773449189,0.0371426571998807,0.0364101736554872,0.0336508188374881,0.0338671889937302,0.0334748793722034,0.0379053026154932,0.033917286745263
0.0279601243768017,0.0176442227080639,0.0363204184522321,0.0304614137729169,4.18957280137543e-05,0.0365501032792647,0.0345336795544981,0.037454937401823,0.0347859849741527,0.0192637043799104,0.020620784022109,0.0389884351502823,0.03346868987027,0.0332862071431928,0.0345426864142705,0.0379111540259584,0.0326173405478174,0.0429678382653957,0.0412297122663965,0.0332664524552986,0.0300644925001465,0.0326940341320397,0.0330910538115353,0.0364236227489577,0.0349466071896451,0.0364784516943892,0.0365378968958597,0.0355550351812842,0.0310444809508194,0.0360553526016675,0.036769152406325
0.0283469113501041,0.0405271217158083,0.0193683000936548,0.0328132447081158,0.0401388075616696,0.000342385636980385,0.0354049974010262,0.0370567615146059,0.036869182930574,0.0386002137978044,0.0363750130946856,0.0210468363551907,0.0261345575388541,0.0381839757926793,0.0354166952369307,0.0382686255008078,0.035478745646246,0.0319610769239952,0.0430390194645062,0.0349520714484853,0.0352746884212375,0.0347121575196617,0.0323760601270065,0.0301447445672318,0.026595090184623,0.0299352428412517,0.0346089859339064,0.0335261677348718,0.0378906623210181,0.0350977997033613,0.0392325877968325
0.0292004957110212,0.0391648211111035,0.0292352824090004,0.0328494886274179,0.0377868925137347,0.0409227633794437,3.5915876738549e-05,0.0349593341714147,0.0346812339693454,0.0340969414323666,0.0354116344737894,0.0390364814612862,0.0346980833161202,0.0141138994670081,0.0292102262388241,0.0409732695410853,0.0323880315193597,0.0364465796700667,0.0383161968989889,0.0406102827504124,0.0405985604346608,0.0374275596620572,0.0336913394184775,0.0360563620906669,0.0340345030340639,0.0378686520963378,0.0378962733585357,0.0269857188897293,0.0251009657516044,0.0293963097105452,0.029221296394105
0.0356015018871404,0.0329314348935239,0.0348366550288718,0.0250131593502942,0.0356369223700973,0.0346854694592647,0.0358978055392542,0.000179065883654603,0.0364424125901734,0.0382594214641988,0.0345832706800712,0.0353279926028062,0.0339235948834017,0.0325301495702123,0.0357121964118595,0.0175802174734704,0.0296234728600352,0.0332651398403961,0.0347198771530416,0.0359690400831241,0.0398530052891223,0.0344587461883787,0.033548980132962,0.0321748420505204,0.0368945800437422,0.0390943964270467,0.0380910482894236,0.0330787643864165,0.0361661407280172,0.0370707199022213,0.0358329704916503
0.0340646485611107,0.0291253487759247,0.0373669937260019,0.0255468268966761,0.0358040351468963,0.0384929928820136,0.0356021047051985,0.0368999797384655,3.14671133168977e-05,0.0386944279264537,0.0318596990183556,0.0377903482952901,0.0377447638279944,0.0367966538993721,0.0355413028508662,0.0381969348551226,0.0365531406854508,0.0181162529461454,0.0238856117342439,0.033829934933069,0.0377297781157827,0.0375430318523214,0.0395195228514938,0.0345868343748633,0.0421082694896557,0.0377722421026541,0.0321895182963951,0.0353002679527045,0.0293802069453972,0.033872768219548,0.0331918737264363
0.030307389790328,0.0288604050387627,0.0349331662370123,0.0342727330050884,0.0160818317833167,0.0369849191652668,0.0335670717964324,0.0356831588490166,0.036015562284877,5.90867293937948e-05,0.0376246414295617,0.0345967882857,0.0353292029773431,0.0305745427440552,0.0362388520294581,0.0366387102611204,0.0380900811722248,0.0341423077572376,0.0357387248585233,0.0256328420608756,0.020163160343647,0.0366987194293657,0.0361654079382051,0.0360303157004687,0.038342944688544,0.0350317045149274,0.0385355269999318,0.0354772529682069,0.0364298531968482,0.0380763285952708,0.0392864882065766
0.0306468192915612,0.030256884525798,0.0364465031595982,0.0333963719211159,0.022925284312176,0.0352861029108626,0.0386399564714006,0.0389765162014096,0.0333075414714572,0.0392697522067833,7.66827770633195e-05,0.040598120652497,0.0380366231261836,0.036130554827886,0.0386215175264782,0.0364996541603285,0.0356919061582339,0.0364334874947195,0.0332458119273356,0.0352582613587733,0.0346793116599362,0.0272771447439386,0.0190826527439754,0.0375275792790895,0.0368438365254009,0.039218848069079,0.0375018722980512,0.0388277288103678,0.0327789942839931,0.0359972037332591,0.0352448240923177
0.0308761186391241,0.0342558316782216,0.0307135371116333,0.0336612487346258,0.0336468383647019,0.0179948663382297,0.0376482110378084,0.0360188276790973,0.0353299121279691,0.0313611020889666,0.0413119182175288,5.15994325533583e-05,0.0381765493625605,0.0340154786626895,0.0385857290770116,0.034297927463981,0.0361494458626235,0.0379450036134549,0.0377464389860625,0.0368716761975242,0.036328582878883,0.0363021292287448,0.0413901030934377,0.0270998769682787,0.0215850000402376,0.0381039989787829,0.0364301749166028,0.0320311259249999,0.0333897125506049,0.0367310139654301,0.0381597683166441
