seGC1,seGC2,seGC3,seGC4,seGC5,seGC6,seGC7,seGC8,seGC9,seGC10,seGC11,seGC12,seGC13,seGC14,seGC15,seGC16,seGC17,seGC18,seGC19,seGC20,seGC21,seGC22,seGC23,seGC24,seGC25,seGC26,seGC27,seGC28,seGC29,seGC30,seGC31
0.0330071688254805,0.032308716853397,0.0287029098032593,0.0366700636536669,0.0389757792091325,0.0276996593263727,0.039626612488808,0.042989993706897,0.0360589700287891,0.0389623002160866,0.0344017648514074,0.0375397309068767,5.16128023675439e-05,0.0366076067651672,0.0374608874554638,0.0315381401206618,0.0305639830780707,0.0380971230741712,0.0410235422405791,0.0370251352587667,0.0315821142182391,0.0362793541720497,0.0307343448904197,0.0385071707837006,0.0374820773642349,0.0174197121747377,0.0249895830676669,0.0334993668516308,0.0366876517570902,0.0364671305562546,0.0348747931849029
0.0339643565175223,0.0376394082688499,0.0296088532367815,0.0307068197762454,0.0337150082432266,0.0299979919654099,0.0136537727947473,0.0425555677161235,0.0352090734897782,0.0375508419120549,0.0385130801303133,0.033945743741633,0.0351897197669592,5.40967747441565e-05,0.0339261472946593,0.0338643542003137,0.0307801385232593,0.0346703652210386,0.0316271499668547,0.0399101499056935,0.0333785341092704,0.0352999297128379,0.0354345501307209,0.0340436894153026,0.0384586232631218,0.0378220873763769,0.0344828649741193,0.0242591843061771,0.0195575938743964,0.0356711922334103,0.0349541806097397
0.0332107682108722,0.0336875764554324,0.0312271887310694,0.0330062797506704,0.0367241733348437,0.0382646061638215,0.0257635731180628,0.0375763780185044,0.035583040729881,0.0340075666479812,0.035946859732838,0.037298213178062,0.0363516136527226,0.0335980233069942,4.68680008426352e-05,0.0370428983326209,0.0380821858087465,0.0329616666253621,0.0389337405109603,0.0350764420123134,0.0361080360760044,0.0393793149574948,0.0347899897599358,0.0361277165386977,0.0353618765477829,0.0359847973542485,0.0334532659238086,0.0374145016041797,0.0372031219295737,0.0239211334267166,0.0252129018287049
0.0330979951117126,0.0289459754341475,0.0391332292141226,0.025873446205705,0.0362486322899513,0.0324792880104372,0.0327119056543183,0.014867050403164,0.0405218329975327,0.0358816857014109,0.0341140542009526,0.0400307178709513,0.0337659674117045,0.0391066161221338,0.0358028083853593,4.80502948542676e-05,0.0331636370933614,0.0373306839793832,0.0338269703718118,0.0302378001368673,0.0415752528092891,0.037449099623837,0.0384665146022192,0.0376224388783985,0.0316744595860267,0.0357891720859793,0.0367138259972976,0.0389304476562684,0.0369882173706976,0.0340785780212988,0.0343564628822586
0.0290951499337267,0.0339534451834845,0.036686896752838,0.0349945601490552,0.0337076808092108,0.0353113766503733,0.0382168259910235,0.0269490915832062,0.0339056584941941,0.0345196298487818,0.0387049617433338,0.035881208776518,0.0317558303306612,0.0383869018786682,0.0350086844924115,0.0326854065885548,3.50846864481346e-05,0.034945388106068,0.035008720979763,0.0364925182432721,0.031435276864015,0.0360943651801801,0.0354715049884862,0.0350624959335011,0.0341045350480378,0.0371244536187878,0.0329263980669705,0.0360810527955205,0.0367475597940757,0.0335919334222433,0.035359244532126
0.0335424590720219,0.0295840965976927,0.0352871441415604,0.0295045835933667,0.0356700850920172,0.0375806044823807,0.0390079029257671,0.0336582063841869,0.0180180405521346,0.0348940217066244,0.0342341496360569,0.035823318972761,0.0358691974671427,0.0369764170255031,0.0387277108271804,0.0390981627374264,0.0390813933983428,3.96233158896257e-05,0.0356209091832522,0.0315213464985033,0.034328148326462,0.0370068144401302,0.0370393006999341,0.0361424075795293,0.037618948312283,0.0344743141572862,0.0349546177365607,0.0342085379380984,0.0338580228420521,0.0404964521389768,0.0352626166428279
0.0359177609596087,0.0326826941940072,0.0349815790763775,0.0331018683690073,0.0363680100523302,0.0340116230604027,0.0369996589583276,0.0394198943329135,0.0283952899005441,0.0387592571624579,0.0321840814202571,0.037891762680068,0.0339856655232696,0.031898106399383,0.0360033353093994,0.0368205371968114,0.0372863618577195,0.0315851712634211,3.19714699317511e-05,0.0406374828482912,0.037760416149641,0.0340262475363939,0.0322846208798634,0.0331757478359175,0.0381826292365138,0.0326394763926181,0.0395668855135093,0.0384755600965484,0.0357105188963091,0.0325852531672976,0.0371131502306077
0.0304012031842573,0.0328643099979204,0.0344411407347101,0.0421004210878016,0.0289144193041789,0.0414501058499863,0.0395589310694284,0.0367675293276112,0.0342387948804917,0.0272991042617371,0.0348117627636063,0.0372764974347331,0.0330231688235705,0.0363139217338469,0.0374255405546888,0.0333569107676375,0.0361710276534012,0.0336099009085412,0.042419683471162,8.68069404341543e-05,0.0330099700000266,0.0416380765337571,0.0331195767983811,0.0334283720923408,0.0389762362585149,0.0359324905085691,0.0357535310679243,0.0341017821573552,0.0355894610051096,0.0369413655964324,0.0361920011889701
0.0330730218073283,0.0339402665755239,0.0343063085335893,0.0356631704385925,0.0264122759282685,0.0401497068018217,0.0360986093147872,0.0397333204165666,0.037026389829177,0.0203081557964529,0.0366965021719387,0.0356838400507472,0.0342527119552001,0.0350572765395023,0.0390947804120147,0.0364695605792637,0.042618826775555,0.037135253343438,0.0345399906178432,0.0345949449527948,6.92900495798022e-05,0.0356088141890021,0.034931376224084,0.0379528356869839,0.0371272875765103,0.0388371369516081,0.0390105724918321,0.0395882526617481,0.036361258595107,0.0350587471391109,0.0345744870476913
0.0312058246711154,0.0309972166313298,0.03185840761413,0.0350021951612089,0.030393970240335,0.0380414150495781,0.0345917977627951,0.0345301494227646,0.0360861820287612,0.0359707110948347,0.0295821294323403,0.0377135738039484,0.0370666376412285,0.0297744768236916,0.0390254070105209,0.0356119650697652,0.0327424075634485,0.0364436329652662,0.0323820846261048,0.0401412325292043,0.0401664834260605,3.65077561066607e-05,0.037193361116051,0.0376146579094443,0.0442296005477667,0.037231690410828,0.0384932755903013,0.0340156094765775,0.0403239647388237,0.0339671584723136,0.0366672358235727
0.0348889777916102,0.0311119563932177,0.0330718301818207,0.0356940756580833,0.0292219304409821,0.0405646855021169,0.0351225995696864,0.0361358927142138,0.040089664713923,0.0307809885011287,0.0218012748167987,0.0317790045684022,0.0387924796445544,0.0293106684107166,0.0361539635271957,0.0336626952674953,0.0344085389075605,0.0367490856195552,0.0323957265960773,0.0344252244087633,0.0395038700647627,0.032326123523949,4.00190344428847e-05,0.0349628001228755,0.0334898148966346,0.0343152232659162,0.0335007348922279,0.0387684835819631,0.0323033241568686,0.0348446672170812,0.03672187888059
0.0359426666020431,0.0359371015128404,0.0375159077302231,0.0334025100631447,0.0368004245029877,0.0331013881950228,0.0381097187862367,0.0383507819155051,0.0362016284437496,0.0319943295749409,0.0379223806344777,0.023563360310051,0.0348063292840412,0.0387732374138701,0.0409150083389171,0.0299711354025478,0.0384613523636606,0.0351403134799025,0.0352005858335784,0.0357636811523527,0.0321136719267245,0.0413722544258771,0.0358738039262414,4.11171151818452e-05,0.0352311739147319,0.0355506861580728,0.037182389855965,0.0366201722410244,0.0374529331105228,0.035419406638812,0.0357467353504295
0.0367479926582967,0.0397569433349704,0.0334094851613165,0.0393675897268316,0.0389114511611054,0.0244091197105394,0.0410776170211329,0.0372347532848941,0.0370079400239746,0.0382549158940591,0.0371341358674167,0.0231705151986452,0.0347901566909396,0.036116706000571,0.0389339686334677,0.0369341990109377,0.0360767766969532,0.0428486143379077,0.0427720977963448,0.0429242067966493,0.0375641884076906,0.0349447708435777,0.0348591683420683,0.0328085997788997,5.00667518738472e-05,0.0309963116814433,0.0378077963506147,0.03746763343273,0.0409548786641122,0.0346890257646766,0.0369564753771673
0.03267283244752,0.0392147354357509,0.0306237061639925,0.0284960408594461,0.0357146503323865,0.0303233555844311,0.0414557554425426,0.0322731115928407,0.0391087845751836,0.0385263606383367,0.035553413626188,0.0358903304295526,0.0149284172302763,0.0334702572431237,0.0377758082985799,0.0399911304000434,0.0351536468397531,0.033335430856743,0.0370968076053182,0.03485595538469,0.0384815183979787,0.0377235678521986,0.0341645074846032,0.0391084453172532,0.0359057482712634,0.000102857177673687,0.040547323159794,0.0391476324420958,0.0394954821081793,0.0340018352492121,0.0328385402156559
0.0369853341113828,0.0334150975838837,0.0365923828724772,0.0361585946371786,0.0359065063540195,0.0332478535829505,0.0348974252770766,0.0319610354298742,0.0388908621007181,0.038744249390602,0.0339518420884554,0.0369689325645957,0.0284895466812719,0.0353437671567324,0.0345159556517791,0.0339186915747291,0.0366290779948241,0.035498481365791,0.0377515240017361,0.03693293549752,0.0379438548453884,0.0387215309541782,0.0392022788671438,0.0350457129567912,0.0324636840990855,0.0357340286705243,4.31505205230591e-05,0.0338754405247733,0.0301077416474402,0.0340426040831024,0.0342622533056545
0.0332693487512782,0.0402541148358881,0.0333742439399742,0.0330964487320433,0.037243627572229,0.0337136343197972,0.0262351312221092,0.0339320587987472,0.0367861826472823,0.0377294772006851,0.0332738564288765,0.0328758827726538,0.0376407353335822,0.0275894875349618,0.038694283596194,0.040703720114852,0.0393446891147317,0.0385067344253948,0.0330317021345718,0.0375967099502488,0.0329096445461729,0.0376531692142492,0.0352374479972517,0.031603601994219,0.036570438726375,0.0334630748163517,0.0378568700117306,6.87085733966216e-05,0.038918492855095,0.0431837665717477,0.0359463664799438
0.0320225766061403,0.0372031956339048,0.0284350271589902,0.039555972630162,0.0363680956821372,0.0382869890534089,0.0232353657990769,0.0332546100004525,0.0374962952670885,0.0338837660420578,0.0344135446206713,0.0397292098496316,0.0390589087586556,0.024202462573277,0.0341739484594004,0.0344071362636642,0.0307653466347268,0.0357688445741459,0.0364236921662177,0.0367176586650152,0.0349952673580131,0.0401631619067831,0.031849430234601,0.0387736990799818,0.0364303168205906,0.0398124868479076,0.0344874395532951,0.0322563350022256,5.17631501937558e-05,0.0319508070411283,0.0352897335296075
0.0335438214063342,0.0380834691783157,0.0303743276378677,0.0357866643012862,0.0322055857012495,0.0386218676144159,0.0329069901570766,0.0326595375954366,0.0384578092742129,0.0368817562019021,0.0318144071662015,0.0364484233250375,0.0368216347469911,0.0377910710750783,0.0214847716699243,0.0366471014734968,0.0371212954223925,0.0385259940477299,0.0362319397225749,0.0362017244256231,0.0337209910842283,0.0343567385306067,0.0387492587868208,0.0418252640894072,0.0379567514721761,0.0343018467694045,0.0343973951101745,0.0336908020322348,0.038688396539027,5.53157513471846e-05,0.0356536087047239
0.0360534187296937,0.0341390226956617,0.0302248253966168,0.037931891541161,0.0306123565451204,0.03682291637204,0.0351444933424821,0.0366038258653295,0.039847765016281,0.0398890600056952,0.0338299975616317,0.0341428151679035,0.0334154964416515,0.0369609616595923,0.0256011339702819,0.0391429392295903,0.0361685281404305,0.0341071190010985,0.0389150326862704,0.0364655175611068,0.0381665554693261,0.0353973259537521,0.0383787426528508,0.037034046906533,0.0336203229135064,0.0383986306228536,0.0372580363447565,0.0386777363158552,0.0340291276565264,0.0322954310301877,4.44690161970934e-05
