Name	Coefficient	Coefficient_std_error	Coefficient_P_value
A08.186.211.730.317.357.Hypothalamus	1.30345632069e-08	6.34646469812e-09	0.0199960465492
A07.231.Blood.Vessels	1.11385336625e-08	5.81718502425e-09	0.0277613344849
A08.186.211.730.317.Diencephalon	1.06504074775e-08	5.66251339473e-09	0.0299953322605
A15.145.300.Fetal.Blood	1.2197453852e-08	6.68989530445e-09	0.0341316109065
A08.186.211.730.317.357.352.435.Hypothalamo.Hypophyseal.System	9.70044165008e-09	6.14174057965e-09	0.0571188735632
A10.272.497.Epidermis	8.77463373993e-09	5.62110498035e-09	0.0592600103886
Esophagus_Muscularis	7.25621195087e-09	4.7031194426e-09	0.0614334810789
Brain_Nucleus_accumbens_(basal_ganglia)	6.96202303733e-09	4.54528088794e-09	0.0627977984969
A11.620.520.Myocytes..Smooth.Muscle	7.79252025356e-09	5.26498599664e-09	0.0694279820201
A10.272.Epithelium	7.35013422968e-09	4.99184839e-09	0.0704527524315
A11.872.190.260.Embryoid.Bodies	7.05614084674e-09	4.88195037544e-09	0.0741794012194
A14.549.885.Tongue	8.79875253689e-09	6.12934878053e-09	0.0755706532804
A08.186.211.730.885.287.249.Basal.Ganglia	6.666651917e-09	4.68822593278e-09	0.0775132914026
A15.145.229.637.555.567.562.725.Plasma.Cells	7.90350342351e-09	5.60881371041e-09	0.079399531703
A14.549.167.646.Periodontium	8.43069155066e-09	6.00264683988e-09	0.0800856487063
Bladder	6.60176737985e-09	4.70889997862e-09	0.0804611236266
A05.360.444.492.362.Foreskin	6.86535556317e-09	4.90459404234e-09	0.0807895153455
A10.690.Muscles	7.44560845466e-09	5.33702888033e-09	0.0814951180497
A11.118.637.555.567.562.B.Lymphocytes	7.96564408613e-09	5.81524561696e-09	0.085376801643
Heart_Left_Ventricle	5.67520778054e-09	4.32904144121e-09	0.0949353419161
A03.556.Gastrointestinal.Tract	6.43698426159e-09	4.99645024419e-09	0.0988187774187
Esophagus_Gastroesophageal_Junction	5.26256710601e-09	4.29726583722e-09	0.110357047034
Brain_Caudate_(basal_ganglia)	5.33332759767e-09	4.41960377901e-09	0.11376549383
A02.835.583.443.800.Synovial.Membrane	6.65429067344e-09	5.57329934695e-09	0.116247011715
A03.556.875.500.Esophagus	5.85692126031e-09	4.94815894362e-09	0.118274501953
A10.615.Membranes	5.62106087669e-09	4.82000181273e-09	0.121767854526
