Name	Coefficient	Coefficient_std_error	Coefficient_P_value
A05.360.319.679.690.Myometrium	1.25058810203e-08	5.18286457322e-09	0.00791246440761
A03.556.875.Upper.Gastrointestinal.Tract	1.50568032344e-08	6.82124134555e-09	0.013645135053
A09.371.729.Retina	1.08890129881e-08	5.30015895917e-09	0.0199651538968
A08.186.211.730.885.287.249.487.Corpus.Striatum	1.06512324485e-08	5.1847430446e-09	0.0199713286917
A08.186.211.730.885.287.249.Basal.Ganglia	1.09729488425e-08	5.41462129177e-09	0.0213547181186
A03.556.875.875.Stomach	1.28636400568e-08	6.61817477116e-09	0.0259667878521
Artery_Tibial	8.46380327209e-09	4.7141308341e-09	0.0362941050964
A08.186.211.865.428.Metencephalon	9.11799383521e-09	5.17126394273e-09	0.0389330354667
A07.231.Blood.Vessels	1.06795844705e-08	6.10246984753e-09	0.0400554494665
A08.186.211.132.Brain.Stem	8.34134309197e-09	5.21549781718e-09	0.0548727762833
Brain_Cerebellum	8.87140150037e-09	5.63523530282e-09	0.0577121188469
A11.443.Erythroid.Cells	8.56257395215e-09	5.47870320373e-09	0.0590400186807
Brain_Spinal_cord_(cervical_c-1)	7.11171366943e-09	4.7286805653e-09	0.0662967249931
Adipose_Visceral_(Omentum)	8.76599554059e-09	5.9014860885e-09	0.068720560474
A03.556.249.249.356.668.Colon..Sigmoid	9.02564302845e-09	6.07859795523e-09	0.0687953374728
A08.186.211.132.810.428.200.Cerebellum	7.39819578259e-09	5.11898876671e-09	0.0741944617816
A08.186.211.730.885.287.500.571.735.Visual.Cortex	7.2685729812e-09	5.41284577638e-09	0.0896622782243
A11.329.629.Osteoblasts	7.42715558663e-09	6.11563069337e-09	0.112287095733
A10.165.114.830.500.750.Subcutaneous.Fat..Abdominal	6.88112613403e-09	5.84246117246e-09	0.119442427667
Artery_Coronary	6.83644809401e-09	5.84771384067e-09	0.121185604169
Brain_Cerebellar_Hemisphere	6.5544660723e-09	5.74894839488e-09	0.127119060042
A08.186.211.Brain	5.76394564839e-09	5.06291605048e-09	0.127463474346
Ovary	5.4794433239e-09	4.84919428416e-09	0.129244465126
Brain_Hippocampus	4.92581311942e-09	4.45414391798e-09	0.134386099707
A03.556.249.249.356.Colon	6.51099608677e-09	5.96858023671e-09	0.137663165852
A03.556.875.500.Esophagus	6.29530812823e-09	5.83099322863e-09	0.140153759225
A10.165.114.830.750.Subcutaneous.Fat	6.50014909e-09	6.12152633503e-09	0.144151657887
A06.407.900.Thyroid.Gland	6.67416191875e-09	6.40041311066e-09	0.148527300792
A15.382.490.555.567.Lymphocytes	6.43751662327e-09	6.53751522516e-09	0.162384772582
A07.231.114.Arteries	5.94719025476e-09	6.04068695994e-09	0.162429417312
A08.186.211.730.317.Diencephalon	7.32193222419e-09	7.50223387354e-09	0.164540424217
A02.633.567.850.Quadriceps.Muscle	5.86711959311e-09	6.12517142628e-09	0.169064090415
Brain_Putamen_(basal_ganglia)	4.62867533351e-09	4.90251624781e-09	0.1725483446
A08.186.211.464.710.225.Entorhinal.Cortex	5.39740925689e-09	5.73707350773e-09	0.173404998201
A11.436.275.Endothelial.Cells	6.02412599152e-09	6.49162006257e-09	0.176707677354
Brain_Cortex	4.88429913839e-09	5.26932633267e-09	0.176981317686
A03.556.124.684.Intestine..Small	5.52605229087e-09	5.98272524102e-09	0.177829580029
A15.382.520.604.800.Palatine.Tonsil	5.57344964749e-09	6.1391503877e-09	0.181977793294
Muscle_Skeletal	5.1880467651e-09	5.76647953617e-09	0.184142494449
A17.815.Skin	5.23568199665e-09	5.84484735416e-09	0.185185839012
A08.186.211.730.885.287.500.670.Parietal.Lobe	4.78704903427e-09	5.41131436081e-09	0.188176215545
Brain_Frontal_Cortex_(BA9)	4.514776258e-09	5.11362686439e-09	0.188647524089
A10.549.400.Lymph.Nodes	5.504445687e-09	6.29375273507e-09	0.190898840482
Brain_Substantia_nigra	3.97763756159e-09	4.71664502106e-09	0.199524958626
A08.186.211.464.Limbic.System	4.14005856443e-09	5.11220580722e-09	0.209016642555
A11.872.378.590.817.Megakaryocyte.Erythroid.Progenitor.Cells	4.66607183245e-09	5.81447901746e-09	0.21113425997
A03.556.Gastrointestinal.Tract	5.00512453731e-09	6.52411935553e-09	0.221489499558
