                                                                               p1                                             p2       rg      se        z       p h2_obs h2_obs_se h2_int h2_int_se gcov_int gcov_int_se
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par58.sumstats.gz  NA  NA  NA  NA   172.7402    89.5384   294.5414    32.8869   -9.0415       1.2325
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par59.sumstats.gz  NA  NA  NA  NA   344.4194   109.5642   352.9483    35.2752  -10.5325       1.1633
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par60.sumstats.gz  NA  NA  NA  NA   930.7240   265.6653  1192.1584    79.1636  -20.5449       2.5039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par61.sumstats.gz  NA  NA  NA  NA   799.0379   238.1486   749.8808    57.7849  -14.8124       1.9209
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par62.sumstats.gz  NA  NA  NA  NA    88.9275   181.0243   827.6596    56.5060  -16.2711       1.8360
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/face/munged/par63.sumstats.gz  NA  NA  NA  NA   192.4694   222.6075  1037.3745    62.9951  -19.0613       2.1482
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par07.sumstats.gz  NA  NA  NA  NA  3425.6263   971.3538  4767.7074   327.7594  -31.7326       4.6365
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par08.sumstats.gz  NA  NA  NA  NA   300.2012   315.8157   690.7870   111.8873   -9.7706       1.5391
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par09.sumstats.gz  NA  NA  NA  NA  1120.5560   347.0833   925.0541    70.0980  -13.8684       1.7476
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par10.sumstats.gz  NA  NA  NA  NA   887.9025   350.5940   991.5565   120.5861  -14.0763       2.0876
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par11.sumstats.gz  NA  NA  NA  NA   770.0874   967.8728  3340.8389   322.6703  -24.5912       3.5522
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par12.sumstats.gz  NA  NA  NA  NA  2032.7766   498.4378  1215.4318   113.2765  -14.9789       2.4986
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par13.sumstats.gz  NA  NA  NA  NA  5717.0931  1579.0930  1298.3214   242.4572  -17.5799       2.7972
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par14.sumstats.gz  NA  NA  NA  NA   986.3497   395.7500  1824.2729   157.9586  -19.5450       2.8439
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par15.sumstats.gz  NA  NA  NA  NA  1900.1922   736.5703  3640.8415   247.5419  -27.0565       3.9290
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par16.sumstats.gz  NA  NA  NA  NA   -65.7490    90.3650   193.8111    39.1773   -5.0816       0.8685
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par17.sumstats.gz  NA  NA  NA  NA   246.6958   182.3666   414.7438    53.7096   -7.7542       1.1316
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par18.sumstats.gz  NA  NA  NA  NA   662.2909   343.2149   597.0616    68.1948  -10.9747       1.5284
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par19.sumstats.gz  NA  NA  NA  NA   308.3425   162.1700   614.2790    50.8065  -10.3964       1.4635
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par20.sumstats.gz  NA  NA  NA  NA   733.7271   218.4007   268.7327    43.0560   -7.7618       1.3599
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par21.sumstats.gz  NA  NA  NA  NA   444.8274   241.3115   648.6425    92.9031  -11.2803       1.7476
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par22.sumstats.gz  NA  NA  NA  NA  -826.8614   629.1133  2684.0978   256.1112  -22.3370       3.0525
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par23.sumstats.gz  NA  NA  NA  NA  1151.8796   506.0417   582.7422    88.6723  -10.0558       1.8471
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par24.sumstats.gz  NA  NA  NA  NA   994.0827   271.9749   856.8808    64.0079  -13.3137       1.9518
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par25.sumstats.gz  NA  NA  NA  NA  1220.4270   401.4288   732.9049    75.7544  -11.2067       1.9513
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par26.sumstats.gz  NA  NA  NA  NA  4354.4284  1279.7852   704.0707   180.0066  -13.4711       2.2881
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par27.sumstats.gz  NA  NA  NA  NA  2068.0583   868.0033   744.1247   148.4681  -11.2914       1.9748
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par28.sumstats.gz  NA  NA  NA  NA   299.6879   201.3091   970.5004    94.9007  -14.1857       2.1774
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par29.sumstats.gz  NA  NA  NA  NA   671.6717   229.7232   901.6980    61.4245  -13.5046       2.2084
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par30.sumstats.gz  NA  NA  NA  NA  1490.1340   420.5297  1916.9861   129.7182  -19.6453       2.8374
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par31.sumstats.gz  NA  NA  NA  NA   341.1526   271.0225  1206.2459    79.3791  -15.7550       2.3138
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par32.sumstats.gz  NA  NA  NA  NA  -132.9276   150.9723   228.0025    64.8922   -5.1694       0.9257
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par33.sumstats.gz  NA  NA  NA  NA     4.9708    35.6805   126.4721    13.1638   -4.3999       0.7762
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par34.sumstats.gz  NA  NA  NA  NA   250.1877   179.1948   412.5015    49.1215   -8.2653       1.2377
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par35.sumstats.gz  NA  NA  NA  NA    43.6295    61.2086   177.2331    18.8755   -5.2451       0.7291
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par36.sumstats.gz  NA  NA  NA  NA   207.9108   213.7603   349.9741    60.0091   -7.8094       1.2798
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par37.sumstats.gz  NA  NA  NA  NA   639.8179   268.8400   377.4770    39.2361   -8.9501       1.2093
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par38.sumstats.gz  NA  NA  NA  NA   313.1445   142.6201   393.1703    33.8729   -8.6871       1.1787
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par39.sumstats.gz  NA  NA  NA  NA   -44.5454    88.1562   311.0885    37.1111   -6.8637       1.0180
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par40.sumstats.gz  NA  NA  NA  NA   419.1778   149.9029   135.7977    33.8777   -4.7942       0.9956
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par41.sumstats.gz  NA  NA  NA  NA   250.8132   102.9214   154.5146    20.7803   -5.3639       0.9767
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par42.sumstats.gz  NA  NA  NA  NA   472.8453   107.5695   214.5643    31.4315   -7.0213       1.0702
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par43.sumstats.gz  NA  NA  NA  NA   292.2558   109.8534   291.4761    31.8212   -7.1919       1.1846
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par44.sumstats.gz  NA  NA  NA  NA  -407.1810   342.9761  1350.3777   145.1623  -15.2587       2.0881
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par45.sumstats.gz  NA  NA  NA  NA    70.6845   262.1375   917.9269    89.9311  -12.9311       1.8322
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par46.sumstats.gz  NA  NA  NA  NA   782.6201   249.7989   121.9320    40.7408   -4.5138       1.0672
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par47.sumstats.gz  NA  NA  NA  NA   244.8136   159.4590   347.4590    40.9504   -7.6891       1.4545
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par48.sumstats.gz  NA  NA  NA  NA   585.0340   201.9058   508.0267    43.8345   -9.7720       1.4368
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par49.sumstats.gz  NA  NA  NA  NA   436.7001    85.0050   325.8699    25.4643   -8.3614       1.3405
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par50.sumstats.gz  NA  NA  NA  NA   515.2379   139.9075   497.0753    32.2982   -9.4621       1.4759
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par51.sumstats.gz  NA  NA  NA  NA  1075.8787   444.0150   529.5034    71.6465   -9.4755       1.7132
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par52.sumstats.gz  NA  NA  NA  NA   593.0693    80.9802   201.0372    16.7887   -6.6640       1.0546
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par53.sumstats.gz  NA  NA  NA  NA  3403.0963  1391.5985   498.2963   208.5673   -9.9138       1.9421
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par54.sumstats.gz  NA  NA  NA  NA  1845.5246   770.4374   708.7227   148.4221  -11.1910       1.9022
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par55.sumstats.gz  NA  NA  NA  NA   516.4168   193.2900   317.3395    38.5529   -6.8334       1.1400
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par56.sumstats.gz  NA  NA  NA  NA   196.4431   168.3646   481.5726    73.5289   -9.7082       1.4067
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par57.sumstats.gz  NA  NA  NA  NA   436.5734   149.0170   677.4032    64.1943  -11.4680       1.9754
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par58.sumstats.gz  NA  NA  NA  NA   172.7402    89.5384   294.5414    32.8869   -7.5060       1.5941
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par59.sumstats.gz  NA  NA  NA  NA   344.4194   109.5642   352.9483    35.2752   -8.7131       1.4328
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par60.sumstats.gz  NA  NA  NA  NA   930.7240   265.6653  1192.1584    79.1636  -15.2110       2.2590
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par61.sumstats.gz  NA  NA  NA  NA   799.0379   238.1486   749.8808    57.7849  -12.4165       1.8587
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par62.sumstats.gz  NA  NA  NA  NA    88.9275   181.0243   827.6596    56.5060  -12.8459       2.0780
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/face/munged/par63.sumstats.gz  NA  NA  NA  NA   192.4694   222.6075  1037.3745    62.9951  -14.8146       1.8730
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par08.sumstats.gz   -1.01  0.4831   -2.09    0.03658  300.2     315.8  690.8     111.9   -8.353       2.007
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par09.sumstats.gz -0.5199  0.1695  -3.067   0.002163   1121     347.1  925.1      70.1   -10.87       2.043
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par10.sumstats.gz -0.7735  0.2658   -2.91   0.003614  887.9     350.6  991.6     120.6   -9.868       2.178
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par11.sumstats.gz -0.9719  0.7204  -1.349     0.1773  770.1     967.9   3341     322.7   -17.99        3.46
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par12.sumstats.gz -0.5532  0.1748  -3.165   0.001552   2033     498.4   1215     113.3   -12.94       2.332
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par13.sumstats.gz -0.3161  0.1608  -1.966    0.04927   5717      1579   1298     242.5   -16.44       3.091
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par14.sumstats.gz -0.7273  0.2635   -2.76   0.005784  986.3     395.8   1824       158   -13.41       2.631
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par15.sumstats.gz -0.6393  0.2747  -2.327    0.01995   1900     736.6   3641     247.5   -21.77       3.904
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par16.sumstats.gz      NA      NA      NA         NA -65.75     90.36  193.8     39.18   -3.742      0.9521
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par17.sumstats.gz -0.8197  0.3196  -2.565    0.01032  246.7     182.4  414.7     53.71   -6.511       1.476
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par18.sumstats.gz -0.6273  0.2116  -2.965   0.003027  662.3     343.2  597.1     68.19   -8.582       1.678
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par19.sumstats.gz -0.5675  0.2914  -1.948    0.05147  308.3     162.2  614.3     50.81   -8.295       1.573
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par20.sumstats.gz -0.5069  0.1989  -2.548    0.01084  733.7     218.4  268.7     43.06   -4.927       1.227
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par21.sumstats.gz -0.8412  0.3014  -2.791   0.005259  444.8     241.3  648.6      92.9   -8.305       1.915
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par22.sumstats.gz      NA      NA      NA         NA -826.9     629.1   2684     256.1   -16.03       2.952
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par23.sumstats.gz -0.4642  0.2093  -2.218    0.02653   1152       506  582.7     88.67   -6.997       1.678
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par24.sumstats.gz -0.5481  0.1913  -2.865   0.004167  994.1       272  856.9     64.01   -10.57       1.939
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par25.sumstats.gz -0.4646  0.1999  -2.324    0.02013   1220     401.4  732.9     75.75   -10.16       1.785
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par26.sumstats.gz   -0.31  0.1531  -2.025    0.04285   4354      1280  704.1       180   -12.51       2.248
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par27.sumstats.gz -0.2408  0.2178  -1.105      0.269   2068       868  744.1     148.5    -11.9       2.234
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par28.sumstats.gz  -0.808  0.3974  -2.033    0.04205  299.7     201.3  970.5      94.9   -9.417       1.922
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par29.sumstats.gz  -0.657  0.1982  -3.315  0.0009175  671.7     229.7  901.7     61.42   -9.608       1.727
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par30.sumstats.gz -0.5927  0.2291  -2.587   0.009675   1490     420.5   1917     129.7   -15.34       2.751
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par31.sumstats.gz -0.3918  0.4225 -0.9273     0.3538  341.2       271   1206     79.38   -13.49       2.228
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par32.sumstats.gz      NA      NA      NA         NA -132.9       151    228     64.89   -3.814       1.166
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par33.sumstats.gz      NA      NA      NA         NA     NA        NA     NA        NA       NA          NA
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par34.sumstats.gz  -0.732  0.3039  -2.408    0.01602  250.2     179.2  412.5     49.12   -6.871       1.417
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par35.sumstats.gz -0.9127  0.9333 -0.9779     0.3281  43.63     61.21  177.2     18.88   -3.994       0.839
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par36.sumstats.gz -0.8905  0.3911  -2.277    0.02278  207.9     213.8    350     60.01   -5.959       1.311
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par37.sumstats.gz -0.6305   0.171  -3.688  0.0002264  639.8     268.8  377.5     39.24   -6.419       1.186
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par38.sumstats.gz -0.6064  0.2179  -2.783   0.005391  313.1     142.6  393.2     33.87    -5.94       1.065
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par39.sumstats.gz      NA      NA      NA         NA -44.55     88.16  311.1     37.11   -5.921        1.22
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par40.sumstats.gz -0.6083  0.2169  -2.805    0.00503  419.2     149.9  135.8     33.88   -2.914      0.8532
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par41.sumstats.gz -0.7343  0.2494  -2.944   0.003236  250.8     102.9  154.5     20.78   -3.232      0.8977
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par42.sumstats.gz -0.7941  0.2309  -3.439  0.0005829  472.8     107.6  214.6     31.43   -4.244       1.078
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par43.sumstats.gz -0.7155  0.2508  -2.853   0.004326  292.3     109.9  291.5     31.82   -5.426       1.174
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par44.sumstats.gz      NA      NA      NA         NA -407.2       343   1350     145.2   -9.898       1.958
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par45.sumstats.gz      NA      NA      NA         NA     NA        NA     NA        NA       NA          NA
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par46.sumstats.gz -0.5173  0.1913  -2.704   0.006847  782.6     249.8  121.9     40.74   -3.016      0.9693
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par47.sumstats.gz -0.6442  0.2961  -2.175    0.02959  244.8     159.5  347.5     40.95    -5.27       1.238
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par48.sumstats.gz -0.5044  0.2134  -2.364     0.0181    585     201.9    508     43.83    -8.07       1.464
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par49.sumstats.gz -0.5238  0.1611  -3.252   0.001145  436.7        85  325.9     25.46   -6.488       1.233
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par50.sumstats.gz  -0.682  0.1884  -3.619  0.0002957  515.2     139.9  497.1      32.3   -8.093        1.46
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par51.sumstats.gz -0.3817  0.2215  -1.724    0.08474   1076       444  529.5     71.65    -8.68         1.6
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par52.sumstats.gz -0.8155  0.1389  -5.871  4.338e-09  593.1     80.98    201     16.79   -4.774       1.032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par53.sumstats.gz -0.1425   0.174 -0.8186      0.413   3403      1392  498.3     208.6   -10.95       2.156
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par54.sumstats.gz -0.2024  0.2202  -0.919     0.3581   1846     770.4  708.7     148.4   -11.68       2.207
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par55.sumstats.gz -0.4586  0.2302  -1.993    0.04631  516.4     193.3  317.3     38.55    -6.51       1.198
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par56.sumstats.gz -0.6163  0.3611  -1.707     0.0879  196.4     168.4  481.6     73.53   -6.269       1.312
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par57.sumstats.gz -0.4917  0.2475  -1.986      0.047  436.6       149  677.4     64.19   -8.576        1.74
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par58.sumstats.gz  -0.693  0.2465  -2.812   0.004928  172.7     89.54  294.5     32.89   -5.626       1.189
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par59.sumstats.gz -0.5411  0.1708  -3.168   0.001537  344.4     109.6  352.9     35.28   -5.533       1.002
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par60.sumstats.gz -0.6282  0.2204   -2.85   0.004366  930.7     265.7   1192     79.16   -11.62        2.09
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par61.sumstats.gz  -0.501   0.221  -2.267     0.0234    799     238.1  749.9     57.78   -9.775       1.802
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par62.sumstats.gz -0.8797     1.4 -0.6282     0.5299  88.93       181  827.7     56.51   -10.62       1.842
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/face/munged/par63.sumstats.gz -0.6325  0.5507  -1.149     0.2508  192.5     222.6   1037        63   -12.37        1.97
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  ../results/ldsc/face/munged/par09.sumstats.gz    0.1381  0.6357   0.2173   0.828   1121     347.1  925.1      70.1   -19.26       1.923
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  ../results/ldsc/face/munged/par10.sumstats.gz    -0.371  0.4775   -0.777  0.4371  887.9     350.6  991.6     120.6   -17.67       2.076
