                                                                               p1                                                                                p2      rg      se        z            p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.8285  0.0661  12.5288   5.1943e-36  0.1466     0.0264  1.0042     0.0061    0.2237       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.5795  0.0791   7.3253   2.3831e-13  0.1172     0.0254  0.9927     0.0062    0.1689       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.8610  0.2373   3.6281   2.8554e-04  0.0357     0.0229  1.0001     0.0056    0.1892       0.0030
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.6879  0.0716   9.6015   7.8815e-22  0.1240     0.0242  0.9942     0.0065    0.1976       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.6033  0.1150   5.2470   1.5459e-07  0.0574     0.0217  1.0021     0.0061    0.2153       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.9235  0.0467  19.7803   4.3998e-87  0.1502     0.0233  0.9942     0.0063    0.5427       0.0050
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.8075  0.0559  14.4408   2.8632e-47  0.1869     0.0284  1.0076     0.0067    0.3197       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.9142  0.0727  12.5822   2.6469e-36  0.0782     0.0215  0.9992     0.0059    0.4880       0.0053
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  1.0633  0.1884   5.6446   1.6556e-08  0.0457     0.0242  1.0031     0.0060    0.4008       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.6929  0.0583  11.8932   1.2845e-32  0.1785     0.0281  1.0007     0.0063    0.1865       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.8152  0.0969   8.4115   4.0473e-17  0.0827     0.0246  0.9944     0.0061    0.2276       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7702  0.0561  13.7180   7.9179e-43  0.1848     0.0249  1.0109     0.0061    0.2118       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.9246  0.1888   4.8966   9.7492e-07  0.0487     0.0251  1.0022     0.0063    0.2117       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.5758  0.0641   8.9881   2.5155e-19  0.1397     0.0273  0.9930     0.0064    0.1832       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.7408  0.1468   5.0467   4.4950e-07  0.0504     0.0231  0.9946     0.0061    0.1796       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.5275  1.6613   0.9194   3.5786e-01  0.0097     0.0202  1.0004     0.0054    0.1802       0.0030
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.2881  0.9766   1.3190   1.8718e-01  0.0141     0.0240  1.0064     0.0061    0.1928       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.7327  0.0803   9.1305   6.8154e-20  0.0995     0.0247  0.9945     0.0064    0.1800       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.7757  0.1176   6.5993   4.1316e-11  0.0652     0.0233  1.0019     0.0065    0.2058       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.7205  0.3889   1.8527   6.3923e-02  0.0181     0.0224  0.9977     0.0061    0.1968       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  1.0930  0.3765   2.9033   3.6922e-03  0.0251     0.0203  1.0129     0.0061    0.2081       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  0.6364  0.0760   8.3747   5.5354e-17  0.1028     0.0229  0.9930     0.0057    0.1495       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.7585  0.0645  11.7593   6.3279e-32  0.1400     0.0248  0.9942     0.0063    0.1946       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.6811  0.0504  13.5172   1.2386e-41  0.1826     0.0249  0.9940     0.0059    0.2079       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.7387  0.1022   7.2253   5.0010e-13  0.0812     0.0242  0.9995     0.0062    0.2185       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.9372  0.0325  28.8172  1.3073e-182  0.1718     0.0295  0.9954     0.0065    0.6653       0.0063
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.9403  0.0468  20.0838   1.0230e-89  0.1466     0.0264  1.0042     0.0061    0.5350       0.0057
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.6617  0.0724   9.1428   6.0871e-20  0.1172     0.0254  0.9927     0.0062    0.1547       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.7136  0.1931   3.6952   2.1971e-04  0.0357     0.0229  1.0001     0.0056    0.1707       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.6757  0.0666  10.1421   3.5922e-24  0.1240     0.0242  0.9942     0.0065    0.2073       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.7757  0.1359   5.7088   1.1375e-08  0.0574     0.0217  1.0021     0.0061    0.1690       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.6580  0.0536  12.2654   1.3884e-34  0.1502     0.0233  0.9942     0.0063    0.2129       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7127  0.0547  13.0376   7.4818e-39  0.1869     0.0284  1.0076     0.0067    0.1831       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.8291  0.1034   8.0174   1.0801e-15  0.0782     0.0215  0.9992     0.0059    0.2041       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.7830  0.1688   4.6374   3.5283e-06  0.0457     0.0242  1.0031     0.0060    0.2020       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.8236  0.0461  17.8484   2.9767e-71  0.1785     0.0281  1.0007     0.0063    0.4575       0.0054
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.9253  0.0686  13.4820   1.9956e-41  0.0827     0.0246  0.9944     0.0061    0.4986       0.0055
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.8795  0.0497  17.6891   5.0914e-70  0.1848     0.0249  1.0109     0.0061    0.3363       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  1.1109  0.1732   6.4132   1.4246e-10  0.0487     0.0251  1.0022     0.0063    0.4378       0.0054
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.6031  0.0665   9.0718   1.1705e-19  0.1397     0.0273  0.9930     0.0064    0.1701       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.7628  0.1531   4.9824   6.2814e-07  0.0504     0.0231  0.9946     0.0061    0.1689       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  0.9692  1.0514   0.9218   3.5662e-01  0.0097     0.0202  1.0004     0.0054    0.1722       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.1772  0.9049   1.3009   1.9329e-01  0.0141     0.0240  1.0064     0.0061    0.1679       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.5695  0.0762   7.4761   7.6543e-14  0.0995     0.0247  0.9945     0.0064    0.1879       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.8229  0.1209   6.8057   1.0059e-11  0.0652     0.0233  1.0019     0.0065    0.2116       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.8835  0.4822   1.8325   6.6879e-02  0.0181     0.0224  0.9977     0.0061    0.1671       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  1.1083  0.3991   2.7770   5.4865e-03  0.0251     0.0203  1.0129     0.0061    0.1667       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.6821  0.0936   7.2916  3.0630e-13  0.1400     0.0248  0.9942     0.0063    0.2111       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.6304  0.0767   8.2238  1.9710e-16  0.1826     0.0249  0.9940     0.0059    0.1722       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.5888  0.1146   5.1363  2.8025e-07  0.0812     0.0242  0.9995     0.0062    0.1727       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.6403  0.0767   8.3467  7.0204e-17  0.1718     0.0295  0.9954     0.0065    0.1563       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.7010  0.0833   8.4118  4.0371e-17  0.1466     0.0264  1.0042     0.0061    0.1662       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  1.0204  0.0688  14.8342  8.8055e-50  0.1172     0.0254  0.9927     0.0062    0.6003       0.0056
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  1.0290  0.2162   4.7598  1.9380e-06  0.0357     0.0229  1.0001     0.0056    0.4873       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.7643  0.1019   7.5003  6.3676e-14  0.1240     0.0242  0.9942     0.0065    0.1866       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.7056  0.1461   4.8288  1.3735e-06  0.0574     0.0217  1.0021     0.0061    0.2200       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.6129  0.0757   8.0959  5.6840e-16  0.1502     0.0233  0.9942     0.0063    0.1672       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7565  0.0776   9.7519  1.8103e-22  0.1869     0.0284  1.0076     0.0067    0.1820       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.5308  0.1137   4.6673  3.0520e-06  0.0782     0.0215  0.9992     0.0059    0.1704       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.6831  0.1615   4.2302  2.3344e-05  0.0457     0.0242  1.0031     0.0060    0.1637       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.5381  0.0732   7.3477  2.0170e-13  0.1785     0.0281  1.0007     0.0063    0.1705       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.6760  0.1113   6.0739  1.2487e-09  0.0827     0.0246  0.9944     0.0061    0.1584       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7955  0.0885   8.9926  2.4154e-19  0.1848     0.0249  1.0109     0.0061    0.1688       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.5565  0.1479   3.7633  1.6767e-04  0.0487     0.0251  1.0022     0.0063    0.1665       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.9564  0.0745  12.8387  9.9474e-38  0.1397     0.0273  0.9930     0.0064    0.4230       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  1.0019  0.1249   8.0226  1.0353e-15  0.0504     0.0231  0.9946     0.0061    0.5151       0.0051
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.4191  1.3402   1.0589  2.8966e-01  0.0097     0.0202  1.0004     0.0054    0.4218       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.3421  0.8941   1.5012  1.3331e-01  0.0141     0.0240  1.0064     0.0061    0.3490       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.6641  0.0943   7.0426  1.8868e-12  0.0995     0.0247  0.9945     0.0064    0.2003       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.7784  0.1493   5.2152  1.8358e-07  0.0652     0.0233  1.0019     0.0065    0.1657       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.8059  0.4249   1.8967  5.7869e-02  0.0181     0.0224  0.9977     0.0061    0.2054       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par31.sumstats.gz  0.8919  0.3058   2.9166  3.5386e-03  0.0251     0.0203  1.0129     0.0061    0.2026       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.5557  0.0654   8.5006   1.8865e-17  0.1826     0.0249  0.9940     0.0059    0.1852       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.8075  0.1057   7.6401   2.1701e-14  0.0812     0.0242  0.9995     0.0062    0.2274       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.7138  0.0744   9.5890   8.8963e-22  0.1718     0.0295  0.9954     0.0065    0.1821       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.7031  0.0662  10.6265   2.2431e-26  0.1466     0.0264  1.0042     0.0061    0.2347       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.6610  0.0870   7.5936   3.1122e-14  0.1172     0.0254  0.9927     0.0062    0.1843       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par13.sumstats.gz  0.8640  0.2183   3.9583   7.5474e-05  0.0357     0.0229  1.0001     0.0056    0.2462       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.9886  0.0399  24.7941  1.0389e-135  0.1240     0.0242  0.9942     0.0065    0.7243       0.0062
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par15.sumstats.gz  1.1678  0.1311   8.9093   5.1336e-19  0.0574     0.0217  1.0021     0.0061    0.5032       0.0053
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.5381  0.0715   7.5209   5.4395e-14  0.1502     0.0233  0.9942     0.0063    0.1876       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.7403  0.0733  10.0993   5.5614e-24  0.1869     0.0284  1.0076     0.0067    0.1910       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.8535  0.1109   7.6935   1.4312e-14  0.0782     0.0215  0.9992     0.0059    0.2006       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.7972  0.1581   5.0422   4.6022e-07  0.0457     0.0242  1.0031     0.0060    0.2355       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.7019  0.0724   9.6987   3.0542e-22  0.1785     0.0281  1.0007     0.0063    0.1887       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.6370  0.0944   6.7446   1.5345e-11  0.0827     0.0246  0.9944     0.0061    0.1855       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.7651  0.0623  12.2909   1.0143e-34  0.1848     0.0249  1.0109     0.0061    0.1923       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.8703  0.1699   5.1216   3.0290e-07  0.0487     0.0251  1.0022     0.0063    0.2407       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.5746  0.0759   7.5690   3.7601e-14  0.1397     0.0273  0.9930     0.0064    0.2115       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.6797  0.1320   5.1476   2.6388e-07  0.0504     0.0231  0.9946     0.0061    0.1860       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par26.sumstats.gz  1.3946  1.4280   0.9766   3.2876e-01  0.0097     0.0202  1.0004     0.0054    0.2377       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.1190  0.8276   1.3521   1.7633e-01  0.0141     0.0240  1.0064     0.0061    0.2168       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.9115  0.0653  13.9545   2.9537e-44  0.0995     0.0247  0.9945     0.0064    0.5123       0.0056
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par29.sumstats.gz  1.0311  0.1076   9.5815   9.5651e-22  0.0652     0.0233  1.0019     0.0065    0.5555       0.0057
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par30.sumstats.gz  1.4460  0.6832   2.1165   3.4298e-02  0.0181     0.0224  0.9977     0.0061    0.4272       0.0050
