ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000073969	NSF	-0.867256063299814	-0.864951212769077	-0.0229721305531507	-0.53734725426309	-0.736277248662182	-0.919235703424338	-1.28789996963384	-0.534079756022329	-0.0431186362196871	-1.06866093228443	-0.111485920736695	0.411173103938378	0.745609875609909	0.809073385842785	-2.44180172108415	-0.558425054482179	0.756509981076235	0.809073385842785	0.809073385842785	0.737770500705894	0.809073385842785	-0.488784638106247	0.809073385842785	0.809073385842785	0.665757277000145	0.809073385842785	0.809073385842785	0.809073385842785	0.781676884556835
ENSG00000078018	MAP2	0.182041326918106	0.182041326918106	0.182041326918106	0.182041326918106	0.182041326918106	0.182041326918106	0.159074562796518	0.182041326918106	0.182041326918106	-0.853491477232333	-0.0755018381711413	0.105559389178411	0.182041326918106	0.182041326918106	-2.41227165734891	-0.886035071962751	-0.072252940448262	0.137976453985168	0.182041326918106	0.0308258337172545	0.182041326918106	-0.887591260951164	0.161949014107205	0.182041326918106	0.00314303291280523	0.0928162114697234	0.182041326918106	0.111322695955256	0.107566755240402
ENSG00000108379	WNT3	0.217009291280995	0.0911080809885031	0.111419869294218	0.142356266561536	0.598759915836993	0.870450265390478	0.237970164880177	0.750535696217609	0.331166783435388	-0.746711597455411	-0.0377440241808026	-0.0325169061555048	-0.145487337988797	0.0249940245957091	-1.04106062408227	-0.654019891425352	-0.514263641591878	-0.258030582405878	-0.505074848937877	-0.186074107936472	-0.379368325878429	-0.735811221229352	0.082460042158565	0.0818228911549222	-0.384680492227273	0.259698222640156	0.0860127450996019	-0.0696671918126966	-0.336581461022576
ENSG00000120071	KANSL1	0.487470765544323	1.35724291724426	0.726297131651419	0.897406749725434	0.752350719219446	0.587263394951314	-0.164663336969347	0.581475104699853	0.582996639158421	-0.419885190150396	0.136696590699944	-0.464404304435864	-0.832840949081919	-0.361864802780721	-1.36245101951732	-0.825294508361436	-1.35514902027807	-0.859592220082856	-0.712041397290264	-0.120471183182131	-0.208701058369441	-0.884478373348768	-0.112721106824402	-0.420372664763289	-0.354966760332161	-0.199108251950052	0.0503510258473899	-0.0199439293123411	-0.931312418741201
ENSG00000120088	CRHR1	-0.954682969692011	-0.594627991558575	-0.593107464762522	-0.6750474622325	-0.0889891420472499	0.0770940188772263	-0.139185430522201	-0.217264702682331	-0.132765297558298	-0.682410637577083	0.334976478095857	0.591139500652962	0.634708646976054	0.69760822543546	-1.00767704780708	-0.0713250585618228	0.224874193797974	0.108321436932596	0.377321236381533	0.545800378041444	0.385638661304632	-0.226857432168325	0.777186338239915	0.109137482899695	-0.144510951293047	0.937812001630577	0.733962122388117	0.429725421434302	-0.049077906347178
ENSG00000123352	SPATS2	0.691549378372563	0.765864042002774	0.779635312745618	0.762207309107988	0.512642595851546	0.429211211915354	0.161528633070599	0.390335518752238	0.423515937445813	-0.599543628408803	-0.366023060786632	-0.236083192108469	0.263736332823356	0.0586863691651954	-1.77700976945774	-1.0733579683641	-0.493417634582607	-0.226647148984512	0.0109167242332056	-0.471705180360179	0.0662771307091939	-1.27522778535372	-0.168990228207686	-0.230022537299473	-0.720671311659352	-0.371520209381702	-0.251480201945702	-0.185657995463244	-0.49771745584025
ENSG00000123416	TUBA1B	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	-0.0202297052650953	0.00313090299544516	-0.11411802092188	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516	0.00313090299544516
ENSG00000135451	TROAP	1.82386839672595	2.78990923390965	0.0489151413332521	0.392522611336453	0.389395639226437	0.377923878387448	0.0859183090133114	-0.027995427602147	0.201428562475036	0.0480844462814203	0.190960228066805	-0.192109284841347	-0.381578811581663	-0.410520848697037	-0.45879680103865	-0.411601601163871	-0.443592035352625	-0.425624674918497	-0.451351672629262	-0.448505969858497	-0.453439883095871	-0.436144241696591	-0.456150514677465	-0.45557004732109	-0.454239958661831	-0.446500163234587	-0.453490116543115	-0.443034626346285	-0.46227246417449
ENSG00000139549	DHH	-0.0310274248887341	-0.117937942578169	-0.0943632207779193	-0.104296996933729	-0.0172430916737714	-0.017280015033439	-0.0300065187726165	0.0130707404185169	0.00340372540471645	0.113384262450998	0.200221314154995	0.0850108654365999	-0.0315740196608641	0.00446054866765006	0.156919470760752	0.180117907735148	0.0304108292974217	-0.011479384095129	-0.0530908643913224	-0.0329805622810657	0.073883551312161	-0.00351671637287338	-0.0259771252131776	0.0308378820094241	0.0234167214363034	0.0577111580704442	0.000537370890989971	-0.020141606986516	-0.0354148011616844
ENSG00000139636	LMBR1L	0.184749777090112	0.378423873225392	0.824988963516891	0.772761944851588	0.980212078883022	1.01944261361636	1.17173585259601	0.646704953529579	0.817302318542636	-0.560335055638613	0.641177841992633	-0.216856655159766	-0.23404954784557	-0.551676779121784	-1.10712612965444	-0.723356833644582	-0.50105397404853	-0.794778463175464	-1.03316444676515	-0.547612829684975	-0.742127338068826	-1.00018868055527	-0.398827738427837	-1.22821219993221	-0.884373951153319	-0.289565491037102	-0.237510005938544	-0.213553538102232	-0.914148713417747
