Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.up	8_pcw	3145	1	0.999834975846412	1	ENSG00000167523
DEG.up	9_pcw	2670	2	0.993811759347934	1	ENSG00000165617:ENSG00000120071
DEG.up	12_pcw	2310	4	0.848239778026822	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000120071
DEG.up	13_pcw	1757	3	0.830231116809063	1	ENSG00000100592:ENSG00000165617:ENSG00000120071
DEG.up	16_pcw	1215	5	0.185461459558283	1	ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000120071:ENSG00000137801
DEG.up	17_pcw	899	5	0.072534942228432	1	ENSG00000100592:ENSG00000165617:ENSG00000258839:ENSG00000167523:ENSG00000204991
DEG.up	19_pcw	937	5	0.0833084108799621	1	ENSG00000100592:ENSG00000258839:ENSG00000167523:ENSG00000204991:ENSG00000075399
DEG.up	21_pcw	823	4	0.149369244037426	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000204991
DEG.up	24_pcw	754	4	0.118674385324827	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524
DEG.up	26_pcw	10	0	1	1	
DEG.up	37_pcw	2066	5	0.602329766240666	1	ENSG00000186665:ENSG00000182871:ENSG00000123243:ENSG00000186866:ENSG00000137801
DEG.up	4_mos	550	3	0.158320517936901	1	ENSG00000170017:ENSG00000204291:ENSG00000187123
DEG.up	10_mos	258	0	1	1	
DEG.up	1_yrs	920	2	0.678557572949305	1	ENSG00000073969:ENSG00000172575
DEG.up	2_yrs	754	1	0.855282015583241	1	ENSG00000182871
DEG.up	3_yrs	1411	2	0.878792234099055	1	ENSG00000182871:ENSG00000123243
DEG.up	4_yrs	262	0	1	1	
DEG.up	8_yrs	845	2	0.63192850396191	1	ENSG00000073969:ENSG00000172575
DEG.up	11_yrs	648	2	0.486364530176482	1	ENSG00000073969:ENSG00000172575
DEG.up	13_yrs	751	0	1	1	
DEG.up	15_yrs	150	1	0.314551227282431	1	ENSG00000073969
DEG.up	18_yrs	825	1	0.879913449555976	1	ENSG00000123243
DEG.up	19_yrs	995	2	0.720425693645215	1	ENSG00000073969:ENSG00000172575
DEG.up	21_yrs	1128	3	0.543183206975771	1	ENSG00000170017:ENSG00000073969:ENSG00000172575
DEG.up	23_yrs	936	0	1	1	
DEG.up	30_yrs	1389	4	0.46300618183891	1	ENSG00000003249:ENSG00000140995:ENSG00000073969:ENSG00000075399
DEG.up	36_yrs	746	2	0.562904091196256	1	ENSG00000238083:ENSG00000073969
DEG.up	37_yrs	938	4	0.206518814830983	1	ENSG00000221819:ENSG00000141013:ENSG00000073969:ENSG00000172575
DEG.up	40_yrs	641	0	1	1	
DEG.down	8_pcw	1190	4	0.347885171053911	1	ENSG00000120088:ENSG00000140995:ENSG00000123243:ENSG00000073969
DEG.down	9_pcw	1187	3	0.57865830689623	1	ENSG00000177946:ENSG00000120088:ENSG00000140995
DEG.down	12_pcw	1804	7	0.159894402089812	1	ENSG00000170017:ENSG00000182871:ENSG00000120088:ENSG00000140995:ENSG00000123243:ENSG00000187123:ENSG00000172575
DEG.down	13_pcw	1794	7	0.156662029681644	1	ENSG00000170017:ENSG00000182871:ENSG00000120088:ENSG00000140995:ENSG00000187123:ENSG00000073969:ENSG00000172575
DEG.down	16_pcw	1197	2	0.811437577755876	1	ENSG00000073969:ENSG00000172575
DEG.down	17_pcw	384	2	0.249858172635552	1	ENSG00000123243:ENSG00000172575
DEG.down	19_pcw	558	1	0.758788539439104	1	ENSG00000172575
DEG.down	21_pcw	514	1	0.729699741607007	1	ENSG00000073969
DEG.down	24_pcw	438	0	1	1	
DEG.down	26_pcw	28	0	1	1	
DEG.down	37_pcw	926	1	0.908035584740609	1	ENSG00000044524
DEG.down	4_mos	433	2	0.295564300526604	1	ENSG00000044524:ENSG00000120071
DEG.down	10_mos	518	1	0.732479820446814	1	ENSG00000186665
DEG.down	1_yrs	1016	1	0.927597101132628	1	ENSG00000186665
DEG.down	2_yrs	4316	8	0.880493803751321	1	ENSG00000177946:ENSG00000100592:ENSG00000003249:ENSG00000120071:ENSG00000186868:ENSG00000073969:ENSG00000167523:ENSG00000141002
