Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.up	Adipose_Tissue	1919	0	1	1	
DEG.up	Adrenal_Gland	1549	0	1	1	
DEG.up	Bladder	843	2	0.128183409551857	1	ENSG00000044524:ENSG00000119514
DEG.up	Blood	2296	0	1	1	
DEG.up	Blood_Vessel	2703	2	0.607012340954577	1	ENSG00000165617:ENSG00000044524
DEG.up	Brain	3221	5	0.0828148885732076	1	ENSG00000003249:ENSG00000164627:ENSG00000186868:ENSG00000073969:ENSG00000204991
DEG.up	Breast	1978	0	1	1	
DEG.up	Cervix_Uteri	3029	2	0.671187373549245	1	ENSG00000044524:ENSG00000120071
DEG.up	Colon	1580	2	0.328205573936062	1	ENSG00000119514:ENSG00000204991
DEG.up	Esophagus	1264	1	0.61565009873766	1	ENSG00000119514
DEG.up	Fallopian_Tube	490	0	1	1	
DEG.up	Heart	614	0	1	1	
DEG.up	Kidney	1363	0	1	1	
DEG.up	Liver	1536	1	0.688784462039391	1	ENSG00000108379
DEG.up	Lung	4262	0	1	1	
DEG.up	Muscle	1143	2	0.206931053609317	1	ENSG00000003249:ENSG00000186868
DEG.up	Nerve	5911	2	0.950242043603162	1	ENSG00000165617:ENSG00000044524
DEG.up	Ovary	5714	6	0.237997542051279	1	ENSG00000221819:ENSG00000165617:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000258839
DEG.up	Pancreas	747	0	1	1	
DEG.up	Pituitary	5188	6	0.173818621658908	1	ENSG00000177946:ENSG00000141013:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000204991
DEG.up	Prostate	3333	2	0.7236526066176	1	ENSG00000044524:ENSG00000258839
DEG.up	Salivary_Gland	1899	1	0.765899171581931	1	ENSG00000119514
DEG.up	Skin	3140	3	0.415317238795581	1	ENSG00000177946:ENSG00000150556:ENSG00000108379
DEG.up	Small_Intestine	2786	2	0.624137605387723	1	ENSG00000119514:ENSG00000204991
DEG.up	Spleen	4308	0	1	1	
DEG.up	Stomach	1109	2	0.197678192651472	1	ENSG00000119514:ENSG00000150556
DEG.up	Testis	12379	11	0.282511530928214	1	ENSG00000177946:ENSG00000165617:ENSG00000141013:ENSG00000120071:ENSG00000164627:ENSG00000176681:ENSG00000150556:ENSG00000258839:ENSG00000126856:ENSG00000204991:ENSG00000108379
DEG.up	Thyroid	5722	8	0.0471251067731023	1	ENSG00000221819:ENSG00000165617:ENSG00000044524:ENSG00000119514:ENSG00000141013:ENSG00000120071:ENSG00000258839:ENSG00000204991
DEG.up	Uterus	5589	2	0.937052422330284	1	ENSG00000044524:ENSG00000120071
DEG.up	Vagina	2864	2	0.639741397306783	1	ENSG00000044524:ENSG00000120071
DEG.down	Adipose_Tissue	1601	4	0.0284497924966764	0.853493774900293	ENSG00000003249:ENSG00000258839:ENSG00000204991:ENSG00000108379
DEG.down	Adrenal_Gland	3492	5	0.108380326022338	1	ENSG00000165617:ENSG00000119514:ENSG00000186868:ENSG00000258839:ENSG00000204991
DEG.down	Bladder	105	0	1	1	
DEG.down	Blood	6212	8	0.0715342756671768	1	ENSG00000182871:ENSG00000165617:ENSG00000003249:ENSG00000119514:ENSG00000141013:ENSG00000150556:ENSG00000258839:ENSG00000073969
