Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.up	8_pcw	3145	4	0.999146659952094	1	ENSG00000084693:ENSG00000157851:ENSG00000189319:ENSG00000167523
DEG.up	9_pcw	2670	5	0.984792009660656	1	ENSG00000084693:ENSG00000165617:ENSG00000157851:ENSG00000189319:ENSG00000120071
DEG.up	12_pcw	2310	5	0.956974580039043	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000120071
DEG.up	13_pcw	1757	4	0.922043655956132	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000120071
DEG.up	16_pcw	1215	5	0.518015814333605	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071
DEG.up	17_pcw	899	6	0.13754113305207	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000258839:ENSG00000167523:ENSG00000204991
DEG.up	19_pcw	937	8	0.0288245662918056	0.835912422462364	ENSG00000185324:ENSG00000100592:ENSG00000157851:ENSG00000115226:ENSG00000258839:ENSG00000167523:ENSG00000204991:ENSG00000075399
DEG.up	21_pcw	823	5	0.217460261011899	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000204991
DEG.up	24_pcw	754	5	0.170671433040442	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524
DEG.up	26_pcw	10	0	1	1	
DEG.up	37_pcw	2066	4	0.96780031602038	1	ENSG00000186665:ENSG00000138080:ENSG00000123243:ENSG00000175745
DEG.up	4_mos	550	3	0.363371151264981	1	ENSG00000204291:ENSG00000178773:ENSG00000184922
DEG.up	10_mos	258	0	1	1	
DEG.up	1_yrs	920	2	0.880678429017676	1	ENSG00000184922:ENSG00000073969
DEG.up	2_yrs	754	2	0.799248132214483	1	ENSG00000138080:ENSG00000107902
DEG.up	3_yrs	1411	3	0.921269026387993	1	ENSG00000138080:ENSG00000123243:ENSG00000107902
DEG.up	4_yrs	262	0	1	1	
DEG.up	8_yrs	845	3	0.64696349431703	1	ENSG00000184922:ENSG00000107902:ENSG00000073969
DEG.up	11_yrs	648	2	0.724909091831002	1	ENSG00000138028:ENSG00000073969
DEG.up	13_yrs	751	1	0.950298925972361	1	ENSG00000107902
DEG.up	15_yrs	150	1	0.445059699932804	1	ENSG00000073969
DEG.up	18_yrs	825	3	0.630656375772925	1	ENSG00000138080:ENSG00000123243:ENSG00000107902
DEG.up	19_yrs	995	5	0.347244824241775	1	ENSG00000138028:ENSG00000184922:ENSG00000107902:ENSG00000073969:ENSG00000119777
DEG.up	21_yrs	1128	1	0.989546876918152	1	ENSG00000073969
DEG.up	23_yrs	936	1	0.976769380623158	1	ENSG00000107902
DEG.up	30_yrs	1389	10	0.0420690537626079	1	ENSG00000138028:ENSG00000003249:ENSG00000140995:ENSG00000184922:ENSG00000138030:ENSG00000107902:ENSG00000073969:ENSG00000225190:ENSG00000119777:ENSG00000075399
DEG.up	36_yrs	746	2	0.794313225228384	1	ENSG00000238083:ENSG00000073969
DEG.up	37_yrs	938	4	0.501484175519216	1	ENSG00000221819:ENSG00000141013:ENSG00000073969:ENSG00000119777
DEG.up	40_yrs	641	1	0.922196270349964	1	ENSG00000107902
DEG.down	8_pcw	1190	9	0.0407990763127176	1	ENSG00000138028:ENSG00000120088:ENSG00000140995:ENSG00000184922:ENSG00000123243:ENSG00000138030:ENSG00000107902:ENSG00000073969:ENSG00000225190
DEG.down	9_pcw	1187	8	0.0898000687054796	1	ENSG00000177946:ENSG00000138028:ENSG00000120088:ENSG00000140995:ENSG00000184922:ENSG00000138030:ENSG00000107902:ENSG00000084764
DEG.down	12_pcw	1804	8	0.407074194991709	1	ENSG00000185324:ENSG00000138028:ENSG00000120088:ENSG00000140995:ENSG00000184922:ENSG00000123243:ENSG00000107902:ENSG00000119777
DEG.down	13_pcw	1794	8	0.400918906180585	1	ENSG00000138028:ENSG00000178773:ENSG00000120088:ENSG00000140995:ENSG00000184922:ENSG00000107902:ENSG00000073969:ENSG00000119777
DEG.down	16_pcw	1197	3	0.85486608943246	1	ENSG00000184922:ENSG00000107902:ENSG00000073969
DEG.down	17_pcw	384	2	0.443731041005527	1	ENSG00000123243:ENSG00000107902
DEG.down	19_pcw	558	0	1	1	
DEG.down	21_pcw	514	2	0.600056128832111	1	ENSG00000107902:ENSG00000073969
DEG.down	24_pcw	438	1	0.823474735356422	1	ENSG00000107902
DEG.down	26_pcw	28	0	1	1	
DEG.down	37_pcw	926	1	0.975789079779455	1	ENSG00000044524
DEG.down	4_mos	433	3	0.238694704741253	1	ENSG00000044524:ENSG00000189319:ENSG00000120071
DEG.down	10_mos	518	2	0.604320372614545	1	ENSG00000186665:ENSG00000157851
DEG.down	1_yrs	1016	2	0.912788648094255	1	ENSG00000084693:ENSG00000186665
DEG.down	2_yrs	4316	15	0.740832568912285	1	ENSG00000131966:ENSG00000084693:ENSG00000177946:ENSG00000138028:ENSG00000162368:ENSG00000100592:ENSG00000003249:ENSG00000165660:ENSG00000120071:ENSG00000084764:ENSG00000186868:ENSG00000073969:ENSG00000139970:ENSG00000167523:ENSG00000141002
DEG.down	3_yrs	2598	7	0.898069914668885	1	ENSG00000131966:ENSG00000177946:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000120071:ENSG00000167523
DEG.down	4_yrs	74	0	1	1	
DEG.down	8_yrs	1535	9	0.141266784099642	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000189319:ENSG00000187741:ENSG00000120071:ENSG00000204991:ENSG00000158805
DEG.down	11_yrs	910	3	0.696496463082224	1	ENSG00000186665:ENSG00000100592:ENSG00000157851
DEG.down	13_yrs	1375	4	0.794768880395777	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524
DEG.down	15_yrs	69	0	1	1	
DEG.down	18_yrs	2450	4	0.99033446168051	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000120071
DEG.down	19_yrs	1211	4	0.704493171820669	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524
DEG.down	21_yrs	1392	5	0.641627369292881	1	ENSG00000084693:ENSG00000186665:ENSG00000185324:ENSG00000157851:ENSG00000044524
DEG.down	23_yrs	1081	5	0.414914155057281	1	ENSG00000084693:ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524
DEG.down	30_yrs	1901	7	0.622320051200368	1	ENSG00000186665:ENSG00000162368:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000165660:ENSG00000100575
DEG.down	36_yrs	1450	5	0.677785083916798	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524
DEG.down	37_yrs	816	5	0.212529794451678	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524
DEG.down	40_yrs	1105	6	0.260948054985607	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071
DEG.twoside	8_pcw	4335	13	0.895948504828494	1	ENSG00000084693:ENSG00000138028:ENSG00000120088:ENSG00000140995:ENSG00000157851:ENSG00000189319:ENSG00000184922:ENSG00000123243:ENSG00000138030:ENSG00000107902:ENSG00000073969:ENSG00000225190:ENSG00000167523
DEG.twoside	9_pcw	3857	13	0.76877680910041	1	ENSG00000084693:ENSG00000177946:ENSG00000138028:ENSG00000120088:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000189319:ENSG00000184922:ENSG00000120071:ENSG00000138030:ENSG00000107902:ENSG00000084764
DEG.twoside	12_pcw	4114	13	0.846110465828129	1	ENSG00000186665:ENSG00000185324:ENSG00000138028:ENSG00000120088:ENSG00000100592:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000184922:ENSG00000123243:ENSG00000120071:ENSG00000107902:ENSG00000119777
DEG.twoside	13_pcw	3551	12	0.756838259603891	1	ENSG00000138028:ENSG00000178773:ENSG00000120088:ENSG00000100592:ENSG00000165617:ENSG00000140995:ENSG00000157851:ENSG00000184922:ENSG00000120071:ENSG00000107902:ENSG00000073969:ENSG00000119777
DEG.twoside	16_pcw	2412	8	0.74177891777466	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000184922:ENSG00000120071:ENSG00000107902:ENSG00000073969
DEG.twoside	17_pcw	1283	8	0.12527833064092	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000123243:ENSG00000107902:ENSG00000258839:ENSG00000167523:ENSG00000204991
DEG.twoside	19_pcw	1495	8	0.225599533378326	1	ENSG00000185324:ENSG00000100592:ENSG00000157851:ENSG00000115226:ENSG00000258839:ENSG00000167523:ENSG00000204991:ENSG00000075399
DEG.twoside	21_pcw	1337	7	0.264751871744071	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000107902:ENSG00000073969:ENSG00000204991
DEG.twoside	24_pcw	1192	6	0.320488248098431	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000107902
DEG.twoside	26_pcw	38	0	1	1	
DEG.twoside	37_pcw	2992	5	0.994464278514078	1	ENSG00000186665:ENSG00000138080:ENSG00000044524:ENSG00000123243:ENSG00000175745
DEG.twoside	4_mos	983	6	0.184030483145258	1	ENSG00000204291:ENSG00000178773:ENSG00000044524:ENSG00000189319:ENSG00000184922:ENSG00000120071
DEG.twoside	10_mos	776	2	0.81229217322979	1	ENSG00000186665:ENSG00000157851
DEG.twoside	1_yrs	1936	4	0.952826502932613	1	ENSG00000084693:ENSG00000186665:ENSG00000184922:ENSG00000073969
DEG.twoside	2_yrs	5070	17	0.809432648455004	1	ENSG00000131966:ENSG00000084693:ENSG00000177946:ENSG00000138028:ENSG00000162368:ENSG00000100592:ENSG00000003249:ENSG00000138080:ENSG00000165660:ENSG00000120071:ENSG00000107902:ENSG00000084764:ENSG00000186868:ENSG00000073969:ENSG00000139970:ENSG00000167523:ENSG00000141002
DEG.twoside	3_yrs	4009	10	0.967694189228804	1	ENSG00000131966:ENSG00000177946:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000138080:ENSG00000123243:ENSG00000120071:ENSG00000107902:ENSG00000167523
DEG.twoside	4_yrs	336	0	1	1	
DEG.twoside	8_yrs	2380	12	0.211354480274417	1	ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000189319:ENSG00000187741:ENSG00000184922:ENSG00000120071:ENSG00000107902:ENSG00000073969:ENSG00000204991:ENSG00000158805
DEG.twoside	11_yrs	1558	5	0.738655833077199	1	ENSG00000186665:ENSG00000138028:ENSG00000100592:ENSG00000157851:ENSG00000073969
DEG.twoside	13_yrs	2126	5	0.929690840602951	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000107902
DEG.twoside	15_yrs	219	1	0.577486669160142	1	ENSG00000073969
DEG.twoside	18_yrs	3275	7	0.981185141169023	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000138080:ENSG00000123243:ENSG00000120071:ENSG00000107902
DEG.twoside	19_yrs	2206	9	0.497257391263825	1	ENSG00000186665:ENSG00000138028:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000184922:ENSG00000107902:ENSG00000073969:ENSG00000119777
DEG.twoside	21_yrs	2520	6	0.94135113375607	1	ENSG00000084693:ENSG00000186665:ENSG00000185324:ENSG00000157851:ENSG00000044524:ENSG00000073969
DEG.twoside	23_yrs	2017	6	0.814022801972881	1	ENSG00000084693:ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000044524:ENSG00000107902
DEG.twoside	30_yrs	3290	17	0.128564512137459	1	ENSG00000186665:ENSG00000138028:ENSG00000162368:ENSG00000100592:ENSG00000165617:ENSG00000003249:ENSG00000140995:ENSG00000044524:ENSG00000165660:ENSG00000184922:ENSG00000138030:ENSG00000107902:ENSG00000073969:ENSG00000225190:ENSG00000100575:ENSG00000119777:ENSG00000075399
DEG.twoside	36_yrs	2196	7	0.769723457864064	1	ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000238083:ENSG00000073969
DEG.twoside	37_yrs	1754	9	0.24206991285589	1	ENSG00000221819:ENSG00000186665:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000141013:ENSG00000073969:ENSG00000119777
DEG.twoside	40_yrs	1746	7	0.528749158947258	1	ENSG00000131165:ENSG00000100592:ENSG00000165617:ENSG00000157851:ENSG00000044524:ENSG00000120071:ENSG00000107902
