ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000003249	DBNDD1	4.01726449945443	4.26224921121714	4.51075459531511	4.36561346597769	4.83145394104378	4.9027100424132	5.10756144187225	4.77272502055319	5.15623513654012	3.83534560313886	4.51863631065093	4.51275238551528	4.93910156705072	4.8549095911591	3.75079457554407	4.54608513335681	4.69483092516525	4.95985550210005	4.6585122533087	5.33062578400266	4.52096501390804	4.61916867322178	5.20744340620952	4.55784885678	4.60154649202226	5.50336813230974	4.92604507916054	4.76938156199368	4.86688205926786
ENSG00000044524	EPHA3	3.81768043127211	3.73055298605344	2.97934161300447	3.21620609161602	4.16767168875144	3.73400071526378	2.79289787976739	3.33592695487823	3.70205196464208	2.02919739171698	1.39103944106069	1.61813776853827	1.52030685320651	2.15455813617863	0.586566203129999	0.935795979177211	0.931955053522289	1.31096618020194	1.55036048220058	1.14371196176949	1.48772879625476	0.703823562773859	1.31702541401027	1.44138403847107	1.05511211454213	1.05327789648897	1.16011959309413	1.37917374031059	1.0532765761827
ENSG00000073969	NSF	3.9960958928289	3.99840074335963	4.84037982557556	4.32600470186562	4.12707470746653	3.94411625270437	3.57545198649487	4.32927220010638	4.82023331990902	3.79469102384429	4.75186603539202	5.27452506006709	5.60896183173862	5.6724253419715	2.42155023504456	4.30492690164653	5.61986193720494	5.6724253419715	5.6724253419715	5.6011224568346	5.6724253419715	4.37456731802246	5.6724253419715	5.6724253419715	5.52910923312885	5.6724253419715	5.6724253419715	5.6724253419715	5.64502884068555
ENSG00000075399	VPS9D1	3.08723016768406	3.28410280285247	3.21913721959456	3.32324675898762	3.63240225081758	4.01801476839413	4.25094900827918	3.80870150857072	3.6208206811438	3.09486761047043	3.98847511477203	3.69211420418976	3.59849578796899	3.44693229310772	3.47872272109187	3.37934658173463	3.49117290494245	3.35415458194919	2.94451759598633	3.67676391302171	3.09325551897923	3.64882703518068	3.86899938991064	3.17457111415036	3.54385836852467	4.26711623126023	3.74644480209192	3.62516729547955	3.75949523831754
ENSG00000084693	AGBL5	3.80508227478547	3.72853765842619	3.36503704017446	3.30277447079598	3.49209089396708	3.56299997047051	3.47444803528749	3.28424030740399	3.51004515598459	2.8568102921428	3.39183924641265	2.96880229225512	2.64625653402837	2.4866700413528	2.28046997292873	2.69705343685923	3.29802850467604	2.99407543333043	2.62464304788129	2.5716973187199	2.46297920844366	2.69356298904824	2.66868652678168	2.39341613559649	2.52632686844177	2.72652361237482	2.64936151346587	2.71315488087269	2.91671416702979
ENSG00000084764	MAPRE3	4.32936367185584	4.08134601728475	5.12186636907556	5.18227109876133	5.19574926275541	5.35668872684957	5.57451903535128	5.49020083050666	5.42262246482204	4.65578651197734	5.11110846384845	5.49408068885173	5.65383407360663	5.66635061208763	4.07479915048272	5.18009860134865	5.6125734417825	5.66922656765806	5.63452219781845	5.64874753580026	5.6724253419715	4.97032593209415	5.65069466479635	5.63344813694993	5.50052327708134	5.6724253419715	5.63705903059495	5.58069800312037	5.64058385721508
ENSG00000100575	TIMM9	3.87311624901545	3.65273610626343	3.7211298327047	3.62329787463869	3.32699132732916	3.47121514996313	3.69636794002526	3.31458566642178	3.50017508288961	3.20556365610384	3.59591081565581	3.18338951317914	2.95476242866447	2.81939606952517	2.54302031854472	2.83535333125865	4.15789532808783	3.15375017180621	3.3010615636615	2.78136130596887	3.37221018464276	2.98341660917623	2.87817806279089	3.01145275112521	2.97233495534759	2.68910000376906	2.86088015190688	3.09424113661425	3.74870317623485
ENSG00000100592	DAAM1	3.39622268283532	3.42603290874295	4.02207106932677	3.78936455134112	3.96134632952274	3.99974277653781	3.81970320717802	4.2824699052959	3.87762609803315	2.25260887832029	2.55426692350919	2.45300232747717	2.47721599199508	2.60706274840013	1.26246936385665	1.52246481337576	1.48345774827889	1.71342031407579	1.98790734236915	1.75248207328283	2.55699681528473	1.62007615524983	1.7513170997782	2.25405338717313	1.97484159761348	1.46777005526977	1.99621833062222	2.07206816838779	1.91828971710848
ENSG00000107902	LHPP	1.64801965106548	1.29452241466224	1.64435174217185	1.67492351573039	1.66790058992283	2.10464293777357	2.67055045766206	2.26558790104022	2.33248334908027	3.5214345834799	3.67911668038757	3.91566885623021	3.49746257790878	3.43880650339437	5.03408999924933	4.64390157805679	4.62432546391196	4.30972505727132	3.89444763896436	4.32538402567076	4.06959365823093	5.13955339716361	4.35438495262636	3.61833603190498	4.75464131707004	4.96732099293111	3.95061451810902	4.15107475148752	4.33657967536477
ENSG00000108379	WNT3	1.66304089938261	1.53713968909012	1.55745147739584	1.58838787466315	2.04479152393861	2.3164818734921	1.6840017729818	2.19656730431923	1.77719839153701	0.699320010646208	1.40828758392082	1.41351470194611	1.30054427011282	1.47102563269733	0.404970984019347	0.792011716676267	0.931767966509741	1.18800102569574	0.940956759163742	1.25995750016515	1.06666328222319	0.710220386872266	1.52849165026018	1.52785449925654	1.06135111587435	1.70572983074177	1.53204435320122	1.37636441628892	1.10945014707904
