ensg	symbol	8_pcw	9_pcw	12_pcw	13_pcw	16_pcw	17_pcw	19_pcw	21_pcw	24_pcw	26_pcw	37_pcw	4_mos	10_mos	1_yrs	2_yrs	3_yrs	4_yrs	8_yrs	11_yrs	13_yrs	15_yrs	18_yrs	19_yrs	21_yrs	23_yrs	30_yrs	36_yrs	37_yrs	40_yrs
ENSG00000003249	DBNDD1	-0.678663916232522	-0.433679204469809	-0.185173820371835	-0.330314949709256	0.135525525356836	0.206781626726246	0.411633026185304	0.0767966048662366	0.460306720853173	-0.860582812548087	-0.177292105036024	-0.183176030171666	0.243173151363767	0.15898117547215	-0.945133840142879	-0.149843282330135	-0.00109749052170205	0.263927086413098	-0.0374161623782479	0.634697368315706	-0.174963401778905	-0.0767597424651727	0.511514990522573	-0.138079558906948	-0.0943819236646922	0.807439716622791	0.230116663473591	0.0734531463067343	0.170953643580915
ENSG00000073969	NSF	-0.867256063299814	-0.864951212769077	-0.0229721305531507	-0.53734725426309	-0.736277248662182	-0.919235703424338	-1.28789996963384	-0.534079756022329	-0.0431186362196871	-1.06866093228443	-0.111485920736695	0.411173103938378	0.745609875609909	0.809073385842785	-2.44180172108415	-0.558425054482179	0.756509981076235	0.809073385842785	0.809073385842785	0.737770500705894	0.809073385842785	-0.488784638106247	0.809073385842785	0.809073385842785	0.665757277000145	0.809073385842785	0.809073385842785	0.809073385842785	0.781676884556835
ENSG00000075399	VPS9D1	-0.457473575822686	-0.260600940654272	-0.325566523912181	-0.221456984519123	0.0876985073108352	0.473311024887392	0.706245264772443	0.263997765063975	0.0761169376370568	-0.449836133036316	0.44377137126529	0.147410460683016	0.0537920444622514	-0.0977714503990179	-0.0659810224148695	-0.165357161772116	-0.0535308385642963	-0.190549161557553	-0.600186147520417	0.132060169514967	-0.451448224527513	0.104123291673936	0.3242956464039	-0.370132629356385	-0.000845374982074043	0.722412487753491	0.201741058585175	0.0804635519728124	0.214791494810803
ENSG00000100592	DAAM1	0.64137727613097	0.6711875020386	1.26722566262243	1.03451914463677	1.20650092281839	1.24489736983346	1.06485780047367	1.52762449859156	1.1227806913288	-0.502236528384059	-0.200578483195154	-0.301843079227174	-0.277629414709268	-0.147782658304214	-1.4923760428477	-1.23238059332859	-1.27138765842545	-1.04142509262856	-0.766938064335202	-1.00236333342152	-0.197848591419612	-1.13476925145452	-1.00352830692615	-0.50079201953122	-0.780003809090871	-1.28707535143458	-0.758627076082131	-0.682777238316561	-0.836555689595871
ENSG00000108379	WNT3	0.217009291280995	0.0911080809885031	0.111419869294218	0.142356266561536	0.598759915836993	0.870450265390478	0.237970164880177	0.750535696217609	0.331166783435388	-0.746711597455411	-0.0377440241808026	-0.0325169061555048	-0.145487337988797	0.0249940245957091	-1.04106062408227	-0.654019891425352	-0.514263641591878	-0.258030582405878	-0.505074848937877	-0.186074107936472	-0.379368325878429	-0.735811221229352	0.082460042158565	0.0818228911549222	-0.384680492227273	0.259698222640156	0.0860127450996019	-0.0696671918126966	-0.336581461022576
ENSG00000120071	KANSL1	0.487470765544323	1.35724291724426	0.726297131651419	0.897406749725434	0.752350719219446	0.587263394951314	-0.164663336969347	0.581475104699853	0.582996639158421	-0.419885190150396	0.136696590699944	-0.464404304435864	-0.832840949081919	-0.361864802780721	-1.36245101951732	-0.825294508361436	-1.35514902027807	-0.859592220082856	-0.712041397290264	-0.120471183182131	-0.208701058369441	-0.884478373348768	-0.112721106824402	-0.420372664763289	-0.354966760332161	-0.199108251950052	0.0503510258473899	-0.0199439293123411	-0.931312418741201
ENSG00000120088	CRHR1	-0.954682969692011	-0.594627991558575	-0.593107464762522	-0.6750474622325	-0.0889891420472499	0.0770940188772263	-0.139185430522201	-0.217264702682331	-0.132765297558298	-0.682410637577083	0.334976478095857	0.591139500652962	0.634708646976054	0.69760822543546	-1.00767704780708	-0.0713250585618228	0.224874193797974	0.108321436932596	0.377321236381533	0.545800378041444	0.385638661304632	-0.226857432168325	0.777186338239915	0.109137482899695	-0.144510951293047	0.937812001630577	0.733962122388117	0.429725421434302	-0.049077906347178
ENSG00000126790	L3HYPDH	-0.120754134763587	0.241055921174027	-0.406065882480122	-0.343034561497097	-0.191984848541758	0.176602328811851	-0.0200281523574799	0.00223697881659023	-0.314358158704575	0.272436980702015	0.303927669920093	0.046736281443904	-0.245928281868011	-0.00755693473903386	0.0410332800690017	0.401305075273244	0.284166101109064	0.124414382643464	-0.0570494246978686	0.00301456599114305	0.185531664053694	0.447238001414368	0.101455723563163	0.0932141814046131	-0.00982685937101067	-0.108044845361601	0.455599100303032	0.218537148639619	0.128739796773586
ENSG00000137801	THBS1	-0.607107151781739	-0.154683394582842	-0.0314134200733828	0.520387691358932	1.62294517758911	1.38884263587464	0.552013652713993	1.88175160809134	1.83381563396715	-0.111291443076571	2.45031787044682	0.522470754099657	0.244316628331264	0.384534048662235	-1.24427764562451	-0.854243015299713	-1.04753726045407	-0.851738987037686	-0.894842879374684	-0.633035602149122	-0.671545933205339	-1.23680762410118	-0.968841877653659	-0.920270644848998	-0.977905826657315	-1.21063075493539	-1.18322914819037	-0.84063429233842	-1.01887926791874
ENSG00000139970	RTN1	0.0771122833204441	0.0977729058701085	0.132446809680264	0.132446809680264	0.132446809680264	0.132446809680264	0.132446809680264	0.132446809680264	0.132446809680264	-0.760984768777615	0.0391138811571877	0.0690272870744202	0.132446809680264	0.132446809680264	-2.48979225923782	-0.598647864033671	0.132446809680264	0.132446809680264	0.132446809680264	0.0477669102031907	0.132446809680264	-0.498284432464637	0.132446809680264	0.132446809680264	0.0141186522390168	0.132446809680264	0.132446809680264	0.132446809680264	0.132446809680264
ENSG00000140995	DEF8	-0.804448199073513	-0.960053491236794	-0.535850547805498	-0.578805094901666	-0.217103157457256	0.191837175479052	0.0922444910541473	0.0683132217410332	-0.061693632800183	-0.412433726154261	0.148474670094482	0.451152307205401	0.408885336531948	0.266914992174593	-0.529371799238141	0.133757999735895	0.502347052097762	0.179482471579125	-0.0179135189810065	0.408650618087289	0.133920376195167	-0.0733716927889874	0.606242505255835	-0.0377449655377763	0.129738445663465	0.870172899761638	0.433936456672651	0.405405570342135	0.352103599757419
ENSG00000141002	TCF25	-0.0279516940264757	-0.0784452862216758	-0.181938701990721	0.0916839273134187	0.141489797263894	0.202887810230376	0.310154154187021	0.178903633983381	0.100065772818363	-0.531626442633398	0.116429396576291	0.0023021039191457	0.497968075264334	0.130607584273728	-0.933640194504214	-0.48343746000658	0.142496779289496	-0.100816226861591	-0.0354936611028061	0.0700045041114756	-0.0441022255320973	-0.399256778387177	0.397188530599524	-0.00358394425963915	-0.01344141113545	0.531585056068794	0.0157929360451016	-0.0997750175867242	0.00344224029712651
ENSG00000141013	GAS8	-0.419654296967273	-0.0341696126911526	-0.484442679733352	-0.48314942167709	0.0492741750721507	0.475615061393219	0.433755664581533	0.241375893667338	-0.255070116496839	0.017329730578336	0.490103112654712	0.155533821104312	-0.27480043531267	-0.377824375964677	-0.292790675487754	0.106792078743204	-0.331964585382666	-0.157308082398898	-0.630730598603049	0.58859768718653	-0.332886545277222	0.420518034875579	0.233369294394383	-0.442639925328154	0.0854279919256411	0.626979448942049	0.436163342567117	0.739497052043715	0.46215414815625
ENSG00000158805	ZNF276	-0.340218564208867	0.356186653093336	-0.341634031454254	-0.106078359875332	0.22739157758398	0.630209883019701	0.613937258463508	0.275731555811403	-0.169638306766228	0.257572782459355	0.193731875969918	-0.132464531459516	-0.613320814906961	-0.288667491912035	0.104584436836859	0.0279752950990919	-0.354929232245138	-0.693178521309462	-0.885069699391186	0.29045712092478	-0.148854446161688	0.376063161788508	0.264520727186697	-0.726747892111573	0.186930198271347	0.621865245030116	0.546379190964918	0.718293322518147	-0.0357115774757078
ENSG00000167523	SPATA33	0.725634661183964	0.23548832401441	0.331505024568431	0.272750358636618	0.52095788851597	0.688793709945811	0.693873296031653	0.541996184354665	0.200229139549322	-0.0988312460708954	-0.0664270459758306	-0.0455694686377652	-0.274017940093711	-0.0524323162076702	-0.65888221600571	-0.573324101363774	-0.196196925609262	-0.398694612802624	-0.463506386000822	-0.274578417715768	-0.41871268950486	-0.395735010798266	-0.273243286663427	-0.373703673759802	-0.484838832410665	0.0953507214133487	-0.30991862949907	-0.464470217321513	-0.299798392466697
