Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.down	Blood	6212	7	0.189052676932597	1	ENSG00000185324:ENSG00000100592:ENSG00000003249:ENSG00000119514:ENSG00000141013:ENSG00000258839:ENSG00000073969
DEG.down	Blood_Vessel	1722	4	0.0412293256633955	1	ENSG00000003249:ENSG00000119514:ENSG00000186868:ENSG00000075399
DEG.down	Brain	5569	3	0.830979962040384	1	ENSG00000100592:ENSG00000187741:ENSG00000120071
DEG.down	Breast	1007	2	0.182046869287721	1	ENSG00000003249:ENSG00000187741
DEG.down	Cervix_Uteri	47	0	1	1	
DEG.down	Colon	1387	1	0.666175411980928	1	ENSG00000003249
DEG.down	Esophagus	1689	2	0.378136055533718	1	ENSG00000204991:ENSG00000108379
DEG.down	Fallopian_Tube	1	0	1	1	
DEG.down	Heart	9435	13	0.01284964781439	0.385489434431701	ENSG00000185324:ENSG00000177946:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000158792:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.down	Kidney	5433	6	0.23293292250533	1	ENSG00000100592:ENSG00000119514:ENSG00000120071:ENSG00000073969:ENSG00000108379:ENSG00000158805
DEG.down	Liver	8059	10	0.0683830235064817	1	ENSG00000177946:ENSG00000100592:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000258839:ENSG00000073969:ENSG00000141002:ENSG00000158805
DEG.down	Lung	911	3	0.0322095988487336	0.966287965462007	ENSG00000003249:ENSG00000186868:ENSG00000108379
DEG.down	Muscle	6908	10	0.0259985288637639	0.779955865912917	ENSG00000185324:ENSG00000100592:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000258839:ENSG00000158792:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.down	Nerve	909	5	0.000568630974172472	0.0170589292251742	ENSG00000003249:ENSG00000187741:ENSG00000186868:ENSG00000204991:ENSG00000108379
DEG.down	Ovary	1539	4	0.0289023180333946	0.867069541001838	ENSG00000003249:ENSG00000186868:ENSG00000073969:ENSG00000108379
DEG.down	Pancreas	9668	10	0.184101147709224	1	ENSG00000177946:ENSG00000100592:ENSG00000140995:ENSG00000120071:ENSG00000258839:ENSG00000073969:ENSG00000204991:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.down	Pituitary	1937	1	0.787002791976902	1	ENSG00000100592
DEG.down	Prostate	744	1	0.441373192972115	1	ENSG00000108379
DEG.down	Salivary_Gland	1870	0	1	1	
DEG.down	Skin	2151	4	0.0804863812611732	1	ENSG00000003249:ENSG00000119514:ENSG00000186868:ENSG00000204991
DEG.down	Small_Intestine	1384	3	0.0892405509512756	1	ENSG00000003249:ENSG00000141013:ENSG00000186868
DEG.down	Spleen	2075	5	0.0193732452347153	0.58119735704146	ENSG00000003249:ENSG00000119514:ENSG00000141013:ENSG00000204991:ENSG00000108379
DEG.down	Stomach	2622	4	0.139488315104638	1	ENSG00000100592:ENSG00000186868:ENSG00000258839:ENSG00000075399
DEG.down	Testis	2951	2	0.679681622093793	1	ENSG00000003249:ENSG00000140995
DEG.down	Thyroid	1042	1	0.559355588596542	1	ENSG00000186868
DEG.down	Uterus	846	5	0.000409835793284509	0.0122950737985353	ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000186868:ENSG00000108379
DEG.down	Vagina	649	1	0.397780138853636	1	ENSG00000186868
DEG.twoside	Adipose_Tissue	3520	5	0.128085114324237	1	ENSG00000003249:ENSG00000187741:ENSG00000258839:ENSG00000204991:ENSG00000108379
DEG.twoside	Adrenal_Gland	5041	6	0.182910567350121	1	ENSG00000100592:ENSG00000187741:ENSG00000119514:ENSG00000186868:ENSG00000258839:ENSG00000204991
DEG.twoside	Bladder	948	1	0.524994249331385	1	ENSG00000119514
DEG.twoside	Blood	8508	8	0.32617532621612	1	ENSG00000185324:ENSG00000100592:ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000141013:ENSG00000258839:ENSG00000073969
DEG.twoside	Blood_Vessel	4425	5	0.250462094475866	1	ENSG00000100592:ENSG00000003249:ENSG00000119514:ENSG00000186868:ENSG00000075399
DEG.twoside	Brain	8790	7	0.539716260254012	1	ENSG00000100592:ENSG00000003249:ENSG00000187741:ENSG00000120071:ENSG00000186868:ENSG00000073969:ENSG00000204991
DEG.twoside	Breast	2985	2	0.68601843029813	1	ENSG00000003249:ENSG00000187741
DEG.twoside	Cervix_Uteri	3076	2	0.702507581360514	1	ENSG00000120071:ENSG00000158805
DEG.twoside	Colon	2967	3	0.406001273747511	1	ENSG00000003249:ENSG00000119514:ENSG00000204991
DEG.twoside	Esophagus	2953	4	0.189393702384058	1	ENSG00000100592:ENSG00000119514:ENSG00000204991:ENSG00000108379
DEG.twoside	Fallopian_Tube	491	0	1	1	
DEG.twoside	Heart	10049	13	0.0221696551847571	0.665089655542714	ENSG00000185324:ENSG00000177946:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000158792:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.twoside	Kidney	6796	6	0.433249129687634	1	ENSG00000100592:ENSG00000119514:ENSG00000120071:ENSG00000073969:ENSG00000108379:ENSG00000158805
DEG.twoside	Liver	9595	11	0.0892588069896251	1	ENSG00000177946:ENSG00000100592:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000258839:ENSG00000073969:ENSG00000141002:ENSG00000108379:ENSG00000158805
DEG.twoside	Lung	5173	3	0.788020031936499	1	ENSG00000003249:ENSG00000186868:ENSG00000108379
DEG.twoside	Muscle	8051	12	0.00976444066598621	0.292933219979586	ENSG00000185324:ENSG00000100592:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000186868:ENSG00000258839:ENSG00000158792:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.twoside	Nerve	6820	6	0.43692527008525	1	ENSG00000003249:ENSG00000187741:ENSG00000186868:ENSG00000204991:ENSG00000108379:ENSG00000158805
DEG.twoside	Ovary	7253	10	0.035698537852695	1	ENSG00000221819:ENSG00000003249:ENSG00000140995:ENSG00000141013:ENSG00000120071:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000108379:ENSG00000158805
DEG.twoside	Pancreas	10415	10	0.260915708654962	1	ENSG00000177946:ENSG00000100592:ENSG00000140995:ENSG00000120071:ENSG00000258839:ENSG00000073969:ENSG00000204991:ENSG00000141002:ENSG00000075399:ENSG00000158805
DEG.twoside	Pituitary	7125	10	0.0318300233130395	0.954900699391184	ENSG00000185324:ENSG00000177946:ENSG00000100592:ENSG00000141013:ENSG00000186868:ENSG00000258839:ENSG00000073969:ENSG00000158792:ENSG00000204991:ENSG00000075399
DEG.twoside	Prostate	4077	3	0.627181245061442	1	ENSG00000185324:ENSG00000258839:ENSG00000108379
DEG.twoside	Salivary_Gland	3769	1	0.955261528981574	1	ENSG00000119514
DEG.twoside	Skin	5291	8	0.0398063659269635	1	ENSG00000177946:ENSG00000100592:ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000186868:ENSG00000204991:ENSG00000108379
DEG.twoside	Small_Intestine	4170	6	0.0927961622085806	1	ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000141013:ENSG00000186868:ENSG00000204991
DEG.twoside	Spleen	6383	9	0.0423664614148561	1	ENSG00000185324:ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000141013:ENSG00000204991:ENSG00000075399:ENSG00000108379:ENSG00000158805
DEG.twoside	Stomach	3731	5	0.153447501568834	1	ENSG00000100592:ENSG00000119514:ENSG00000186868:ENSG00000258839:ENSG00000075399
DEG.twoside	Testis	15330	12	0.556118105896272	1	ENSG00000177946:ENSG00000003249:ENSG00000140995:ENSG00000187741:ENSG00000141013:ENSG00000120071:ENSG00000176681:ENSG00000258839:ENSG00000126856:ENSG00000204991:ENSG00000075399:ENSG00000108379
DEG.twoside	Thyroid	6764	10	0.0226012085924092	0.678036257772275	ENSG00000221819:ENSG00000185324:ENSG00000119514:ENSG00000141013:ENSG00000120071:ENSG00000186868:ENSG00000258839:ENSG00000158792:ENSG00000204991:ENSG00000158805
DEG.twoside	Uterus	6435	6	0.378055040247018	1	ENSG00000003249:ENSG00000187741:ENSG00000119514:ENSG00000120071:ENSG00000186868:ENSG00000108379
DEG.twoside	Vagina	3513	3	0.520664208919471	1	ENSG00000100592:ENSG00000120071:ENSG00000186868
