Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Spinal_cord_(cervical_c-1)	1.17975157087e-08	5.49855825998e-09	0.0159538388771
Brain_Hippocampus	1.02565110196e-08	4.92481062575e-09	0.0186429196304
Brain_Amygdala	7.87699554438e-09	4.81306119172e-09	0.0508583497879
Brain_Substantia_nigra	8.35726550881e-09	5.6647460092e-09	0.0700643943511
Brain_Hypothalamus	6.37368649715e-09	4.60256353052e-09	0.0830549374892
Brain_Cerebellum	3.59967737364e-09	5.03045433668e-09	0.23712629287
Brain_Frontal_Cortex_(BA9)	2.90384805073e-09	4.59723518172e-09	0.263807487198
Brain_Anterior_cingulate_cortex_(BA24)	1.67055039226e-09	5.01770610598e-09	0.369593148054
Brain_Putamen_(basal_ganglia)	-6.30879099349e-10	5.15719294685e-09	0.548681138978
Brain_Cortex	-7.14151640391e-10	4.58505838624e-09	0.561887433501
Brain_Cerebellar_Hemisphere	-1.59330226688e-09	4.88300235549e-09	0.627899648012
Brain_Caudate_(basal_ganglia)	-1.72566025741e-09	4.51559450539e-09	0.648827067036
Brain_Nucleus_accumbens_(basal_ganglia)	-2.31514614337e-09	4.94868925639e-09	0.68004697875
