Name	Coefficient	Coefficient_std_error	Coefficient_P_value	partition
Brain_Cerebellar_Hemisphere	-3.1214437038e-09	4.62519538617e-09	0.750123435541	9
Brain_Hypothalamus	-4.66356993138e-09	4.3928896349e-09	0.85579539044	9
Brain_Anterior_cingulate_cortex_(BA24)	-4.74542746563e-09	4.36376153505e-09	0.861583790764	9
Brain_Frontal_Cortex_(BA9)	-5.90533465372e-09	4.27793040491e-09	0.916271100046	9
Brain_Amygdala	7.93600968817e-09	5.49368957826e-09	0.074289594367	10
Brain_Hypothalamus	5.78940591943e-09	5.47865647912e-09	0.145319695376	10
Brain_Cerebellum	4.14643694687e-09	6.84641304311e-09	0.272378112876	10
Brain_Cortex	1.95513318562e-09	6.1166496025e-09	0.374620171298	10
Brain_Hippocampus	1.03724081612e-10	5.58876481203e-09	0.492596298537	10
Brain_Frontal_Cortex_(BA9)	-1.66316704261e-09	5.10237548979e-09	0.627772447873	10
Brain_Nucleus_accumbens_(basal_ganglia)	-2.55334772084e-09	5.22715220569e-09	0.687394270677	10
Brain_Putamen_(basal_ganglia)	-3.61407539561e-09	5.02151357737e-09	0.764150782781	10
Brain_Anterior_cingulate_cortex_(BA24)	-3.75554365075e-09	5.06180738269e-09	0.77093733432	10
Brain_Spinal_cord_(cervical_c-1)	-4.91965069299e-09	6.42233470835e-09	0.778168441032	10
Brain_Substantia_nigra	-6.306406975e-09	5.90192574936e-09	0.857360097288	10
Brain_Cerebellar_Hemisphere	-6.56396191547e-09	5.92090997627e-09	0.866200109429	10
Brain_Caudate_(basal_ganglia)	-6.1410874047e-09	4.82108793344e-09	0.898632317818	10
Brain_Cerebellar_Hemisphere	1.00515422036e-08	5.90696841214e-09	0.0444113025957	11
Brain_Cerebellum	5.27899177658e-09	6.37941424225e-09	0.203975684694	11
Brain_Anterior_cingulate_cortex_(BA24)	2.74017527021e-09	4.64623040505e-09	0.277674740635	11
Brain_Spinal_cord_(cervical_c-1)	2.66317495485e-09	5.68406196239e-09	0.31970146519	11
