Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Hypothalamus	4.43182432446e-09	5.14382679799e-09	0.194459017571
Brain_Cerebellum	4.71782994537e-09	5.93335337003e-09	0.213266850724
Brain_Anterior_cingulate_cortex_(BA24)	2.34692644047e-09	4.25259635054e-09	0.290514998614
Brain_Cortex	-6.12917418886e-10	5.11923475588e-09	0.547650820436
Brain_Frontal_Cortex_(BA9)	-1.07463822475e-09	4.02671299022e-09	0.605218176234
Brain_Nucleus_accumbens_(basal_ganglia)	-3.26596955372e-09	4.77813502725e-09	0.752862077684
Brain_Cerebellar_Hemisphere	-3.71135251695e-09	5.1690963734e-09	0.763617856847
Brain_Caudate_(basal_ganglia)	-3.72271814299e-09	5.10460822859e-09	0.767086562564
Brain_Putamen_(basal_ganglia)	-4.37274629505e-09	4.78400114471e-09	0.819650871807
Brain_Amygdala	-6.57949315157e-09	4.47812566312e-09	0.929117716013
Brain_Spinal_cord_(cervical_c-1)	-8.67616304526e-09	5.34210337671e-09	0.947823823555
Brain_Substantia_nigra	-8.76635741856e-09	5.19829363651e-09	0.954139776705
Brain_Hippocampus	-1.60408640033e-08	4.03982556581e-09	0.999964166458
