Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Cerebellar_Hemisphere	6.9992467014e-09	4.69296160662e-09	0.0679236761434
Brain_Cerebellum	4.54959125242e-09	4.86761422238e-09	0.174980346844
Brain_Spinal_cord_(cervical_c-1)	3.66704091381e-09	4.47776930783e-09	0.206409271109
Brain_Substantia_nigra	3.09956730131e-09	4.6704371465e-09	0.253455002093
Brain_Cortex	1.91820794721e-09	4.88615730631e-09	0.347314833265
Brain_Anterior_cingulate_cortex_(BA24)	1.11297178735e-09	4.34204068614e-09	0.398850106643
Brain_Putamen_(basal_ganglia)	-5.86561375179e-12	5.03255964637e-09	0.500464980241
Brain_Hippocampus	-2.32382355993e-10	4.43827206641e-09	0.520878577195
Brain_Caudate_(basal_ganglia)	-3.57593071119e-10	4.45157024242e-09	0.532012460691
Brain_Frontal_Cortex_(BA9)	-1.54257075899e-09	4.12311024549e-09	0.645845435216
Brain_Nucleus_accumbens_(basal_ganglia)	-1.59615406007e-09	4.25200787608e-09	0.646314152027
Brain_Amygdala	-2.00178095669e-09	4.52017682653e-09	0.671064534734
Brain_Hypothalamus	-2.90185923698e-09	4.41159938188e-09	0.744660056468
