Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Hypothalamus	8.97668602205e-09	5.66947449961e-09	0.0566723916887
Brain_Cerebellum	1.0368941526e-08	7.17149368618e-09	0.0741089081343
Brain_Cortex	5.16010027733e-09	6.37799071518e-09	0.209243784525
Brain_Anterior_cingulate_cortex_(BA24)	2.08707737955e-09	5.41458439607e-09	0.349950255608
Brain_Amygdala	1.82263915219e-09	5.61498392499e-09	0.372740877616
Brain_Cerebellar_Hemisphere	1.10384356456e-10	5.82319440595e-09	0.492438110999
Brain_Frontal_Cortex_(BA9)	-1.45097895086e-09	5.20337413709e-09	0.609821362181
Brain_Hippocampus	-4.27560327051e-09	5.81968635386e-09	0.768732594141
Brain_Nucleus_accumbens_(basal_ganglia)	-5.53024000809e-09	5.70972957864e-09	0.833618678841
Brain_Putamen_(basal_ganglia)	-8.8161774713e-09	4.96127238496e-09	0.962215821107
Brain_Caudate_(basal_ganglia)	-1.0097965397e-08	5.14696093218e-09	0.975114550794
Brain_Spinal_cord_(cervical_c-1)	-1.45054495761e-08	6.40852067203e-09	0.98819641924
Brain_Substantia_nigra	-1.41916759122e-08	6.18838640375e-09	0.989083930179
