Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Fetal_Brain_Male__H3K4me3	9.58608705019e-07	3.26858692534e-07	0.00167964189829
Fetal_Brain_Female__H3K4me3	5.07559044838e-07	1.78070212097e-07	0.0021836876757
Colon-Sigm_ENTEX__H3K4me3	6.68791106392e-07	2.42425916353e-07	0.00290119614987
Ovary_ENTEX__H3K4me3	5.54752240861e-07	2.05423872744e-07	0.00346150988375
Uterus_ENTEX__H3K4me3	5.19157223989e-07	2.09075974712e-07	0.00651216725193
Placenta_Amnion__H3K4me3	5.56144471495e-07	2.26963812949e-07	0.00713554818981
Cortex_derived_primary_cultured_neurospheres__H3K36me3	1.68717205916e-07	7.23665982807e-08	0.00986551320934
Aorta__H3K4me3	5.18016924306e-07	2.2786584042e-07	0.0115027972672
Nerve-Tibial_ENTEX__H3K4me1	9.55918095271e-08	4.3088453718e-08	0.0132603205563
Ovary__H3K27ac	1.41980017355e-07	6.61988279993e-08	0.0159863714805
Ovary__H3K4me1	1.33093495209e-07	6.68469252598e-08	0.0232394017542
Breast_Myoepithelial_Primary_Cells__H3K9ac	2.6945052505e-07	1.35343990836e-07	0.0232483080104
Duodenum_Smooth_Muscle__H3K4me1	1.48803963798e-07	7.89771972578e-08	0.029773133992
Artery-Coronary_ENTEX__H3K27ac	7.67798994116e-08	4.10315948941e-08	0.0306560164303
Fetal_Brain_Female__H3K4me1	1.56769958751e-07	8.39097786611e-08	0.0308590381906
Fetal_Brain_Female__H3K36me3	1.22954884907e-07	6.61851524996e-08	0.0316028870798
Aorta_ENTEX__H3K27ac	4.78933565115e-08	2.59237140407e-08	0.0323393235061
Aorta__H3K4me1	2.48165527526e-07	1.35687875968e-07	0.0337039984168
Fetal_Stomach__H3K36me3	7.24824278238e-08	3.98356844783e-08	0.0344149132131
Aorta_ENTEX__H3K4me1	4.91310502606e-08	2.7033096258e-08	0.0345748277971
Vagina_ENTEX__H3K4me3	3.44068242054e-07	1.93309360248e-07	0.0375474713616
Aorta_ENTEX__H3K36me3	7.02074472638e-08	3.98848178027e-08	0.0391822958971
Fetal_Thymus__H3K4me3	2.6511547571e-07	1.51592637091e-07	0.0401569402902
Placenta__H3K36me3	9.44870770893e-08	5.403471287e-08	0.0401769269747
Fetal_Muscle_Leg__DNase	1.42466067456e-07	8.16435897644e-08	0.0404945630505
Brain_Germinal_Matrix__H3K4me3	3.16338204295e-07	1.81573460027e-07	0.0407362827781
Rectal_Mucosa_Donor_31__H3K27ac	1.14724070321e-07	6.59829908878e-08	0.0410445144223
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K4me3	3.62328818535e-07	2.09561276821e-07	0.0419056702297
Thyroid_gland_ENTEX__H3K36me3	9.23862925898e-08	5.35339687435e-08	0.0421961219017
Ovary__H3K4me3	2.87397318617e-07	1.66966572533e-07	0.0425994178234
Rectal_Mucosa_Donor_31__H3K9ac	1.77755242159e-07	1.0335596738e-07	0.0427311911239
Fetal_Intestine_Large__H3K4me3	3.09803072932e-07	1.83475800174e-07	0.045655457447
