Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Heart-Atrial_ENTEX__H3K36me3	1.24019339518e-07	4.49571097732e-08	0.00290234738705
Cortex_derived_primary_cultured_neurospheres__H3K36me3	1.72105594702e-07	6.55926873488e-08	0.00434706008163
Heart-LV_ENTEX__H3K36me3	1.19122149506e-07	5.57531591725e-08	0.016315306594
Fetal_Brain_Female__H3K36me3	1.29889354186e-07	6.44820456817e-08	0.0219864443187
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K36me3	1.25870919497e-07	6.37943707255e-08	0.0242436505784
Brain_Germinal_Matrix__H3K36me3	1.66285551233e-07	8.6540890467e-08	0.0273363667993
Esoph-Muscularis_ENTEX__H3K36me3	8.40606759833e-08	4.40111283627e-08	0.028067453885
Spleen_ENTEX__H3K4me3	1.09212866468e-07	5.89257384202e-08	0.0319126416992
Cortex_derived_primary_cultured_neurospheres__H3K4me3	4.00902340572e-07	2.20574150213e-07	0.0345672347943
Aorta__H3K4me3	3.39736850802e-07	1.89094475289e-07	0.0361954907125
Brain_Cingulate_Gyrus__H3K9ac	2.28383340557e-07	1.28560917052e-07	0.0378285557509
Left_Ventricle__H3K36me3	1.18669637938e-07	6.78053479881e-08	0.0400460793794
Placenta__DNase	1.4061351239e-07	8.55521495037e-08	0.0501294276259
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K4me1	1.1225286022e-07	6.90633058615e-08	0.0520427435175
Right_Ventricle__H3K4me3	2.99130063947e-07	1.85264999683e-07	0.0531979735904
Fetal_Brain_Female__H3K4me3	2.66131240518e-07	1.66517232121e-07	0.0549969654755
Primary_neutrophils_from_peripheral_blood__H3K4me1	5.03197073624e-08	3.27413727996e-08	0.062160801667
Primary_monocytes_from_peripheral_blood__H3K4me1	5.93306644175e-08	3.87108449076e-08	0.0626795036773
Brain_Anterior_Caudate__H3K36me3	1.11399830671e-07	7.28088328306e-08	0.0630044269996
Brain_Inferior_Temporal_Lobe__H3K4me3	2.05966282705e-07	1.35604295267e-07	0.0643966948584
Brain_Germinal_Matrix__H3K4me3	2.59835758472e-07	1.72307099395e-07	0.0657797495943
Fetal_Kidney__H3K4me1	1.83517154857e-07	1.23763168236e-07	0.0690625658571
Brain_Germinal_Matrix__H3K4me1	1.2649892264e-07	8.86433673619e-08	0.0767820827072
Right_Atrium__H3K36me3	1.36390489151e-07	9.73187200103e-08	0.0805349091199
skeletal_muscle_ENTEX__H3K36me3	4.84295609153e-08	3.46179744424e-08	0.0809107592711
Brain_Substantia_Nigra__H3K36me3	1.56264334874e-07	1.12457265126e-07	0.082333672688
NHEK-Epidermal_Keratinocyte_Primary_Cells__DNase	1.17943910266e-07	8.51930012433e-08	0.0831131203774
Adipose_Nuclei__H3K27ac	4.77022464236e-08	3.46408824489e-08	0.0842483089871
HMEC_Mammary_Epithelial_Primary_Cells__H3K27ac	8.59234562556e-08	6.24149680131e-08	0.0843105133843
Foreskin_Melanocyte_Primary_Cells_skin01__H3K4me1	1.38252853975e-07	1.01245468485e-07	0.0860446157054
Right_Atrium__H3K4me3	2.41278684674e-07	1.79724661062e-07	0.0897184731271
Sigmoid_Colon__H3K4me1	1.60346313057e-07	1.20092080919e-07	0.0909063113066
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K27ac	7.50458405991e-08	5.68145049179e-08	0.0932686431099
Aorta_ENTEX__H3K4me3	8.56630136579e-08	6.59874952859e-08	0.0971143922302
Primary_monocytes_from_peripheral_blood__H3K27ac	9.17842533304e-08	7.12205379372e-08	0.098745473108
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K4me1	5.7276075666e-08	4.44615948068e-08	0.0988356351655
HMEC_Mammary_Epithelial_Primary_Cells__H3K9ac	1.33962081673e-07	1.07068061371e-07	0.105433274515
Fetal_Intestine_Small__DNase	1.84958342738e-07	1.49274948357e-07	0.107664460985
Colon-TV_ENTEX__H3K36me3	8.09708762744e-08	6.55183393647e-08	0.108257058963
