Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Cortex_derived_primary_cultured_neurospheres__H3K36me3	2.7103050676e-07	8.696410378e-08	0.00091481300052
Colonic_Mucosa__H3K36me3	2.88695206119e-07	9.51090539227e-08	0.00120103476493
Fetal_Kidney__H3K4me1	4.45439454081e-07	1.53081185516e-07	0.00180815615385
Adipose_Nuclei__H3K9ac	4.91637353738e-07	1.76631165283e-07	0.00268952032302
Fetal_Brain_Female__H3K4me3	5.65571912028e-07	2.09430844396e-07	0.0034615722288
Ovary__H3K4me1	2.1875028358e-07	8.21780030064e-08	0.0038849556079
Cortex_derived_primary_cultured_neurospheres__H3K4me3	6.75654571071e-07	2.55953790642e-07	0.00414833384484
Foreskin_Fibroblast_Primary_Cells_skin02__H3K36me3	1.58610149096e-07	6.01526949878e-08	0.00418470580283
Adipose_Nuclei__H3K4me1	2.07178613028e-07	7.93266016255e-08	0.00450444320141
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me3	4.73090932333e-07	1.81733478786e-07	0.00461772944405
Fetal_Stomach__H3K4me1	1.48182478395e-07	5.72192473199e-08	0.00480254294937
Foreskin_Fibroblast_Primary_Cells_skin02__H3K4me1	1.45378467593e-07	5.63496344185e-08	0.00494092700083
Fetal_Muscle_Leg__DNase	2.94883005321e-07	1.14549631489e-07	0.00502242447416
Ovary__DNase	2.77736420665e-07	1.09709201641e-07	0.00567767266236
Ovary__H3K27ac	2.54417290646e-07	1.00564408447e-07	0.00570485000438
Aorta__H3K4me3	6.55409786517e-07	2.66956522108e-07	0.00704191572284
Placenta__H3K4me1	1.58172804929e-07	6.53066616579e-08	0.00771765237996
Nerve-Tibial_ENTEX__H3K4me1	1.29643678675e-07	5.35923385084e-08	0.00778009867335
Fetal_Muscle_Leg__H3K27ac	2.11353840969e-07	8.78380175687e-08	0.00806022022706
Fetal_Muscle_Leg__H3K4me1	1.54314970788e-07	6.44627946803e-08	0.00833603262327
