Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Germinal_Matrix__H3K4me3	4.87549811033e-07	1.84346821908e-07	0.0040876593558
Brain_Substantia_Nigra__H3K36me3	2.69427210246e-07	1.05209698577e-07	0.00522068520258
Colon-TV_ENTEX__H3K36me3	1.45474731411e-07	6.38505616521e-08	0.0113524914986
Fetal_Muscle_Trunk__H3K36me3	1.41635911975e-07	6.31271383777e-08	0.0124271036945
Fetal_Muscle_Leg__H3K36me3	1.19998380242e-07	5.55196314916e-08	0.0153334443449
Fetal_Brain_Female__H3K4me3	3.63236360223e-07	1.68887492134e-07	0.0157475978377
Mammary_ENTEX__H3K27ac	9.34087978866e-08	4.58701883742e-08	0.0208564739168
Esoph-Mucosa_ENTEX__H3K36me3	1.52580702735e-07	7.74433969442e-08	0.02440645307
Fetal_Intestine_Large__DNase	2.18810045088e-07	1.11189776809e-07	0.0245399363019
NHLF_Lung_Fibroblast_Primary_Cells__DNase	2.05869381971e-07	1.05075265153e-07	0.0250413856089
Fetal_Muscle_Leg__H3K4me1	8.45154994272e-08	4.54775794433e-08	0.0315561695204
Brain_Substantia_Nigra__H3K4me1	9.1237912045e-08	4.96499503531e-08	0.0330589569519
Fetal_Brain_Male__H3K4me3	6.15239842234e-07	3.36439857564e-07	0.033724002138
Nerve-Tibial_ENTEX__H3K4me1	8.07352889305e-08	4.43126145766e-08	0.0342314219256
Artery-Coronary_ENTEX__H3K27ac	7.93708598534e-08	4.40038237107e-08	0.0356371020316
Brain_Hippocampus_Middle__H3K4me1	6.94980015008e-08	3.91411690954e-08	0.0379016649921
Placenta_Amnion__H3K4me1	1.02779718755e-07	5.88133532504e-08	0.0402703368072
Esoph-GJ_ENTEX__H3K4me1	8.6951711552e-08	5.00515173986e-08	0.0411720323652
Breast_Myoepithelial_Primary_Cells__H3K4me1	7.19396928942e-08	4.16472992546e-08	0.0420519155223
Foreskin_Fibroblast_Primary_Cells_skin02__H3K4me3	1.31504933163e-07	7.68283904282e-08	0.0434786515593
Placenta_Amnion__H3K36me3	1.13286038307e-07	6.65591205955e-08	0.0443742833194
Right_Ventricle__H3K4me1	1.10489145872e-07	6.59748914078e-08	0.0469950731345
Fetal_Stomach__H3K4me1	8.21502982168e-08	4.94709851784e-08	0.0483993821613
NHLF_Lung_Fibroblast_Primary_Cells__H3K9ac	3.38865036166e-07	2.12975719046e-07	0.0557938692923
Cortex_derived_primary_cultured_neurospheres__H3K36me3	1.21549386908e-07	7.7973850067e-08	0.059516170012
Aorta__H3K4me3	3.40090486847e-07	2.18948729251e-07	0.0601771439539
Brain_Cingulate_Gyrus__H3K4me1	7.96043243433e-08	5.18845109793e-08	0.0624828639962
Fetal_Intestine_Large__H3K4me1	7.45858330969e-08	4.89001897485e-08	0.0635962897705
Colonic_Mucosa__H3K4me3	2.62477660179e-07	1.7427041956e-07	0.066014138613
Brain_Inferior_Temporal_Lobe__H3K4me1	1.03021035827e-07	6.92200219492e-08	0.0683342273049
Placenta_Amnion__H3K4me3	3.44218100606e-07	2.33523267719e-07	0.0702380261899
Nerve-Tibial_ENTEX__H3K27ac	4.50416267516e-08	3.07209952175e-08	0.0713035377342
Fetal_Brain_Female__DNase	1.51881360544e-07	1.03718069542e-07	0.0715467942784
Colon-Sigm_ENTEX__H3K36me3	1.02555670297e-07	7.05315102943e-08	0.0729675433437
Fetal_Intestine_Small__H3K4me1	6.9195413823e-08	4.78520725197e-08	0.0740847413595
Fetal_Heart__H3K4me1	4.56267232647e-08	3.16525523896e-08	0.074723660752
Brain_Angular_Gyrus__H3K4me1	8.92496679892e-08	6.29917670819e-08	0.0782638979675
Foreskin_Fibroblast_Primary_Cells_skin01__H3K4me3	1.36577540511e-07	9.78988108292e-08	0.0814945223573
Brain_Substantia_Nigra__H3K27ac	6.09612146662e-08	4.39295209353e-08	0.0826134505416
