Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Fetal_Brain_Female__H3K4me3	1.00992483681e-06	2.13952893424e-07	1.1774042864e-06
Fetal_Brain_Female__H3K4me1	3.79201601384e-07	9.26681351748e-08	2.13798574155e-05
Fetal_Brain_Female__DNase	4.98494019938e-07	1.24159377809e-07	2.97288681883e-05
Fetal_Brain_Male__H3K4me1	2.38191764522e-07	6.08324211994e-08	4.510108669e-05
Cortex_derived_primary_cultured_neurospheres__H3K4me3	1.06545530335e-06	2.74183092538e-07	5.09702062552e-05
Fetal_Brain_Male__DNase	4.53066930687e-07	1.18704500064e-07	6.76069982132e-05
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me3	6.63707753536e-07	1.7475014994e-07	7.29229107072e-05
Brain_Germinal_Matrix__H3K4me3	8.42281033443e-07	2.33613387636e-07	0.00015580715482
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me1	2.92512532866e-07	8.16442612689e-08	0.000169985578097
Brain_Cingulate_Gyrus__H3K9ac	4.69591540117e-07	1.39172345979e-07	0.000370189418253
Brain_Cingulate_Gyrus__H3K4me3	5.44558047833e-07	1.61665608633e-07	0.00037799845735
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me3	6.14671689623e-07	1.82923782357e-07	0.000389344065588
Brain_Angular_Gyrus__H3K4me3	6.10779954292e-07	1.84135831907e-07	0.000454935703419
Brain_Inferior_Temporal_Lobe__H3K4me3	4.73924933499e-07	1.43988449632e-07	0.000498433644412
Brain_Dorsolateral_Prefrontal_Cortex__H3K27ac	2.10826153253e-07	6.48147864123e-08	0.000571474472765
Brain_Inferior_Temporal_Lobe__H3K27ac	1.43618290511e-07	4.5695120675e-08	0.000836221332822
Cortex_derived_primary_cultured_neurospheres__H3K4me1	1.90228562131e-07	6.15826000189e-08	0.00100416209802
Cortex_derived_primary_cultured_neurospheres__H3K36me3	3.00071527791e-07	1.00587205762e-07	0.00142626803589
Brain_Hippocampus_Middle__H3K4me3	3.6191619122e-07	1.23734574285e-07	0.00172261386426
Fetal_Stomach__H3K4me1	1.55537858177e-07	5.41408959216e-08	0.00203403291315
Fetal_Brain_Female__H3K36me3	3.4987336938e-07	1.24647057409e-07	0.00250094219216
Aorta_ENTEX__H3K4me1	9.11536361661e-08	3.28012838318e-08	0.00272661581629
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K36me3	2.26455273393e-07	8.25754412246e-08	0.00304955779336
Fetal_Intestine_Large__H3K36me3	1.65127722637e-07	6.04775810814e-08	0.00316291806078
Brain_Anterior_Caudate__H3K4me3	3.90919541487e-07	1.43178520415e-07	0.00316388752316
Brain_Cingulate_Gyrus__H3K27ac	1.49856268168e-07	5.58736009816e-08	0.00365853282009
Brain_Anterior_Caudate__H3K27ac	1.40631792504e-07	5.25846505847e-08	0.00374328170846
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me1	2.13328887927e-07	7.98882619426e-08	0.00378871436698
