Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Fetal_Brain_Female__H3K4me1	2.05936283217e-07	7.22888905771e-08	0.00219425229982
Pancreatic_Islets__H3K27ac	4.12370037855e-07	1.45941301518e-07	0.00235969373054
Fetal_Brain_Male__H3K4me1	1.1846283595e-07	4.34326368818e-08	0.00319074187872
Fetal_Brain_Female__H3K4me3	4.44352620392e-07	1.63135949664e-07	0.00322660380349
Brain_Germinal_Matrix__H3K4me3	4.43393058759e-07	1.82200832837e-07	0.00747598664805
Brain_Anterior_Caudate__H3K9ac	2.61087195532e-07	1.10075504327e-07	0.00884863413619
Ovary__H3K4me1	1.69947790939e-07	7.59058030385e-08	0.0125802307085
Stomach_Smooth_Muscle__H3K4me1	1.05790021674e-07	4.8128420141e-08	0.0139717738542
Esoph-GJ_ENTEX__H3K4me1	1.03052379457e-07	4.87076893801e-08	0.0171838365336
NHLF_Lung_Fibroblast_Primary_Cells__DNase	2.26570222099e-07	1.09601760054e-07	0.0193570271742
Brain_Angular_Gyrus__H3K4me3	3.44516676813e-07	1.66678906474e-07	0.0193695144819
Brain_Angular_Gyrus__H3K4me1	1.0372005771e-07	5.14389596854e-08	0.0218805661979
Colon_Smooth_Muscle__H3K4me1	8.69567864052e-08	4.33246083235e-08	0.0223695510729
Brain_Angular_Gyrus__H3K27ac	1.0961931238e-07	5.52269483727e-08	0.0235784615689
Fetal_Brain_Female__DNase	1.96999475243e-07	9.93541131768e-08	0.02369480849
Aorta__H3K27ac	1.27371276572e-07	6.50685247909e-08	0.0251446814512
Fetal_Muscle_Trunk__H3K36me3	9.93340463339e-08	5.13132721182e-08	0.0264439346456
Brain_Inferior_Temporal_Lobe__H3K27ac	8.10239481595e-08	4.23811458108e-08	0.0279514200062
Stomach_Smooth_Muscle__H3K4me3	2.08734834267e-07	1.09350813097e-07	0.0281404068505
Brain_Dorsolateral_Prefrontal_Cortex__H3K27ac	1.07154783924e-07	5.6827248521e-08	0.0296728676001
Artery-Coronary_ENTEX__H3K4me3	1.77326850674e-07	9.53257704441e-08	0.0314272433503
Testis_ENTEX__H3K4me3	1.74255795415e-07	9.50383851625e-08	0.0333618448317
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me3	2.90784674193e-07	1.58667568561e-07	0.0334261207479
Fetal_Stomach__H3K4me1	8.80913252277e-08	4.86985654474e-08	0.0352324881836
Brain_Inferior_Temporal_Lobe__H3K4me3	2.46032550992e-07	1.38144381803e-07	0.0374577585878
Pancreatic_Islets__H3K4me1	9.94570714021e-08	5.62136790971e-08	0.0384245688925
Rectal_Smooth_Muscle__H3K4me1	1.15142991421e-07	6.56586324828e-08	0.0397442950999
Aorta_ENTEX__H3K4me3	1.34115783305e-07	7.77424533115e-08	0.0422520875245
Brain_Substantia_Nigra__H3K4me3	2.57687593668e-07	1.51666239475e-07	0.0446554595056
Thyroid_gland_ENTEX__H3K4me1	5.52825086982e-08	3.26361205138e-08	0.0451416072633
Brain_Cingulate_Gyrus__H3K4me3	2.70766198799e-07	1.59878119802e-07	0.0451726719909
Osteoblast_Primary_Cells__H3K4me1	8.07677411407e-08	4.8337535644e-08	0.0473695860725
Colon-Sigm_ENTEX__H3K27ac	9.70299574171e-08	5.85195056905e-08	0.0486507714225
