Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Brain_Germinal_Matrix__H3K4me3	7.00200002993e-07	2.00546409578e-07	0.000240193138218
Fetal_Brain_Female__H3K4me3	6.24349352787e-07	1.90363598821e-07	0.000519453581902
Fetal_Intestine_Large__DNase	2.7369102332e-07	1.13689215299e-07	0.00803413104117
Fetal_Stomach__H3K27ac	1.54477946297e-07	6.42960987397e-08	0.00813944322471
Fetal_Intestine_Small__DNase	3.27777545944e-07	1.36547820343e-07	0.0081872458392
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me3	4.18492862033e-07	1.83638354022e-07	0.0113365995883
Cortex_derived_primary_cultured_neurospheres__H3K4me3	5.31435729033e-07	2.38408183347e-07	0.0129036193308
Aorta__H3K4me3	5.66335870358e-07	2.57374301535e-07	0.013887961598
Fetal_Intestine_Small__H3K4me1	1.03246632961e-07	4.97809642527e-08	0.0190388036966
Fetal_Muscle_Trunk__H3K36me3	1.62716985516e-07	8.05018570408e-08	0.0216252708334
Fetal_Heart__DNase	1.27360833532e-07	6.36042018599e-08	0.022621050328
Nerve-Tibial_ENTEX__H3K4me1	8.92377014156e-08	4.49678028578e-08	0.0236011827036
Duodenum_Mucosa__H3K4me1	1.25505626349e-07	6.34619378395e-08	0.0239839910875
Fetal_Stomach__H3K4me1	9.61747532821e-08	5.00298798677e-08	0.0272811003475
Fetal_Intestine_Large__H3K4me1	8.90264160955e-08	4.75928188714e-08	0.0307013082718
Cortex_derived_primary_cultured_neurospheres__H3K36me3	1.7943771438e-07	9.76279748429e-08	0.0330330919364
Fetal_Brain_Male__H3K4me1	9.2438247137e-08	5.05513935214e-08	0.0337298224037
Right_Atrium__H3K4me1	1.54353864296e-07	8.79571890473e-08	0.0396403532474
Duodenum_Smooth_Muscle__H3K27ac	1.61493248855e-07	9.22094353901e-08	0.0399407158535
Artery-Coronary_ENTEX__H3K27ac	8.58337266834e-08	5.02998232002e-08	0.043962916012
Skeletal_Muscle_Female__H3K36me3	1.03673488604e-07	6.2307992151e-08	0.0480674578363
Rectal_Smooth_Muscle__H3K27ac	9.38002212746e-08	5.65002246169e-08	0.0484396958489
Stomach_Smooth_Muscle__H3K4me1	1.01087417589e-07	6.12284824053e-08	0.0493706328762
Small_Intestine__H3K4me1	1.573660089e-07	9.59142486695e-08	0.0504303925981
Brain_Dorsolateral_Prefrontal_Cortex__H3K36me3	1.34755241425e-07	8.22466975402e-08	0.0506662853855
Fetal_Brain_Female__H3K36me3	1.65627034108e-07	1.01777205075e-07	0.0518314970216
Cortex_derived_primary_cultured_neurospheres__H3K4me1	9.14446112206e-08	5.63108561847e-08	0.0521959003701
Thyroid_gland_ENTEX__H3K36me3	8.74294518445e-08	5.3855381375e-08	0.052250721336
SI-Term-Ileum_ENTEX__H3K4me3	2.34372100931e-07	1.45709579199e-07	0.0538641776664
Fetal_Intestine_Small__H3K27ac	8.644477913e-08	5.38796535161e-08	0.0543124178255
Nerve-Tibial_ENTEX__H3K27ac	5.12348906289e-08	3.22584557133e-08	0.0561135138491
Brain_Germinal_Matrix__H3K4me1	1.55345952584e-07	9.78678739272e-08	0.0562220380724
Fetal_Brain_Male__H3K4me3	6.0174163616e-07	3.89892597369e-07	0.0613726604549
Colon-TV_ENTEX__H3K36me3	1.01750073197e-07	6.63691049132e-08	0.0626263540975
Brain_Inferior_Temporal_Lobe__H3K36me3	1.10369511874e-07	7.21085152285e-08	0.0629337662523
Rectal_Smooth_Muscle__H3K4me1	1.11762203669e-07	7.45490980443e-08	0.0669140157271
Colon_Smooth_Muscle__H3K27ac	8.47113391239e-08	5.72302718229e-08	0.0694120595321
Stomach_Mucosa__H3K4me1	6.59600929598e-08	4.54912245481e-08	0.0735359496168
Fetal_Heart__H3K4me1	4.87466715101e-08	3.37431566504e-08	0.0742796917837
Colon_Smooth_Muscle__H3K4me1	7.93581062439e-08	5.5160285743e-08	0.0751203309536
Adrenal_gland_ENTEX__H3K4me3	1.89578320734e-07	1.33306518889e-07	0.0774952144826
skeletal_muscle_ENTEX__H3K36me3	5.54269934213e-08	3.91155492703e-08	0.0782404916602
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K36me3	1.23095033031e-07	8.69624952809e-08	0.0784616127298
Fetal_Muscle_Leg__H3K36me3	8.81661455655e-08	6.23305390284e-08	0.0786085195963
Fetal_Heart__H3K9ac	8.32987053747e-08	5.93767026406e-08	0.0803255173153
Lung__H3K4me1	1.1891695222e-07	8.52396365239e-08	0.0814943724236
Liver__H3K4me1	5.88809176864e-08	4.22967929727e-08	0.0819476619404
Right_Ventricle__H3K27ac	9.47106514595e-08	6.8112918958e-08	0.0821893568161
Fetal_Stomach__DNase	2.02624123098e-07	1.46216850788e-07	0.0829073217613
Brain_Germinal_Matrix__H3K36me3	2.06545507293e-07	1.51375060871e-07	0.086211114494
Rectal_Mucosa_Donor_31__H3K4me1	7.7284373264e-08	5.76888967836e-08	0.09017551305
Pancreas__H3K4me1	9.65159190784e-08	7.2123452439e-08	0.0904149128362
Fetal_Lung__DNase	1.27829605983e-07	9.60533702901e-08	0.0916243630411
Small_Intestine__DNase	1.49550024165e-07	1.13475957161e-07	0.0937684740194
Fetal_Muscle_Trunk__H3K27ac	9.75729026036e-08	7.52493165676e-08	0.0973738159121
Rectal_Smooth_Muscle__H3K4me3	2.39165959067e-07	1.84779082092e-07	0.0977749352479
Right_Ventricle__H3K4me1	9.24079382916e-08	7.24857416213e-08	0.101182413653
Fetal_Intestine_Large__H3K27ac	6.21095020138e-08	4.95753431201e-08	0.105133699241
Placenta__H3K4me1	5.86643287602e-08	4.68598589487e-08	0.105301319577
SI-Term-Ileum_ENTEX__H3K4me1	9.00116884297e-08	7.28370096863e-08	0.108267192921
Fetal_Muscle_Leg__DNase	1.10708668062e-07	8.98679033868e-08	0.108992393687
Fetal_Stomach__H3K36me3	5.76161712614e-08	4.70896380791e-08	0.110562440059
Fetal_Muscle_Leg__H3K4me1	6.03754574031e-08	5.00946015908e-08	0.114057490358
Esoph-GJ_ENTEX__H3K4me1	6.31854999523e-08	5.24523967454e-08	0.114173934504
Colon_Smooth_Muscle__H3K4me3	1.73046586663e-07	1.43813157631e-07	0.11443521638
Testis_ENTEX__H3K4me3	1.18787193632e-07	1.00089990022e-07	0.11765248392
Aorta__H3K4me1	1.42253386015e-07	1.20691785847e-07	0.119268765693
Brain_Anterior_Caudate__H3K36me3	8.36619286345e-08	7.11727189782e-08	0.119901870042
Stomach_Smooth_Muscle__H3K27ac	6.05306294396e-08	5.16138388142e-08	0.120446094276
Fetal_Brain_Female__DNase	1.32067494467e-07	1.12631013923e-07	0.120484594432
Rectal_Mucosa_Donor_29__H3K4me1	1.05929462735e-07	9.19203873822e-08	0.124577458246
Breast_Myoepithelial_Primary_Cells__H3K4me3	1.74367584785e-07	1.52189997808e-07	0.125954886684
Fetal_Brain_Male__DNase	1.22138892079e-07	1.06996882885e-07	0.126827165636
Fetal_Lung__H3K4me1	5.35575244875e-08	4.72703527939e-08	0.128606172657
Fetal_Brain_Female__H3K4me1	9.34122371361e-08	8.33870030625e-08	0.131308865724
Fetal_Muscle_Leg__H3K27ac	7.13909048206e-08	6.40271913454e-08	0.132423248286
Left_Ventricle__H3K4me1	6.99122218472e-08	6.35608906313e-08	0.135682368931
Stomach_Smooth_Muscle__H3K9ac	1.85180529715e-07	1.69339666456e-07	0.137077311779
Esoph-GJ_ENTEX__H3K27ac	6.56960645149e-08	6.05487890127e-08	0.138958529199
Esoph-Mucosa_ENTEX__H3K4me3	1.5184853365e-07	1.40472446406e-07	0.139852009936
Uterus_ENTEX__H3K27ac	4.41690917555e-08	4.09915414893e-08	0.140624631376
Artery-Coronary_ENTEX__H3K4me3	1.02491119314e-07	9.59046268444e-08	0.142607500946
Brain_Cingulate_Gyrus__H3K36me3	8.37662967135e-08	7.89111175321e-08	0.144225191883
Psoas_Muscle__H3K4me1	9.25417632368e-08	8.79900296673e-08	0.146461697116
Fetal_Muscle_Leg__H3K4me3	2.32783812523e-07	2.23251679976e-07	0.148544369986
Gastric__H3K4me1	1.06427059606e-07	1.02871851531e-07	0.150437319176
Thymus__H3K27ac	1.04878413373e-07	1.01438115647e-07	0.150587895585
Rectal_Mucosa_Donor_31__H3K9ac	1.03238929542e-07	1.00725985399e-07	0.152693786579
Ovary__H3K36me3	8.44424378561e-08	8.4015025714e-08	0.157427400259
Colon-Sigm_ENTEX__H3K36me3	8.443140939e-08	8.52527194724e-08	0.160997586961
Placenta__H3K36me3	6.99189231702e-08	7.14550073181e-08	0.163912858996
Nerve-Tibial_ENTEX__H3K4me3	1.94920437299e-07	2.04665899831e-07	0.170451248203
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me1	7.95366237086e-08	8.39461624075e-08	0.171699203298
Fetal_Heart__H3K4me3	9.77272341671e-08	1.03579229697e-07	0.172712037686
liver_ENTEX__H3K27ac	3.28608369861e-08	3.49968048343e-08	0.173873901457
Ovary__H3K4me3	1.85436791454e-07	1.98088679159e-07	0.17460308221
Uterus_ENTEX__H3K4me3	2.19545641224e-07	2.35081892258e-07	0.175174818538
Small_Intestine__H3K27ac	8.87775772759e-08	9.51719209046e-08	0.175458339319
Brain_Cingulate_Gyrus__H3K4me1	4.57676514718e-08	4.91441034524e-08	0.175850527255
Brain_Dorsolateral_Prefrontal_Cortex__H3K4me3	1.61592732649e-07	1.75107287667e-07	0.178050172683
Right_Ventricle__H3K36me3	6.9545129231e-08	7.64331236843e-08	0.181442351785
Duodenum_Mucosa__H3K4me3	1.05825342096e-07	1.17531336438e-07	0.183953423513
Brain_Substantia_Nigra__H3K4me1	4.07982665117e-08	4.56957628819e-08	0.185975758562
liver_ENTEX__H3K36me3	5.58895896877e-08	6.28713078755e-08	0.187014375262
Esoph-Muscularis_ENTEX__H3K27ac	5.22923816766e-08	5.89836224677e-08	0.187658551774
Fetal_Intestine_Small__H3K36me3	3.58783823229e-08	4.06378988403e-08	0.188650593903
Fetal_Intestine_Large__H3K36me3	5.18071551683e-08	5.89916554848e-08	0.189914453543
HMEC_Mammary_Epithelial_Primary_Cells__H3K36me3	7.44318830311e-08	8.57266099728e-08	0.192629529353
Breast_Myoepithelial_Primary_Cells__H3K36me3	3.80514820592e-08	4.41667792813e-08	0.194470131911
Stomach_Smooth_Muscle__H3K4me3	9.92928707567e-08	1.15883751463e-07	0.195768954252
Liver__H3K9ac	7.83446794851e-08	9.17133537354e-08	0.196487630313
Colon-TV_ENTEX__H3K27ac	3.83821258101e-08	4.49684370484e-08	0.196681399585
Colonic_Mucosa__H3K4me1	7.80963119728e-08	9.26162717621e-08	0.199551441716
Foreskin_Melanocyte_Primary_Cells_skin03__H3K4me3	1.63746429522e-07	1.98337161922e-07	0.204516563804
Skeletal_Muscle_Male__H3K4me1	4.25286277894e-08	5.17128083809e-08	0.205424561694
Artery-Tibial_ENTEX__H3K36me3	4.73844998028e-08	5.81224624384e-08	0.207463812348
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K36me3	5.67477981028e-08	7.07073372317e-08	0.211110796447
Heart-LV_ENTEX__H3K36me3	4.99366692585e-08	6.30545678006e-08	0.214192121395
Ovary_ENTEX__H3K4me3	1.70488701723e-07	2.1743278966e-07	0.216491188118
Sigmoid_Colon__H3K4me3	2.08653407928e-07	2.66700710017e-07	0.217004336531
Liver__H3K27ac	3.65379017758e-08	4.71414444156e-08	0.219149258728
Colonic_Mucosa__H3K4me3	1.53239002535e-07	1.97766884043e-07	0.219215147494
Brain_Hippocampus_Middle__H3K36me3	5.84113426043e-08	7.57411298237e-08	0.220295044957
Right_Atrium__H3K4me3	1.43797109397e-07	1.87485012559e-07	0.221546934163
Brain_Inferior_Temporal_Lobe__H3K9ac	8.11215940571e-08	1.06206829224e-07	0.222490923471
NHLF_Lung_Fibroblast_Primary_Cells__DNase	8.38304083295e-08	1.10385550917e-07	0.223796848541
Breast_Myoepithelial_Primary_Cells__H3K4me1	3.04950066967e-08	4.02571243483e-08	0.224373434954
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__DNase	8.89296990402e-08	1.17718663406e-07	0.224991715406
Right_Atrium__H3K27ac	5.81963690778e-08	7.71010357005e-08	0.225182522586
Pancreas__H3K27ac	1.05194096146e-07	1.39380822347e-07	0.225207205994
Esoph-Mucosa_ENTEX__H3K36me3	6.12603265186e-08	8.13858605283e-08	0.225810713369
Rectal_Smooth_Muscle__H3K9ac	1.61345976683e-07	2.18037672391e-07	0.229652642169
Rectal_Mucosa_Donor_31__H3K4me3	1.03664216003e-07	1.43517662141e-07	0.235052009881
Sigmoid_Colon__H3K4me1	9.4614140282e-08	1.32765911133e-07	0.238034646325
Thymus__H3K36me3	5.91333209939e-08	8.34222476287e-08	0.239210788804
NHEK-Epidermal_Keratinocyte_Primary_Cells__H3K36me3	3.65637222047e-08	5.30666420084e-08	0.245406855609
Fetal_Muscle_Trunk__H3K4me1	3.23578194346e-08	4.73834097202e-08	0.247337091252
Fetal_Intestine_Small__H3K4me3	1.2319091145e-07	1.81309307644e-07	0.248425860927
Colon-Sigm_ENTEX__H3K27ac	4.17601855941e-08	6.23820219684e-08	0.251611690358
Placenta_Amnion__H3K36me3	4.96187854011e-08	7.53561193535e-08	0.255122169486
liver_ENTEX__H3K4me3	6.10152942503e-08	9.27189099352e-08	0.255247403489
Placenta_Amnion__H3K4me1	3.42693150082e-08	5.33010830374e-08	0.260132023732
Brain_Anterior_Caudate__H3K9ac	6.92066862414e-08	1.08206649179e-07	0.261223212111
Foreskin_Melanocyte_Primary_Cells_skin03__H3K36me3	2.48707484332e-08	3.92428675079e-08	0.263117161234
Brain_Anterior_Caudate__H3K27ac	2.95351503977e-08	4.77676918201e-08	0.268186134334
Mammary_ENTEX__H3K27ac	2.96211214157e-08	4.80127896811e-08	0.268636388815
Foreskin_Fibroblast_Primary_Cells_skin02__H3K4me3	5.92439362656e-08	9.75593359398e-08	0.27183900634
Foreskin_Melanocyte_Primary_Cells_skin01__H3K4me3	1.49554527068e-07	2.47013224502e-07	0.272439520787
Stomach_Mucosa__H3K9ac	7.67710060027e-08	1.27497081311e-07	0.273540701142
Brain_Angular_Gyrus__H3K4me1	3.34413706465e-08	5.56265454513e-08	0.273861224945
Aorta__H3K27ac	3.99480394282e-08	6.92280197445e-08	0.281952787838
Brain_Angular_Gyrus__H3K36me3	4.87262114199e-08	8.49893584219e-08	0.283213575195
Fetal_Muscle_Trunk__H3K4me3	1.32673445621e-07	2.34307486105e-07	0.285616517903
Esoph-Muscularis_ENTEX__H3K4me3	9.29875019009e-08	1.65001127959e-07	0.286527908902
Colon-TV_ENTEX__H3K4me1	6.68290133358e-08	1.1897590016e-07	0.287159500611
Stomach_ENTEX__H3K4me3	8.35455008323e-08	1.49564579599e-07	0.288220275818
Brain_Substantia_Nigra__H3K36me3	5.88488803786e-08	1.06285354294e-07	0.289896339067
Fetal_Brain_Male__H3K36me3	1.31025798327e-07	2.37082263206e-07	0.290248247325
Skeletal_Muscle_Male__H3K36me3	4.01793139359e-08	7.35757561162e-08	0.292500498598
Esophagus__H3K4me1	4.17994981825e-08	7.77200368587e-08	0.295350181947
Left_Ventricle__H3K27ac	2.6486037088e-08	4.93056419068e-08	0.295571415728
Fetal_Heart__H3K36me3	7.92801745734e-08	1.50837377866e-07	0.299582966024
Ovary__H3K4me1	3.88701016933e-08	7.42072251126e-08	0.300207152637
Brain_Inferior_Temporal_Lobe__H3K4me1	3.20425888204e-08	6.12298082172e-08	0.300376897285
Adipose_Nuclei__H3K27ac	2.25465998908e-08	4.32294257984e-08	0.300989482979
Foreskin_Fibroblast_Primary_Cells_skin01__H3K4me3	5.97799973111e-08	1.14741991117e-07	0.301185146522
Brain_Dorsolateral_Prefrontal_Cortex__H3K27ac	3.16557431924e-08	6.1011337576e-08	0.301932612598
Ovary__DNase	4.97696217074e-08	9.81005036418e-08	0.305960597829
Fetal_Muscle_Trunk__DNase	4.83194151082e-08	9.6419301413e-08	0.308136859247
Foreskin_Keratinocyte_Primary_Cells_skin02__H3K4me3	8.35854853565e-08	1.69100441095e-07	0.310548963751
Brain_Anterior_Caudate__H3K4me1	2.49818879794e-08	5.05995056563e-08	0.310752666907
Brain_Dorsolateral_Prefrontal_Cortex__H3K9ac	8.12317062675e-08	1.64935530336e-07	0.311180909338
Osteoblast_Primary_Cells__H3K36me3	2.14758668625e-08	4.36681127062e-08	0.311431266558
Esoph-GJ_ENTEX__H3K4me3	6.91329124292e-08	1.46026329651e-07	0.317954028284
Psoas_Muscle__H3K27ac	3.96348365092e-08	8.55992345446e-08	0.321672173142
skeletal_muscle_ENTEX__H3K4me1	1.09993022352e-08	2.46985082121e-08	0.328036029336
Brain_Substantia_Nigra__H3K4me3	6.87734333377e-08	1.57841984182e-07	0.331523339307
Adipose_Nuclei__H3K4me1	2.6428084698e-08	6.21687122829e-08	0.335380920989
Colon-Sigm_ENTEX__H3K4me3	1.20302061678e-07	2.87779178525e-07	0.337960391875
Fetal_Thymus__H3K4me3	6.7288554322e-08	1.66466860066e-07	0.3430269754
Brain_Cingulate_Gyrus__H3K9ac	5.38364717313e-08	1.400851703e-07	0.350373449394
Mammary_ENTEX__H3K36me3	1.89405877353e-08	5.01780443896e-08	0.35291305611
Fetal_Adrenal_Gland__H3K36me3	1.74866486779e-08	4.66916729205e-08	0.35401126222
Brain_Hippocampus_Middle__H3K4me3	4.63617826039e-08	1.31511756812e-07	0.362220574527
Mammary_ENTEX__H3K4me1	4.11401983868e-08	1.17192219828e-07	0.362775836247
Spleen__H3K4me3	4.29808686241e-08	1.22515768677e-07	0.362862042971
Rectal_Mucosa_Donor_29__H3K9ac	5.21457281318e-08	1.50298097566e-07	0.364314933101
Brain_Inferior_Temporal_Lobe__H3K27ac	1.5173439366e-08	4.3971858782e-08	0.365020274322
Foreskin_Melanocyte_Primary_Cells_skin01__H3K36me3	3.80897828184e-08	1.12620680987e-07	0.367601325114
Foreskin_Fibroblast_Primary_Cells_skin01__DNase	3.50207170791e-08	1.04495042831e-07	0.368758843471
Fetal_Intestine_Large__H3K4me3	5.89147130944e-08	1.80402524279e-07	0.371995183216
Foreskin_Fibroblast_Primary_Cells_skin02__H3K36me3	2.18639312676e-08	6.70685134754e-08	0.372214457016
Esoph-Muscularis_ENTEX__H3K4me1	1.2761315905e-08	3.92102959999e-08	0.372417122564
Psoas_Muscle__DNase	3.29596594825e-08	1.01348367191e-07	0.372510484264
Rectal_Smooth_Muscle__H3K36me3	5.22393451936e-08	1.62700192787e-07	0.374075890812
Osteoblast_Primary_Cells__H3K4me1	1.48253092109e-08	4.65060864099e-08	0.374945865624
Placenta__DNase	2.5742828208e-08	8.58503151227e-08	0.382143071829
Skeletal_Muscle_Female__H3K4me1	1.18308810992e-08	4.0453001317e-08	0.384967504116
Fetal_Lung__H3K36me3	1.51661340139e-08	5.19887045309e-08	0.385250438074
Small_Intestine__H3K4me3	7.15268819967e-08	2.5471572584e-07	0.389427827177
Sigmoid_Colon__H3K36me3	2.29426312242e-08	8.58172381983e-08	0.394602570978
Duodenum_Smooth_Muscle__H3K4me1	1.98701829788e-08	7.82650912845e-08	0.399792940708
Foreskin_Keratinocyte_Primary_Cells_skin03__H3K36me3	8.69386163301e-09	3.4256334834e-08	0.399829503966
NHDF-Ad_Adult_Dermal_Fibroblast_Primary_Cells__H3K36me3	3.70826424007e-08	1.46733533757e-07	0.400241917299
Lung__H3K27ac	1.79218447696e-08	7.29205238221e-08	0.402929250896
Brain_Inferior_Temporal_Lobe__H3K4me3	3.75069828796e-08	1.54399201196e-07	0.404032860719
